name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
김광현,28,28,173.1,2.13,13,3,19,67.9,8,28.6,5,0,0,105,5.5,20,7,74.1,0,0,4,0,0,6.19,94.07,60.36,4.31,7.39
폰트,28,28,184,2.69,13,6,20,71.4,16,57.1,2,0,0,105,5.1,18,9,66.7,0,0,0,0,,6.57,98.89,61.21,3.23,6.5
모리만도,12,12,75.1,1.67,7,1,10,83.3,6,50,1,0,0,47,5.6,10,2,83.3,0,0,3,0,0,6.28,98.17,62,2.09,3.43
오원석,31,24,127.2,4.16,5,8,11,45.8,2,8.3,5,0,0,63,4.4,13,11,54.2,0,0,26,12,46.2,5.32,91.83,49.33,0.5,2.77
이태양,30,17,92,3.72,7,3,9,52.9,4,23.5,3,0,0,61,6,9,7,56.3,0,0,12,3,25,5.41,83.24,50.47,0.58,2.22
노경은,41,8,40,3.38,5,3,2,25,0,0,4,0,0,58,13.1,5,3,62.5,0,0,7,3,42.9,5,80.25,51.75,0.62,1.33
박종훈,11,11,48,6,3,5,2,18.2,2,18.2,5,0,0,30,5.6,6,5,54.5,0,0,7,2,28.6,4.36,81.45,45,-0.7,0.15
전영준,4,1,2.1,7.71,0,0,0,0,0,0,1,0,0,8,30.9,1,0,100,0,0,1,1,100,2.33,54,45,-0.02,0.02
이건욱,1,1,3,9,0,1,0,0,0,0,1,0,0,2,6,0,1,0,0,0,0,0,,3,70,41,-0.09,-0.04
최민준,51,1,3,9,0,1,0,0,0,0,1,0,0,51,100,0,1,0,0,0,19,8,42.1,3,54,41,-0.14,-0.08
김건우,2,1,2,13.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,2,46,31,-0.14,-0.1
노바,12,12,63.2,6.5,3,4,5,41.7,3,25,1,0,0,41,5.8,6,5,54.5,0,0,6,2,33.3,5.31,87.17,40.17,-1.4,-0.27
한두솔,8,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,4,2,50,,,,,
장지훈,40,0,0,,0,0,0,,0,,0,0,0,32,,0,0,,0,0,6,1,16.7,,,,,
고효준,45,0,0,,0,0,0,,0,,0,0,0,18,,0,0,,0,0,23,9,39.1,,,,,
김상수,8,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,
박민호,22,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,10,1,10,,,,,
윤태현,3,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,2,2,100,,,,,
김태훈,9,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,6,1,16.7,,,,,
서진용,68,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,9,5,55.6,,,,,
김택형,64,0,0,,0,0,0,,0,,0,0,0,20,,0,0,,0,0,21,10,47.6,,,,,
조요한,23,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,10,5,50,,,,,
서동민,20,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,7,3,42.9,,,,,
신헌민,1,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
신재영,4,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,1,1,100,,,,,
김주온,5,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,3,3,100,,,,,
박시후,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,1,50,,,,,
문승원,23,0,0,,0,0,0,,0,,0,0,0,21,,0,0,,0,0,2,2,100,,,,,
정성곤,2,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,
