Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
신재웅,2.93,8,9.72,5.4,1.8,0,24.3,13.5,10.8,0.273,63.6,4.32,4.32,5.24,4.94,2.93,3.02,4.1,1.39,94.14,97.75,63.78,0.2,0.306,0.233,0.539,155,19.4,18.6,4.19
폰트,3.12,25,9.7,2.78,3.49,0.74,26,7.5,18.5,0.271,66.9,3.46,4.08,4.08,3.96,3.12,2.22,3.17,0.34,75.4,78.4,67.92,0.211,0.277,0.322,0.599,2526,101,17.3,4.18
신재영,3.3,20,8.58,0.64,13.5,0.95,21.8,1.6,20.2,0.368,62.2,5.72,5.72,5.94,5.66,3.3,2.14,2.98,2.42,124.6,112.03,71.93,0.302,0.333,0.44,0.773,450,22.5,15.9,3.63
문승원,3.65,9,5.72,3.22,1.78,0.18,15.1,8.5,6.6,0.26,68.9,2.86,3.58,3.58,3.48,3.65,3.5,4.61,-0.78,62.34,68.77,79.44,0.22,0.294,0.309,0.603,858,95.3,17,4.05
박종훈,3.69,9,6.79,2.82,2.41,0.33,18.5,7.7,10.8,0.248,73.8,2.82,3.15,3.09,3.02,3.69,3.31,4.1,-0.87,61.36,59.66,80.36,0.205,0.291,0.272,0.563,867,96.3,16,3.91
김택형,3.95,59,7.41,5.02,1.48,0.36,19.6,13.3,6.3,0.286,81.4,2.39,2.75,3.39,3.32,3.95,3.55,4.64,-1.56,52.07,65.77,86.14,0.231,0.339,0.307,0.646,1277,21.6,17,4.04
장지훈,3.96,60,5.71,2.13,2.68,0.67,14.9,5.6,9.4,0.304,67.7,3.92,4.48,4.25,4.2,3.96,3.15,4.28,-0.03,85.45,83.07,86.21,0.268,0.318,0.377,0.695,1239,20.7,15.4,3.62
가빌리오,3.97,15,7.75,3.32,2.33,0.78,19.9,8.5,11.4,0.343,61.4,5.86,5.98,5.75,5.58,3.97,3.03,4.03,1.89,127.8,110.31,86.59,0.285,0.355,0.411,0.766,1286,85.7,15.8,3.66
르위키,4.29,4,5.65,1.26,4.5,1.26,16.1,3.6,12.5,0.302,78.6,3.77,3.77,3.55,3.6,4.29,2.73,3.9,-0.52,82.1,71.26,93.49,0.278,0.304,0.444,0.748,215,53.8,15,3.84
박민호,4.61,40,4.17,2.42,1.73,0.66,10.7,6.2,4.5,0.307,75,3.73,3.95,4.51,4.29,4.61,3.85,4.86,-0.88,81.32,84.92,100.53,0.283,0.345,0.371,0.716,703,17.6,17.1,3.97
김주온,4.67,2,13.5,9,1.5,0,30,20,10,0.25,100,0,0,0,0,4.67,4.7,4.2,-4.67,0,0,101.7,0.143,0.4,0.286,0.686,49,24.5,24.5,4.9
서진용,4.85,65,8.29,5.75,1.44,1.2,20.9,14.5,6.4,0.268,82.8,3.34,3.74,4.27,4.16,4.85,3.35,4.63,-1.51,72.82,82.36,105.71,0.232,0.341,0.382,0.723,1132,17.4,16.8,3.81
조영우,4.96,30,6.48,3.51,1.85,1.35,16.5,8.9,7.6,0.315,62.8,5.67,6.21,5.74,5.64,4.96,3.28,4.49,0.71,123.56,111.52,108.1,0.29,0.348,0.463,0.811,1110,37,16.7,3.81
오원석,5.14,33,7.77,5.97,1.3,0.9,17.9,13.8,4.2,0.335,64.2,5.89,6.87,6.9,6.91,5.14,4.04,4.9,0.75,128.37,136.65,111.94,0.283,0.393,0.417,0.81,2098,63.6,19.1,3.96
김세현,5.17,5,10.39,14.54,0.71,0,17.9,25,-7.1,0.563,68.8,10.38,10.38,12.15,11.46,5.17,5.21,6.26,5.21,226.3,226.75,112.76,0.429,0.571,0.524,1.095,114,22.8,26.3,4.07
정동윤,5.32,1,0,4.5,0,0,0,14.3,-14.3,0.167,100,0,0,0,0,5.32,5.4,7.11,-5.32,0,0,115.86,0.167,0.286,0.167,0.453,32,32,16,4.57
조병현,5.34,3,10.8,6.75,1.6,1.35,24.2,15.2,9.1,0.333,50,8.1,9.45,9.45,9.21,5.34,3.63,4.31,2.76,176.51,182.24,116.41,0.259,0.394,0.481,0.875,148,49.3,22.2,4.48
김상수,5.46,50,6.79,4.63,1.47,1.54,16.1,11,5.1,0.33,78.4,5.09,5.09,5.01,4.78,5.46,3.53,4.78,-0.37,110.95,94.54,119.03,0.298,0.378,0.458,0.836,1059,21.2,18.2,3.88
최민준,5.54,38,6.49,5.23,1.24,1.15,15.6,12.6,3,0.309,69.6,5.86,5.86,5.8,5.56,5.54,4.11,5.04,0.32,127.71,109.95,120.75,0.278,0.38,0.428,0.808,1672,44,19.4,4.2
김태훈,5.55,65,7.6,5.9,1.29,1.09,18.2,14.1,4.1,0.296,73.1,4.97,5.43,4.86,4.68,5.55,4.2,4.91,-0.58,108.21,92.54,120.93,0.253,0.387,0.373,0.76,1012,15.6,17.4,3.76
