Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
서동민,5.87,20,8.2,5.81,1.41,1.71,20.3,14.4,5.9,0.314,78.9,5.13,5.13,5.37,5.46,5.87,3.7,4.69,-0.74,111.72,108.09,127.85,0.273,0.385,0.485,0.87,501,25.1,19,4.25
이태양,6.1,40,5.38,2.78,1.94,2.17,13.6,7,6.6,0.296,74.4,5.73,5.73,5.93,5.7,6.1,3.35,4.61,-0.37,124.86,112.81,132.89,0.298,0.346,0.54,0.886,1644,41.1,15.9,3.61
조요한,6.32,6,5.14,11.57,0.44,0,10.5,23.7,-13.2,0.4,68.4,7.71,7.71,7.71,7.27,6.32,6.43,6.98,1.39,168.11,143.9,137.81,0.345,0.5,0.448,0.948,157,26.2,22.4,4.13
하재훈,6.59,18,4,8,0.5,0.5,9.1,18.2,-9.1,0.259,79.4,4,4,3.23,3.09,6.59,6.05,6.49,-2.59,87.17,61.06,143.59,0.239,0.407,0.313,0.72,341,18.9,18.9,3.88
김건우,6.64,6,5.73,9.82,0.58,0.82,13,22.2,-9.3,0.206,68.4,4.91,5.73,4.05,4.13,6.64,5.66,6.51,-1.73,106.98,81.79,144.69,0.19,0.37,0.286,0.656,239,39.8,21.7,4.43
정수민,7.07,10,6.53,8.01,0.81,1.78,14.6,17.9,-3.3,0.295,70.4,6.82,7.12,6.91,6.61,7.07,4.81,5.8,-0.24,148.71,130.78,154,0.281,0.411,0.488,0.899,618,61.8,20.4,4.09
김정빈,8.46,6,10.9,10.39,1.05,2.6,22.8,21.7,1.1,0.366,64.9,9.87,10.38,10.2,10.33,8.46,5.13,5.27,1.4,214.98,204.46,184.42,0.303,0.484,0.545,1.029,406,67.7,23.4,4.41
이채호,8.89,3,5.4,5.4,1,3.6,11.1,11.1,0,0.316,50,7.2,12.6,13.86,12.92,8.89,4.24,5.4,-1.69,156.9,255.7,193.66,0.348,0.407,0.609,1.016,114,38,22.8,4.22
정영일,9.72,1,0,0,,4.5,0,0,0,0.375,66.7,9,9,9,10.32,9.72,3.91,5.4,-0.72,196.12,204.17,211.75,0.444,0.444,0.889,1.333,39,39,19.5,4.33
이건욱,11.43,5,3.55,13.5,0.26,2.84,6.9,26.4,-19.4,0.286,66.7,11.37,11.37,11.01,10.9,11.43,7.82,7.73,-0.06,247.74,215.67,249.14,0.333,0.507,0.667,1.174,284,56.8,22.4,3.94
양선률,13.67,1,9,27,0.33,0,10,30,-20,0.6,57.1,27,27,27,30.96,13.67,13.84,7.8,13.33,588.37,612.51,297.82,0.5,0.7,0.5,1.2,52,52,52,5.2
강지광,13.67,1,9,36,0.25,0,10,40,-30,0.6,42.9,36,36,36,32.96,13.67,13.84,9,22.33,784.5,652.12,297.82,0.6,0.7,0.6,1.3,42,42,42,4.2
김강민,22.52,1,13.5,13.5,1,13.5,25,25,0,0,100,13.5,13.5,13.5,12.73,22.52,4.84,5.4,-9.02,294.19,251.95,490.68,0.333,0.5,1.333,1.833,20,20,30,5
