name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
반즈,30,30,170.1,3.28,11,10,18,60,7,23.3,5,3,0,86,4.5,17,13,56.7,4,1,22,4,18.2,5.68,91.9,53.4,2.46,5.49
박세웅,27,27,154,3.45,9,7,16,59.3,5,18.5,6,1,0,94,5.5,14,13,51.9,3,0,13,5,38.5,5.7,97.41,52.59,1.47,4.21
나균안,23,23,130.1,3.8,6,8,12,52.2,5,21.7,5,0,0,45,3.1,9,14,39.1,3,3,9,4,44.4,5.67,96,51.09,1.02,3.34
윌커슨,13,13,79.2,2.26,7,2,11,84.6,3,23.1,1,2,0,52,5.9,9,4,69.2,0,0,1,1,100,6.13,99.69,59.54,1.51,2.92
스트레일리,16,16,80.1,4.37,3,5,4,25,1,6.3,6,0,0,54,6.1,6,10,37.5,1,1,7,2,28.6,5.02,91.56,48.75,0.2,1.63
한현희,38,18,86.1,5.11,4,10,5,27.8,0,0,6,1,0,51,5.3,6,12,33.3,0,0,22,9,40.9,4.8,86.44,44.17,-0.32,1.22
심재민,29,6,26.2,3.38,2,1,0,0,0,0,5,0,1,27,9.1,5,1,83.3,0,0,19,6,31.6,4.44,72.67,49.83,0.44,0.91
정성종,12,3,9,7,0,1,0,0,0,0,2,0,0,13,13,1,2,33.3,0,0,10,3,30,3,55.33,40.67,-0.21,-0.05
우강훈,3,1,3,12,0,0,0,0,0,0,0,0,0,6,18,0,1,0,0,0,3,3,100,3,73,30,-0.19,-0.14
이인복,10,7,29.1,6.75,0,4,0,0,0,0,2,0,0,15,4.6,1,6,14.3,1,0,16,5,31.3,4.19,79.71,36.29,-0.78,-0.26
김도규,36,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,16,9,56.3,,,,,
이민석,1,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,1,0,0,,,,,
김상수,67,0,0,,0,0,0,,0,,0,0,0,27,,0,0,,0,0,30,13,43.3,,,,,
장세진,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
나원탁,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,1,0,0,,,,,
박영완,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
이태연,15,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,10,2,20,,,,,
문경찬,2,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
김태욱,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
최이준,28,0,0,,0,0,0,,0,,0,0,0,18,,0,0,,0,0,13,7,53.8,,,,,
김진욱,49,0,0,,0,0,0,,0,,0,0,0,18,,0,0,,0,0,35,14,40,,,,,
진승현,24,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,16,10,62.5,,,,,
신정락,34,0,0,,0,0,0,,0,,0,0,0,27,,0,0,,0,0,7,0,0,,,,,
최영환,8,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,6,3,50,,,,,
최준용,47,0,0,,0,0,0,,0,,0,0,0,26,,0,0,,0,0,12,1,8.3,,,,,
석상호,5,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,1,0,0,,,,,
윤명준,21,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,7,1,14.3,,,,,
박진,4,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,1,1,100,,,,,
김창훈,3,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
이진하,9,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,5,3,60,,,,,
김원중,63,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,7,3,42.9,,,,,
구승민,67,0,0,,0,0,0,,0,,0,0,0,37,,0,0,,0,0,26,9,34.6,,,,,
김강현,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
