Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
한현희,0.79,38,18,20,3,0,0,6,12,0,3,104,63,69,65.6,476,123,20,4,11,44,11,1,74,3,0,6,5.45,5.97,5.68,5.53,4.97,1.61,6.4,3.81,1.68,0.95,15.5,9.2,6.3,0.335,66.9,3.79,4.64,0.48,126.43,114.45,115.22,0.297,0.376,0.444,0.82,1927,50.7,18.5,4.05,5,27.8,0,0,6,1,0,51,5.3,6,12,33.3,0,0,22,9,40.9,4.8,86.44,44.17,-0.32,1.22,4,0,5,0,3,1,2,3,50,0,1,0,1,7,14,17,3,17.6,22,9,40.9,0.88,18.55,1.08,-0.42,0.335,334,39.8,6.1,50.1,56.2,4,0.7,5.6,9.8,1076,1046,1177,1085,780,1177
김도규,0.31,36,0,36,14,0,0,0,3,1,1,29.2,15,16,17.2,132,29,5,0,1,13,1,0,26,3,0,6,4.55,4.85,5.22,4.96,3.52,1.42,7.89,3.94,2,0.3,19.7,9.8,9.8,0.318,64.3,3.19,4.22,1.03,105.52,102.68,81.68,0.257,0.333,0.327,0.66,534,14.8,18,4.05,0,,0,,0,0,0,14,,0,0,,0,0,16,9,56.3,,,,,,12,1,6,1,1,0,2,2,50,0,1,0,1,3,8,26,10,38.5,16,9,56.3,0.82,14.83,0.81,0.31,0.318,88,50,2.2,45.7,47.8,2.2,1,2.3,3.4,1076,1046,1177,1085,780,1177
석상호,0.24,5,0,5,2,0,0,0,0,0,0,5.1,0,0,0,22,4,1,0,0,2,0,0,6,1,0,1,0,0,0,0,2.2,1.13,10.13,3.38,3,0,27.3,9.1,18.2,0.308,100,2.26,3.22,-2.2,0,0,51,0.211,0.286,0.263,0.549,82,16.4,15.4,3.73,0,,0,,0,0,0,0,,0,0,,0,0,1,0,0,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,1.07,16.4,0.23,0.24,0.308,13,42.9,7.1,42.9,50,7.1,0.9,0,0,1076,1046,1177,1085,780,1177
정성종,0.21,12,3,9,2,0,0,0,1,0,1,22,13,14,13.5,98,21,5,0,1,15,1,1,10,0,0,1,5.32,5.73,5.52,5.16,5.37,1.64,4.09,6.14,0.67,0.41,10.2,15.3,-5.1,0.294,63.9,4.88,6.01,-0.05,123.32,106.79,124.47,0.266,0.389,0.367,0.756,343,28.6,15.6,3.5,0,0,0,0,2,0,0,13,13,1,2,33.3,0,0,10,3,30,3,55.33,40.67,-0.21,-0.05,0,0,3,0,1,0,0,0,100,0,0,0,0,4,3,2,2,100,10,3,30,1.44,19.67,0.46,0.26,0.294,68,57.7,2.8,36.6,39.4,2.8,1.5,3.6,9.5,1076,1046,1177,1085,780,1177
이진하,0.2,9,0,9,1,0,0,0,0,0,0,8,3,3,2.5,31,4,3,0,0,3,1,0,2,1,0,1,3.38,3.38,2.81,2.88,4.77,0.88,2.25,3.38,0.67,0,6.5,9.7,-3.2,0.16,62.5,4.85,5.79,-1.4,78.26,59.57,110.71,0.154,0.258,0.269,0.527,126,14,15.8,4.06,0,,0,,0,0,0,6,,0,0,,0,0,5,3,60,,,,,,2,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,5,3,60,0.89,14,0.11,0.2,0.16,25,40,16,40,56,4,0.7,0,0,1076,1046,1177,1085,780,1177
김창훈,0.09,3,0,3,1,0,0,0,0,0,0,4.1,1,1,1.7,17,5,0,1,0,1,0,0,1,0,0,0,2.08,2.08,3.53,3.32,3.99,1.38,2.08,2.08,1,0,5.9,5.9,0,0.333,83.3,4.07,5.4,-1.91,48.16,68.81,92.47,0.313,0.353,0.438,0.791,56,18.7,12.9,3.29,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,0,0,3,0,0,0,0,0,,0,0,0,0,1,0,5,1,20,0,0,,1.44,18.67,0.02,0.09,0.333,15,46.7,6.7,46.7,53.3,0,0.9,0,0,1076,1046,1177,1085,780,1177
이민석,0.08,1,0,1,0,0,0,0,0,0,0,1.1,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.3,0.75,6.75,6.75,1,0,20,20,0,0,100,4.4,5.4,-4.3,0,0,99.7,0,0.2,0,0.2,27,27,20.3,5.4,0,,0,,0,0,0,1,,0,0,,0,0,1,0,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,1,0,0,1.33,27,0.74,0.08,0,3,0,0,100,100,0,0,0,,1076,1046,1177,1085,780,1177
김강현,0.08,2,0,2,1,0,0,0,0,0,0,3,1,1,1,13,1,0,0,0,2,1,0,0,0,0,0,3,3,3,2.79,6.95,1,0,6,0,0,0,15.4,-15.4,0.111,75,7.02,7.25,-3.95,69.57,57.74,161.15,0.111,0.333,0.111,0.444,61,30.5,20.3,4.69,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.5,30.5,0.19,0.08,0.111,9,50,10,40,50,0,1,0,0,1076,1046,1177,1085,780,1177
박영완,0.04,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.45,1,9,9,1,0,33.3,33.3,0,0,100,4.45,5.4,-4.45,0,0,103.18,0,0.333,0,0.333,13,13,13,4.33,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,13,0.2,0.04,0,1,100,0,0,0,0,,,,1076,1046,1177,1085,780,1177
최이준,0.04,28,0,28,9,0,0,1,0,0,1,29,22,22,20.15,143,37,11,3,1,21,0,1,20,0,0,4,6.83,6.83,6.25,6.1,4.78,2,6.21,6.52,0.95,0.31,14,14.7,-0.7,0.36,63.2,4.46,5.48,2.05,158.33,126.37,110.85,0.306,0.408,0.471,0.879,546,19.5,18.8,3.82,0,,0,,0,0,0,18,,0,0,,0,0,13,7,53.8,,,,,,3,0,6,0,1,0,0,0,100,0,0,0,0,3,1,10,3,30,13,7,53.8,1.04,19.5,0.47,0.04,0.36,100,37.3,7.8,51,58.8,3.9,0.6,1.7,2.7,1076,1046,1177,1085,780,1177
김태욱,0.04,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,,0,0,0,0,0,3.98,5.4,-3.85,0,0,89.26,0,0,0,0,17,17,17,5.67,,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,17,0,0.04,0,3,0,0,100,100,0,0,0,,1076,1046,1177,1085,780,1177
진승현,-0.01,24,0,24,8,0,0,2,2,0,1,27.2,18,20,18.45,129,34,3,0,2,16,0,3,25,2,0,1,5.86,6.51,6,5.93,4.13,1.81,8.13,5.21,1.56,0.65,19.4,12.4,7,0.372,63.8,3.35,4.56,1.72,135.78,122.91,95.8,0.309,0.388,0.391,0.779,533,22.2,19.3,4.13,0,,0,,0,0,0,6,,0,0,,0,0,16,10,62.5,,,,,,4,1,9,0,1,0,0,0,100,0,0,0,0,2,2,21,7,33.3,16,10,62.5,1.15,22.21,0.93,-0.01,0.372,86,42,8,47.7,55.7,2.3,0.8,4.1,5.9,1076,1046,1177,1085,780,1177
우강훈,-0.01,3,1,2,2,0,0,0,0,0,0,6,4,5,3.45,29,6,1,0,0,4,1,0,5,1,0,0,6,7.5,5.18,5.46,4.35,1.67,7.5,6,1.25,0,17.2,13.8,3.4,0.333,54.5,4.42,4.99,1.65,139.14,113.17,100.86,0.261,0.393,0.304,0.697,117,39,19.5,4.03,0,0,0,0,0,0,0,6,18,0,1,0,0,0,3,3,100,3,73,30,-0.19,-0.14,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,,3,3,100,1.5,22,0.08,0.13,0.333,18,47.4,5.3,47.4,52.6,0,0.9,0,0,1076,1046,1177,1085,780,1177
박진,-0.07,4,0,4,1,0,0,0,0,0,0,5,5,5,5.2,29,7,2,0,1,7,0,0,2,0,1,1,9,9,9.36,8.86,9.57,2.8,3.6,12.6,0.29,1.8,6.9,24.1,-17.2,0.333,69.2,7.31,7.47,-0.57,208.7,183.61,221.9,0.333,0.5,0.571,1.071,113,28.3,22.6,3.9,0,,0,,0,0,0,5,,0,0,,0,0,1,1,100,,,,,,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,1,1,100,1,1,100,1.25,28.25,0.16,-0.07,0.333,18,30,15,55,70,0,0.4,7.1,0,1076,1046,1177,1085,780,1177
장세진,-0.09,2,0,2,0,0,0,0,0,0,0,1.1,2,2,2.5,8,2,0,0,1,2,0,0,1,0,0,0,13.5,13.5,16.88,15.88,15.55,3,6.75,13.5,0.5,6.75,12.5,25,-12.5,0.333,66.7,6.69,6.9,-2.05,313.05,328.86,360.58,0.4,0.571,1,1.571,37,18.5,27.8,4.63,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,50,2,0,0,0.67,18.5,0.29,-0.09,0.333,3,60,0,40,40,0,1.5,50,0,1076,1046,1177,1085,780,1177
나원탁,-0.13,1,0,1,0,0,0,0,0,0,0,0.2,3,3,3,6,3,0,0,1,1,0,0,1,0,0,0,40.5,40.5,40.5,40.28,22.6,6,13.5,13.5,1,13.5,16.7,16.7,0,0.667,33.3,4.88,5.4,17.9,939.16,834.25,524.06,0.6,0.667,1.2,1.867,27,27,40.5,4.5,0,,0,,0,0,0,0,,0,0,,0,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0.67,27,0.03,-0.13,0.667,3,50,0,50,50,0,1,50,0,1076,1046,1177,1085,780,1177
신정락,-0.14,34,0,34,9,0,0,4,0,0,1,29,15,15,20.7,128,32,6,0,4,11,3,3,28,1,0,0,4.66,4.66,6.42,6.15,4.47,1.48,8.69,3.41,2.55,1.24,21.9,8.6,13.3,0.346,77.5,2.9,3.81,0.19,107.95,127.45,103.58,0.288,0.362,0.45,0.812,476,14,16.4,3.72,0,,0,,0,0,0,27,,0,0,,0,0,7,0,0,,,,,,8,2,5,0,1,1,2,3,25,0,0,1,2,3,5,28,11,39.3,7,0,0,0.85,14,1.18,-0.14,0.346,81,37.2,4.7,54.7,59.3,3.5,0.6,7.8,6.3,1076,1046,1177,1085,780,1177
김진욱,-0.16,49,0,49,2,0,0,2,1,0,8,36.1,26,27,25.7,177,37,6,1,4,29,2,0,35,1,0,3,6.44,6.69,6.37,6.25,5.4,1.82,8.67,7.18,1.21,0.99,19.8,16.4,3.4,0.317,66.1,4.16,4.99,1.04,149.35,129.37,125.13,0.262,0.391,0.404,0.795,746,15.2,20.5,4.21,0,,0,,0,0,0,18,,0,0,,0,0,35,14,40,,,,,,15,2,7,0,8,0,0,0,100,0,2,0,0,9,13,36,12,33.3,35,14,40,0.74,15.22,1,-0.16,0.317,104,43.2,2.7,51.4,54.1,2.7,0.8,6.7,8.1,1076,1046,1177,1085,780,1177
이인복,-0.4,10,7,3,0,0,0,1,4,0,0,33.1,24,32,30.65,168,54,7,3,3,10,5,1,15,6,0,4,6.48,8.64,8.28,8.09,5.1,1.92,4.05,2.7,1.5,0.81,8.9,6,3,0.392,56.9,4.1,5.04,1.38,150.27,167.56,118.2,0.38,0.423,0.535,0.958,636,63.6,19.1,3.79,0,0,0,0,2,0,0,15,4.6,1,6,14.3,1,0,16,5,31.3,4.19,79.71,36.29,-0.78,-0.26,0,0,2,0,0,0,0,0,,0,0,0,0,1,8,2,2,100,16,5,31.3,1.33,26,0.89,-0.15,0.392,130,55.8,2.2,38.4,40.6,3.6,1.4,5.4,14.8,1076,1046,1177,1085,780,1177
이태연,-0.41,15,0,15,2,0,0,0,0,0,1,5.2,10,10,10.35,37,12,3,0,1,9,0,0,4,0,0,0,15.88,15.88,16.44,15.9,9.11,3.71,6.35,14.29,0.44,1.59,10.8,24.3,-13.5,0.478,55,7.11,7.02,6.77,368.3,329.39,211.21,0.444,0.568,0.667,1.235,162,10.8,28.6,4.38,0,,0,,0,0,0,1,,0,0,,0,0,10,2,20,,,,,,6,1,0,0,1,0,0,0,100,0,1,0,0,1,3,14,3,21.4,10,2,20,0.38,10.8,0.34,-0.41,0.478,23,45.8,4.2,50,54.2,0,0.8,7.7,8.3,1076,1046,1177,1085,780,1177
최영환,-0.59,8,0,8,4,0,0,0,1,0,0,10,11,14,13.65,54,15,8,0,0,7,1,0,7,3,0,0,9.9,12.6,12.29,11.58,4.58,2.2,6.3,6.3,1,0,13,13,0,0.395,39.1,4.66,5.4,5.32,229.57,239.93,106.19,0.341,0.434,0.523,0.957,226,28.3,22.6,4.19,0,,0,,0,0,0,4,,0,0,,0,0,6,3,50,,,,,,1,0,3,0,0,0,0,0,,0,0,0,0,1,2,7,2,28.6,6,3,50,1.25,28.25,0.85,-0.59,0.395,38,48.7,7.7,38.5,46.2,5.1,1.1,0,6.7,1076,1046,1177,1085,780,1177
문경찬,-0.68,2,0,2,1,0,0,0,1,0,0,2,6,6,6,12,6,0,0,3,0,0,0,2,0,0,0,27,27,27,27.29,19.2,3,9,0,,13.5,16.7,0,16.7,0.429,0,1.44,3.4,7.8,626.11,565.23,445.22,0.5,0.5,1.25,1.75,36,18,18,3,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,0,0,,1,18,1.76,-0.68,0.429,7,60,0,40,40,0,1.5,75,0,1076,1046,1177,1085,780,1177
윤명준,-1.1,21,0,21,8,0,0,0,1,0,5,19.1,14,14,21.95,98,31,3,1,4,10,4,2,11,0,0,5,6.52,6.52,10.22,9.94,7.13,2.12,5.12,4.66,1.1,1.86,11.2,10.2,1,0.403,79.5,4.76,5.28,-0.62,151.13,205.91,165.43,0.383,0.469,0.593,1.062,353,16.8,18.3,3.6,0,,0,,0,0,0,5,,0,0,,0,0,7,1,14.3,,,,,,6,1,4,0,5,1,0,1,83.3,0,2,1,0,2,6,30,16,53.3,7,1,14.3,0.92,16.81,1.35,-1.1,0.403,67,47.9,4.1,47.9,52.1,0,0.9,10.5,9.7,1076,1046,1177,1085,780,1177
