name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
김상수,67,52,3.12,4,2,20,5,4,1,18,3,2,5,79.2,0,6,1,2,16,12,42,5,11.9,30,13,43.3,0.78,13.51,1.33,1.73
최준용,47,47.2,2.45,2,3,15,2,14,0,14,4,1,5,73.7,0,1,1,0,13,11,20,2,10,12,1,8.3,1.01,17.89,1.05,1.66
김원중,63,63.2,2.97,5,6,14,2,11,30,0,5,0,5,85.7,2,0,3,0,23,11,28,14,50,7,3,42.9,1.01,17.21,1.68,1.49
구승민,67,63.2,3.96,2,6,15,3,9,3,22,5,1,6,80.6,0,4,2,0,26,19,33,11,33.3,26,9,34.6,0.95,17.45,1.59,0.98
김도규,36,29.2,4.55,0,3,12,1,6,1,1,0,2,2,50,0,1,0,1,3,8,26,10,38.5,16,9,56.3,0.82,14.83,0.81,0.31
심재민,23,19,2.37,1,0,7,2,2,0,6,0,0,0,100,0,1,0,0,6,4,22,10,45.5,19,6,31.6,0.83,13.09,0.9,0.28
정성종,9,13,4.15,0,0,0,0,3,0,1,0,0,0,100,0,0,0,0,4,3,2,2,100,10,3,30,1.44,19.67,0.46,0.26
석상호,5,5.1,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,1.07,16.4,0.23,0.24
이진하,9,8,3.38,0,0,2,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,5,3,60,0.89,14,0.11,0.2
우강훈,2,3,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,,3,3,100,1.5,22,0.08,0.13
김창훈,3,4.1,2.08,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,1,0,5,1,20,0,0,,1.44,18.67,0.02,0.09
이민석,1,1.1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,1,0,0,1.33,27,0.74,0.08
김강현,2,3,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.5,30.5,0.19,0.08
박영완,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,13,0.2,0.04
최이준,28,29,6.83,1,0,3,0,6,0,1,0,0,0,100,0,0,0,0,3,1,10,3,30,13,7,53.8,1.04,19.5,0.47,0.04
김태욱,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,17,0,0.04
진승현,24,27.2,5.86,2,2,4,1,9,0,1,0,0,0,100,0,0,0,0,2,2,21,7,33.3,16,10,62.5,1.15,22.21,0.93,-0.01
박진,4,5,9,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,1,1,100,1,1,100,1.25,28.25,0.16,-0.07
장세진,2,1.1,13.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,50,2,0,0,0.67,18.5,0.29,-0.09
나원탁,1,0.2,40.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0.67,27,0.03,-0.13
신정락,34,29,4.66,4,0,8,2,5,0,1,1,2,3,25,0,0,1,2,3,5,28,11,39.3,7,0,0,0.85,14,1.18,-0.14
이인복,3,4,4.5,1,0,0,0,2,0,0,0,0,0,,0,0,0,0,1,8,2,2,100,16,5,31.3,1.33,26,0.89,-0.15
김진욱,49,36.1,6.44,2,1,15,2,7,0,8,0,0,0,100,0,2,0,0,9,13,36,12,33.3,35,14,40,0.74,15.22,1,-0.16
이태연,15,5.2,15.88,0,0,6,1,0,0,1,0,0,0,100,0,1,0,0,1,3,14,3,21.4,10,2,20,0.38,10.8,0.34,-0.41
한현희,20,17.2,7.13,2,2,4,0,5,0,3,1,2,3,50,0,1,0,1,7,14,17,3,17.6,22,9,40.9,0.88,18.55,1.08,-0.42
최영환,8,10,9.9,0,1,1,0,3,0,0,0,0,0,,0,0,0,0,1,2,7,2,28.6,6,3,50,1.25,28.25,0.85,-0.59
문경찬,2,2,27,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,0,0,,1,18,1.76,-0.68
윤명준,21,19.1,6.52,0,1,6,1,4,0,5,1,0,1,83.3,0,2,1,0,2,6,30,16,53.3,7,1,14.3,0.92,16.81,1.35,-1.1
나균안,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,12,0,0,,9,4,44.4,,,,
스트레일리,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,7,0,0,,7,2,28.6,,,,
박세웅,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,11,0,0,,13,5,38.5,,,,
반즈,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,11,0,0,,22,4,18.2,,,,
윌커슨,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,1,0,0,,1,1,100,,,,
