name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
고영표,28,27,174,2.79,12,7,21,77.8,17,63,2,0,0,80,4.1,16,10,61.5,2,0,4,0,0,6.44,90.56,56.15,3.66,6.76
쿠에바스,18,18,114.1,2.6,12,0,14,77.8,10,55.6,1,0,0,74,5.8,14,4,77.8,1,1,7,3,42.9,6.35,92.56,60.06,3.16,5.19
벤자민,29,29,160,3.54,15,6,11,37.9,5,17.2,10,0,2,122,6.9,20,8,71.4,0,2,11,4,36.4,5.52,90.9,53.38,0.81,3.66
엄상백,20,19,110.1,3.67,7,6,9,47.4,4,21.1,4,1,1,56,4.6,9,10,47.4,1,0,6,2,33.3,5.81,93.42,54,1.44,3.4
배제성,26,24,124.1,4.34,8,10,6,25,1,4.2,8,0,1,77,5.6,13,11,54.2,1,2,18,8,44.4,5.18,92.83,46.08,0.49,2.7
슐서,9,9,49.2,5.62,1,7,3,33.3,1,11.1,1,0,0,15,2.7,1,8,11.1,0,0,2,2,100,5.52,90.56,43.33,-0.42,0.47
조이현,18,4,13.2,3.95,1,1,0,0,0,0,4,0,1,29,19.1,3,1,75,0,0,12,3,25,3.42,57,49.75,0.12,0.36
김민,16,4,14.2,7.36,1,2,0,0,0,0,1,0,1,27,16.6,1,2,33.3,0,0,7,5,71.4,3.67,65.25,40,-0.45,-0.19
소형준,3,3,11,11.45,0,0,0,0,0,0,1,0,0,4,3.3,0,3,0,0,0,4,2,50,3.67,76.67,28.67,-0.42,-0.23
주권,42,3,6.1,11.37,0,2,0,0,0,0,2,0,0,19,27,0,3,0,0,0,11,2,18.2,2.11,44.67,39,-0.38,-0.26
이선우,22,4,15,9,0,2,0,0,0,0,2,0,0,22,13.2,2,2,50,0,0,6,2,33.3,3.75,65,32.5,-0.6,-0.33
김태오,5,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,1,0,0,,,,,
손동현,64,0,0,,0,0,0,,0,,0,0,0,32,,0,0,,0,0,25,12,48,,,,,
박영현,68,0,0,,0,0,0,,0,,0,0,0,31,,0,0,,0,0,15,4,26.7,,,,,
조현우,5,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,5,1,20,,,,,
김재윤,59,0,0,,0,0,0,,0,,0,0,0,11,,0,0,,0,0,7,4,57.1,,,,,
강건,4,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,3,0,0,,,,,
이채호,25,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,15,7,46.7,,,,,
이상동,36,0,0,,0,0,0,,0,,0,0,0,32,,0,0,,0,0,11,3,27.3,,,,,
하준호,12,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,8,0,0,,,,,
김민수,14,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,4,3,75,,,,,
박세진,16,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,13,2,15.4,,,,,
전용주,15,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,7,4,57.1,,,,,
김영현,31,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,22,9,40.9,,,,,
심재민,4,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,5,3,60,,,,,
김정운,5,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,
