Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
강건,2.24,4,10.8,4.05,2.67,0,28.6,10.7,17.9,0.25,85.7,1.35,1.35,2.3,2.1,2.24,2.3,3.26,-0.89,31.07,43.27,51.66,0.167,0.259,0.25,0.509,108,27,16.2,3.86
김재윤,2.4,59,8.22,1.78,4.62,0.27,22.9,5,17.9,0.292,72.3,2.6,2.88,2.99,2.77,2.4,2.11,3.25,0.2,59.94,57.04,55.23,0.227,0.268,0.29,0.558,1005,17,15.3,3.84
박영현,2.65,68,9.44,2.75,3.43,0.36,25.6,7.5,18.2,0.309,75,2.75,2.99,3.31,3.15,2.65,2.25,3.22,0.1,63.25,64.68,60.95,0.23,0.292,0.318,0.61,1220,17.9,16.2,3.96
쿠에바스,2.78,18,7.87,1.89,4.17,0.32,21.7,5.2,16.5,0.28,76.5,2.6,2.6,2.49,2.39,2.78,2.44,3.42,-0.19,59.79,49.15,64.08,0.224,0.266,0.285,0.551,1666,92.6,14.6,3.62
벤자민,3.14,29,8.83,2.53,3.49,0.68,23,6.6,16.4,0.298,65.6,3.54,4.44,4.33,4.23,3.14,2.39,3.44,0.4,81.57,87.05,72.37,0.24,0.292,0.338,0.63,2636,90.9,16.5,3.85
고영표,3.19,28,5.87,0.98,6,0.36,16.1,2.7,13.5,0.314,76.4,2.78,2.94,2.96,2.91,3.19,2.77,3.79,-0.41,64.04,59.77,73.46,0.269,0.297,0.355,0.652,2453,87.6,14,3.47
엄상백,3.36,20,7.17,2.34,3.07,0.48,19.6,6.4,13.2,0.29,69.1,3.63,3.71,3.64,3.5,3.36,2.79,3.81,0.27,83.48,72.04,77.26,0.241,0.291,0.342,0.633,1790,89.5,16,3.94
이상동,3.44,36,9.52,3.32,2.87,0.89,24,8.4,15.6,0.36,75.9,3.98,4.2,4.13,3.94,3.44,2.35,3.52,0.54,91.69,81.01,79.26,0.28,0.341,0.416,0.757,672,18.7,16.5,3.75
전용주,3.77,15,7.84,5.23,1.5,0,20.9,14,7,0.222,61.5,4.35,4.35,2.74,2.74,3.77,3.82,4.56,0.58,100.24,56.35,86.82,0.167,0.302,0.278,0.58,173,11.5,16.7,4.02
김태오,4.09,5,3.68,4.91,0.75,0,8.6,11.4,-2.9,0.357,57.1,7.36,7.36,9.88,10.19,4.09,4.17,5.74,3.27,169.49,209.42,94.25,0.345,0.4,0.448,0.848,142,28.4,19.4,4.06
손동현,4.23,64,4.89,2.44,2,0.61,13.3,6.6,6.6,0.28,71.1,3.42,3.79,3.71,3.6,4.23,3.5,4.6,-0.8,78.74,73.95,97.26,0.256,0.308,0.353,0.661,1100,17.2,14.9,3.65
슐서,4.34,9,6.34,2.54,2.5,1.09,15.8,6.3,9.5,0.375,66.7,5.62,5.8,5.62,5.55,4.34,2.99,4.26,1.28,129.3,114.01,99.82,0.333,0.372,0.48,0.852,815,90.6,16.4,3.69
조이현,4.36,18,4.37,1.54,2.83,0.77,10,3.5,6.5,0.411,64.6,6.69,6.94,8.22,7.95,4.36,3.45,4.62,2.32,153.89,163.47,100.44,0.389,0.408,0.548,0.956,585,32.5,16.7,3.44
김영현,4.61,31,9.55,5.46,1.75,1.09,23.3,13.3,10,0.296,64.4,5.45,6,5.54,5.18,4.61,3.23,4.2,0.84,125.55,106.5,106.18,0.238,0.345,0.389,0.734,563,18.2,17.1,3.75
배제성,4.76,26,5.46,5.32,1.03,0.41,13.3,12.9,0.3,0.326,70.2,4.49,4.97,4.66,4.46,4.76,4.29,5.36,-0.27,103.31,91.74,109.58,0.289,0.38,0.369,0.749,2331,89.7,17.9,3.91
이선우,4.92,22,5.79,2.17,2.67,1.21,14.2,5.3,8.9,0.331,75.5,4.34,4.82,5.24,5,4.92,3.39,4.33,-0.58,99.88,102.74,113.14,0.305,0.355,0.442,0.797,589,26.8,15.8,3.49
조현우,5.08,5,3,6,0.5,0,5.9,11.8,-5.9,0.429,75,6,6,6,5.69,5.08,5.19,6.11,0.92,138.11,116.9,116.99,0.4,0.471,0.467,0.938,63,12.6,21,3.71
김민수,5.19,14,2.77,3.46,0.8,0.69,6.9,8.6,-1.7,0.356,57.1,6.92,6.92,6.78,6.59,5.19,4.38,5.61,1.74,159.35,135.5,119.41,0.354,0.4,0.604,1.004,203,14.5,15.6,3.5
주권,5.28,42,3.26,3.64,0.89,0.77,8.3,9.3,-1,0.285,73.4,4.4,4.4,5.37,5.19,5.28,4.34,5.52,-0.87,101.38,106.75,121.46,0.278,0.35,0.398,0.748,714,17,15.2,3.48
김민,5.32,16,6.83,4.97,1.38,0.93,15.2,11,4.1,0.374,60.7,6.83,8.07,7.54,7.27,5.32,4.16,4.9,1.51,157.15,149.46,122.49,0.325,0.417,0.447,0.864,520,32.5,17.9,3.59
심재민,5.7,4,4.5,9,0.5,0,6.3,12.5,-6.3,0.615,50,22.5,22.5,15.3,14.03,5.7,5.79,6.15,16.8,517.89,288.45,131.18,0.571,0.625,0.643,1.268,64,16,32,4
소형준,5.71,3,3.27,2.46,1.33,0.82,6.8,5.1,1.7,0.447,51.9,11.45,11.45,10.6,9.75,5.71,4.72,5.2,5.74,263.65,200.36,131.5,0.423,0.483,0.558,1.041,230,76.7,20.9,3.9
하준호,6.27,12,4.15,6.92,0.6,0,9.2,15.4,-6.2,0.35,69,4.15,6.23,6.23,6.01,6.27,6.33,6.14,-2.12,95.61,123.56,144.37,0.304,0.475,0.326,0.801,230,19.2,17.7,3.54
김정운,6.32,5,3.86,7.71,0.5,0,8.6,17.1,-8.6,0.25,71.4,3.86,5.14,6.69,6.13,6.32,6.4,6.43,-2.46,88.78,126.05,145.49,0.222,0.4,0.296,0.696,138,27.6,19.7,3.94
박세진,6.45,16,7.71,10.8,0.71,0.77,15.2,21.2,-6.1,0.342,75,3.86,6.17,5.9,5.52,6.45,5.49,6.13,-2.59,88.78,113.57,148.38,0.288,0.439,0.385,0.824,272,17,23.3,4.12
이채호,7.44,25,2.92,3.28,0.89,2.19,7.3,8.2,-0.9,0.241,63.3,6.93,6.93,6.75,6.47,7.44,4.64,5.51,-0.51,159.57,133.02,171.28,0.274,0.349,0.526,0.875,390,15.6,15.8,3.55
