Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
주권,0.41,42,3,39,8,0,0,1,2,0,5,47,23,23,28.05,205,49,7,1,4,19,2,2,17,2,0,0,4.4,4.4,5.37,5.19,5.28,1.45,3.26,3.64,0.89,0.77,8.3,9.3,-1,0.285,73.4,4.34,5.52,-0.87,101.38,106.75,121.46,0.278,0.35,0.398,0.748,714,17,15.2,3.48,0,0,0,0,2,0,0,19,27,0,3,0,0,0,11,2,18.2,2.11,44.67,39,-0.38,-0.26,8,0,10,0,5,0,0,0,100,0,0,0,0,3,6,19,12,63.2,11,2,18.2,1.04,14.87,0.69,0.67,0.285,158,48.5,3,46.1,49.1,2.4,1,4.9,2,1091,1047,1033,813,1003,1021
이선우,0.35,22,4,18,8,0,0,0,2,0,0,37.1,18,20,21.75,169,47,6,0,5,9,4,0,24,2,0,0,4.34,4.82,5.24,5,4.92,1.5,5.79,2.17,2.67,1.21,14.2,5.3,8.9,0.331,75.5,3.39,4.33,-0.58,99.88,102.74,113.14,0.305,0.355,0.442,0.797,589,26.8,15.8,3.49,0,0,0,0,2,0,0,22,13.2,2,2,50,0,0,6,2,33.3,3.75,65,32.5,-0.6,-0.33,4,0,6,0,0,0,0,0,,0,0,0,0,2,3,13,5,38.5,6,2,33.3,1.24,18.28,0.39,0.68,0.331,127,51.5,1.5,43.2,44.7,3.8,1.2,8.5,4.3,1091,1047,1033,813,1003,1021
전용주,0.34,15,0,15,4,0,0,0,1,0,1,10.1,5,5,3.15,43,6,4,0,0,6,1,0,9,0,0,4,4.35,4.35,2.74,2.74,3.77,1.16,7.84,5.23,1.5,0,20.9,14,7,0.222,61.5,3.82,4.56,0.58,100.24,56.35,86.82,0.167,0.302,0.278,0.58,173,11.5,16.7,4.02,0,,0,,0,0,0,8,,0,0,,0,0,7,4,57.1,,,,,,4,0,1,0,1,0,0,0,100,0,1,0,0,0,0,9,1,11.1,7,4,57.1,0.69,11.53,0.74,0.34,0.222,27,59.3,7.4,33.3,40.7,0,1.5,0,0,1091,1047,1033,813,1003,1021
김영현,0.3,31,0,31,7,0,0,0,0,1,1,33,20,22,20.3,150,30,7,0,4,20,1,1,35,1,0,2,5.45,6,5.54,5.18,4.61,1.52,9.55,5.46,1.75,1.09,23.3,13.3,10,0.296,64.4,3.23,4.2,0.84,125.55,106.5,106.18,0.238,0.345,0.389,0.734,563,18.2,17.1,3.75,0,,0,,0,0,0,5,,0,0,,0,0,22,9,40.9,,,,,,7,2,10,1,1,0,1,1,66.7,0,0,0,1,2,4,16,5,31.3,22,9,40.9,1.06,18.16,0.55,0.3,0.296,88,50,4.3,43.6,47.9,2.1,1,8.9,3.3,1091,1047,1033,813,1003,1021
강건,0.22,4,0,4,3,0,0,0,0,1,0,6.2,1,1,1.7,28,4,2,0,0,3,0,0,8,1,0,1,1.35,1.35,2.3,2.1,2.24,1.05,10.8,4.05,2.67,0,28.6,10.7,17.9,0.25,85.7,2.3,3.26,-0.89,31.07,43.27,51.66,0.167,0.259,0.25,0.509,108,27,16.2,3.86,0,,0,,0,0,0,3,,0,0,,0,0,3,0,0,,,,,,1,0,2,1,0,0,0,0,100,0,0,0,0,0,1,1,1,100,3,0,0,1.67,27,0.3,0.22,0.25,16,52.9,0,47.1,47.1,0,1.1,0,0,1091,1047,1033,813,1003,1021
박세진,0.06,16,0,16,3,0,0,0,1,0,1,11.2,5,8,7.65,66,15,2,0,1,14,0,0,10,3,0,2,3.86,6.17,5.9,5.52,6.45,2.49,7.71,10.8,0.71,0.77,15.2,21.2,-6.1,0.342,75,5.49,6.13,-2.59,88.78,113.57,148.38,0.288,0.439,0.385,0.824,272,17,23.3,4.12,0,,0,,0,0,0,3,,0,0,,0,0,13,2,15.4,,,,,,3,0,2,0,1,0,0,0,100,0,1,0,0,1,1,10,1,10,13,2,15.4,0.73,17,0.77,0.06,0.342,41,57.1,2.4,35.7,38.1,4.8,1.5,6.3,20,1091,1047,1033,813,1003,1021
하준호,0.04,12,0,12,5,0,0,0,1,0,0,13,6,9,9,65,14,1,0,0,10,5,2,6,1,0,4,4.15,6.23,6.23,6.01,6.27,1.85,4.15,6.92,0.6,0,9.2,15.4,-6.2,0.35,69,6.33,6.14,-2.12,95.61,123.56,144.37,0.304,0.475,0.326,0.801,230,19.2,17.7,3.54,0,,0,,0,0,0,3,,0,0,,0,0,8,0,0,,,,,,1,0,3,0,0,0,0,0,,0,0,0,0,0,1,6,0,0,8,0,0,1.08,19.17,0.38,0.04,0.35,40,54.5,2.3,38.6,40.9,4.5,1.3,0,21.4,1091,1047,1033,813,1003,1021
김정운,0.03,5,0,5,4,0,0,0,0,0,0,7,3,4,5.2,35,6,2,0,0,6,2,0,3,1,0,0,3.86,5.14,6.69,6.13,6.32,1.71,3.86,7.71,0.5,0,8.6,17.1,-8.6,0.25,71.4,6.4,6.43,-2.46,88.78,126.05,145.49,0.222,0.4,0.296,0.696,138,27.6,19.7,3.94,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,0,0,,1.4,27.6,0.14,0.03,0.25,24,45.8,0,54.2,54.2,0,0.8,0,0,1091,1047,1033,813,1003,1021
조현우,0.02,5,0,5,1,0,0,0,0,0,0,3,2,2,2,17,6,1,0,0,2,0,0,1,0,0,1,6,6,6,5.69,5.08,2.67,3,6,0.5,0,5.9,11.8,-5.9,0.429,75,5.19,6.11,0.92,138.11,116.9,116.99,0.4,0.471,0.467,0.938,63,12.6,21,3.71,0,,0,,0,0,0,1,,0,0,,0,0,5,1,20,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,5,1,20,5,1,20,0.6,12.6,0.16,0.02,0.429,14,42.9,7.1,42.9,50,7.1,0.9,0,16.7,1091,1047,1033,813,1003,1021
이채호,-0.05,25,0,25,5,0,0,0,1,0,1,24.2,19,19,18.5,110,26,6,0,6,9,3,0,8,1,0,1,6.93,6.93,6.75,6.47,7.44,1.42,2.92,3.28,0.89,2.19,7.3,8.2,-0.9,0.241,63.3,4.64,5.51,-0.51,159.57,133.02,171.28,0.274,0.349,0.526,0.875,390,15.6,15.8,3.55,0,,0,,0,0,0,7,,0,0,,0,0,15,7,46.7,,,,,,7,1,7,0,1,0,0,0,100,0,0,0,0,1,5,11,7,63.6,15,7,46.7,0.99,15.6,0.53,-0.05,0.241,83,41.1,3.3,53.3,56.7,2.2,0.7,11.8,11.5,1091,1047,1033,813,1003,1021
김민수,-0.11,14,0,14,5,0,0,0,1,0,3,13,10,10,9.8,58,17,5,2,1,5,0,0,4,0,0,0,6.92,6.92,6.78,6.59,5.19,1.69,2.77,3.46,0.8,0.69,6.9,8.6,-1.7,0.356,57.1,4.38,5.61,1.74,159.35,135.5,119.41,0.354,0.4,0.604,1.004,203,14.5,15.6,3.5,0,,0,,0,0,0,3,,0,0,,0,0,4,3,75,,,,,,5,1,3,0,3,0,1,1,75,0,2,0,1,1,2,11,2,18.2,4,3,75,0.93,14.5,1.07,-0.11,0.356,45,34.7,10.2,53.1,63.3,2,0.5,3.2,11.8,1091,1047,1033,813,1003,1021
심재민,-0.14,4,0,4,1,0,0,0,0,0,0,2,5,5,3.4,16,8,1,0,0,2,0,0,1,0,0,0,22.5,22.5,15.3,14.03,5.7,5,4.5,9,0.5,0,6.3,12.5,-6.3,0.615,50,5.79,6.15,16.8,517.89,288.45,131.18,0.571,0.625,0.643,1.268,64,16,32,4,0,,0,,0,0,0,1,,0,0,,0,0,5,3,60,,,,,,2,1,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,5,3,60,0.5,16,0.56,-0.14,0.615,13,69.2,0,30.8,30.8,0,2.3,0,37.5,1091,1047,1033,813,1003,1021
김민,-0.17,16,4,12,5,0,0,1,2,0,0,29,22,26,24.3,145,40,6,0,3,16,4,0,22,3,0,4,6.83,8.07,7.54,7.27,5.32,1.93,6.83,4.97,1.38,0.93,15.2,11,4.1,0.374,60.7,4.16,4.9,1.51,157.15,149.46,122.49,0.325,0.417,0.447,0.864,520,32.5,17.9,3.59,0,0,0,0,1,0,1,27,16.6,1,2,33.3,0,0,7,5,71.4,3.67,65.25,40,-0.45,-0.19,2,0,4,0,0,0,1,1,0,0,0,0,1,1,4,6,2,33.3,7,5,71.4,1.19,21.58,0.38,0.03,0.374,99,51.5,3.9,42.7,46.6,1.9,1.1,6.3,2.5,1091,1047,1033,813,1003,1021
김태오,-0.22,5,0,5,2,0,0,0,0,0,0,7.1,6,6,8.05,35,10,3,0,0,4,0,1,3,1,0,0,7.36,7.36,9.88,10.19,4.09,1.91,3.68,4.91,0.75,0,8.6,11.4,-2.9,0.357,57.1,4.17,5.74,3.27,169.49,209.42,94.25,0.345,0.4,0.448,0.848,142,28.4,19.4,4.06,0,,0,,0,0,0,5,,0,0,,0,0,1,0,0,,,,,,0,0,2,0,0,0,0,0,,0,0,0,0,1,0,6,4,66.7,1,0,0,1.47,28.4,0.39,-0.22,0.357,28,53.6,3.6,39.3,42.9,3.6,1.3,0,0,1091,1047,1033,813,1003,1021
소형준,-0.23,3,3,0,0,0,0,0,0,0,0,11,14,14,12.95,59,22,4,0,1,3,3,0,4,2,0,2,11.45,11.45,10.6,9.75,5.71,2.27,3.27,2.46,1.33,0.82,6.8,5.1,1.7,0.447,51.9,4.72,5.2,5.74,263.65,200.36,131.5,0.423,0.483,0.558,1.041,230,76.7,20.9,3.9,0,0,0,0,1,0,0,4,3.3,0,3,0,0,0,4,2,50,3.67,76.67,28.67,-0.42,-0.23,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,,4,2,50,,,,,0.447,47,53.1,6.1,40.8,46.9,0,1.1,4.3,4.5,1091,1047,1033,813,1003,1021
조이현,-0.43,18,4,14,4,0,0,2,1,0,1,35,26,27,31.95,170,61,14,1,3,6,2,0,17,1,1,1,6.69,6.94,8.22,7.95,4.36,1.91,4.37,1.54,2.83,0.77,10,3.5,6.5,0.411,64.6,3.45,4.62,2.32,153.89,163.47,100.44,0.389,0.408,0.548,0.956,585,32.5,16.7,3.44,0,0,0,0,4,0,1,29,19.1,3,1,75,0,0,12,3,25,3.42,57,49.75,0.12,0.36,1,0,7,0,1,0,0,0,100,0,0,0,0,2,2,15,12,80,12,3,25,1.52,25.5,0.49,-0.79,0.411,141,37.9,4.1,55.9,60,2.1,0.6,3.4,4.9,1091,1047,1033,813,1003,1021
