name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
김재윤,59,65.2,2.6,5,5,18,3,14,32,0,4,0,4,88.9,2,0,1,0,28,8,15,6,40,7,4,57.1,1.11,17.03,1.69,2.8
박영현,68,75.1,2.75,3,3,25,7,21,4,32,6,0,6,85.7,1,4,1,0,31,12,36,9,25,15,4,26.7,1.11,17.94,1.54,2.69
손동현,64,73.2,3.42,8,5,15,3,21,1,15,4,0,4,80,0,0,1,0,20,14,33,12,36.4,25,12,48,1.15,17.19,1.34,2.07
이상동,36,40.2,3.98,4,1,9,1,12,0,1,0,1,1,50,0,0,0,1,4,3,21,2,9.5,11,3,27.3,1.13,18.67,0.67,0.83
이선우,18,22.1,1.21,0,0,4,0,6,0,0,0,0,0,,0,0,0,0,2,3,13,5,38.5,6,2,33.3,1.24,18.28,0.39,0.68
주권,39,40.2,3.32,1,0,8,0,10,0,5,0,0,0,100,0,0,0,0,3,6,19,12,63.2,11,2,18.2,1.04,14.87,0.69,0.67
전용주,15,10.1,4.35,0,1,4,0,1,0,1,0,0,0,100,0,1,0,0,0,0,9,1,11.1,7,4,57.1,0.69,11.53,0.74,0.34
김영현,31,33,5.45,0,0,7,2,10,1,1,0,1,1,66.7,0,0,0,1,2,4,16,5,31.3,22,9,40.9,1.06,18.16,0.55,0.3
강건,4,6.2,1.35,0,0,1,0,2,1,0,0,0,0,100,0,0,0,0,0,1,1,1,100,3,0,0,1.67,27,0.3,0.22
엄상백,1,1.1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,11,8,0,0,,6,2,33.3,1.33,15,0.6,0.07
박세진,16,11.2,3.86,0,1,3,0,2,0,1,0,0,0,100,0,1,0,0,1,1,10,1,10,13,2,15.4,0.73,17,0.77,0.06
하준호,12,13,4.15,0,1,1,0,3,0,0,0,0,0,,0,0,0,0,0,1,6,0,0,8,0,0,1.08,19.17,0.38,0.04
김정운,5,7,3.86,0,0,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,0,0,,1.4,27.6,0.14,0.03
김민,12,14.1,6.28,0,0,2,0,4,0,0,0,1,1,0,0,0,0,1,1,4,6,2,33.3,7,5,71.4,1.19,21.58,0.38,0.03
조현우,5,3,6,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,5,1,20,5,1,20,0.6,12.6,0.16,0.02
고영표,1,0.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19,7,2,1,50,4,0,0,0.67,8,4.04,0.02
배제성,2,6,7.5,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,9,12,2,0,0,18,8,44.4,3,51.5,0.5,-0.03
이채호,25,24.2,6.93,0,1,7,1,7,0,1,0,0,0,100,0,0,0,0,1,5,11,7,63.6,15,7,46.7,0.99,15.6,0.53,-0.05
김민수,14,13,6.92,0,1,5,1,3,0,3,0,1,1,75,0,2,0,1,1,2,11,2,18.2,4,3,75,0.93,14.5,1.07,-0.11
심재민,4,2,22.5,0,0,2,1,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,5,3,60,0.5,16,0.56,-0.14
김태오,5,7.1,7.36,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,1,0,6,4,66.7,1,0,0,1.47,28.4,0.39,-0.22
조이현,14,21.1,8.44,1,0,1,0,7,0,1,0,0,0,100,0,0,0,0,2,2,15,12,80,12,3,25,1.52,25.5,0.49,-0.79
소형준,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,,4,2,50,,,,
쿠에바스,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,3,0,0,,7,3,42.9,,,,
벤자민,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,11,0,0,,11,4,36.4,,,,
슐서,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,6,0,0,,2,2,100,,,,
