name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
류진욱,70,67,2.15,1,4,22,1,14,0,22,1,0,1,95.7,0,4,0,0,22,7,30,8,26.7,25,7,28,0.96,15.47,1.2,2.72
김영규,63,61.2,3.06,2,4,18,2,16,0,24,2,0,2,92.3,0,4,1,0,21,9,46,16,34.8,22,7,31.8,0.98,14.54,1.28,1.42
이용찬,60,61,4.13,4,4,12,2,9,29,0,6,0,6,82.9,2,0,0,0,31,8,18,3,16.7,4,1,25,1.02,15.98,1.75,1.22
김진호,19,16.1,2.76,2,1,4,0,1,0,9,1,0,1,90,0,0,0,0,7,5,9,5,55.6,7,3,42.9,0.86,16.53,1.32,0.53
임정호,65,50,4.68,4,4,14,0,7,0,15,4,0,4,78.9,0,4,0,0,14,10,31,5,16.1,24,11,45.8,0.77,12.92,1.2,0.44
하준영,57,49,4.59,1,0,9,0,8,0,2,0,3,3,40,0,1,0,2,8,11,34,13,38.2,17,9,52.9,0.86,15.44,0.84,0.44
이준호,15,25.2,3.86,3,0,0,0,9,0,0,0,0,0,,0,0,0,0,3,2,7,1,14.3,11,3,27.3,1.71,30.47,0.45,0.42
조민석,35,31,4.06,1,0,7,0,6,0,4,0,1,1,80,0,2,0,0,4,2,28,6,21.4,11,3,27.3,0.89,15.54,0.67,0.35
구창모,2,4.2,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,5,2,2,0,0,9,3,33.3,2.33,41.5,1.08,0.32
최성영,5,13.2,3.29,2,1,0,0,4,0,0,0,0,0,,0,0,0,0,7,8,6,2,33.3,16,5,31.3,2.73,41.6,1.16,0.27
이재학,2,3,0,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,8,7,1,0,0,8,3,37.5,1.5,17,1.13,0.21
송명기,18,22,4.91,1,2,2,0,7,0,0,0,0,0,,0,0,0,0,6,13,5,4,80,29,10,34.5,1.22,23.67,0.57,0.17
김시훈,61,52.2,4.44,4,3,12,2,9,3,12,3,0,3,83.3,0,0,0,0,15,13,26,9,34.6,35,9,25.7,0.86,16.08,1.28,0.15
김태현,16,20.1,4.43,1,0,2,0,5,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,0,,1.27,21.06,0.12,0.1
전사민,9,17,4.76,0,2,2,0,6,1,0,0,0,0,100,0,0,0,0,1,2,2,2,100,1,1,100,1.89,31.44,0.89,0.1
심창민,5,3.1,2.7,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,4,1,25,0.67,15.8,0.28,0.08
이용준,12,17.1,4.15,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,5,8,9,5,55.6,11,3,27.3,1.44,25.75,0.68,0.07
하준수,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,33,0,0.04
이우석,1,0.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0.67,5,0,0.03
신민혁,5,10,3.6,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,6,8,3,3,100,14,3,21.4,2,30,0.26,0.02
한재승,11,9.2,4.66,0,1,2,0,2,0,0,0,1,1,0,0,0,0,1,0,2,9,5,55.6,6,2,33.3,0.88,16.64,0.62,0
임지민,2,1.1,13.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,4,0,0,0.67,24,0,-0.04
채지선,2,2.2,10.13,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.33,27.5,0.04,-0.05
정구범,2,4,9,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,2,0,0,2,49,0.2,-0.06
배민서,6,6.2,6.75,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,4,3,75,0,0,,1.11,21.17,0.21,-0.27
와이드너,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,0,0,,5,1,20,,,,
태너,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,0,0,,3,3,100,,,,
페디,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,20,6,0,0,,5,2,40,,,,
