Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
와이드너,0.92,11,11,0,0,0,0,4,2,0,0,61.2,31,35,34.3,259,51,13,0,4,23,3,1,57,3,0,1,4.52,5.11,5.01,4.95,3.62,1.2,8.32,3.36,2.48,0.58,22,8.9,13.1,0.277,59.2,2.92,3.82,0.91,108.76,106.32,86.96,0.222,0.3,0.33,0.63,1049,95.4,17,4.05,6,54.5,1,9.1,2,0,0,46,6.7,7,4,63.6,0,1,5,1,20,5.61,95.36,51.55,-0.17,0.92,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,0,0,,5,1,20,,,,,0.277,170,39.2,5.7,52.8,58.5,2.3,0.7,3.9,5.9
이용준,0.71,24,12,12,3,0,0,3,4,0,0,67,32,39,39.65,304,60,11,0,5,44,2,0,50,7,0,1,4.3,5.24,5.33,5.3,5,1.55,6.72,5.91,1.14,0.67,16.4,14.5,2,0.274,67.7,4.18,5.16,-0.7,103.33,113.75,120.2,0.239,0.351,0.343,0.694,1278,53.3,19.1,4.2,1,8.3,0,0,7,0,1,28,5.1,4,7,36.4,0,1,11,3,27.3,4.14,80.75,47.17,-0.23,0.65,0,0,4,0,0,0,0,0,,0,0,0,0,5,8,9,5,55.6,11,3,27.3,1.44,25.75,0.68,0.07,0.274,201,50,3.4,44.7,48.1,1.9,1,5,10
김진호,0.53,19,0,19,1,0,0,2,1,0,9,16.1,5,5,6,73,15,2,0,0,10,1,0,22,0,0,3,2.76,2.76,3.31,3.24,2.57,1.53,12.12,5.51,2.2,0,30.1,13.7,16.4,0.375,80.8,2.62,3.43,0.19,66.23,69.5,61.77,0.242,0.356,0.274,0.63,314,16.5,19.2,4.3,0,,0,,0,0,0,5,,0,0,,0,0,7,3,42.9,,,,,,4,0,1,0,9,1,0,1,90,0,0,0,0,7,5,9,5,55.6,7,3,42.9,0.86,16.53,1.32,0.53,0.375,40,55,10,35,45,0,1.2,0,6.7
임정호,0.44,65,0,65,7,0,0,4,4,0,15,50,26,30,27.6,216,51,9,1,3,17,4,0,49,6,1,4,4.68,5.4,4.97,5.05,3.42,1.36,8.82,3.06,2.88,0.54,22.7,7.9,14.8,0.34,61.8,2.75,3.62,1.26,112.5,108.38,82.1,0.264,0.336,0.368,0.704,840,12.9,16.8,3.89,0,,0,,0,0,0,32,,0,0,,0,0,24,11,45.8,,,,,,14,0,7,0,15,4,0,4,78.9,0,4,0,0,14,10,31,5,16.1,24,11,45.8,0.77,12.92,1.2,0.44,0.34,141,57.5,3.4,37,40.4,2.1,1.4,5.1,15.7
하준영,0.44,57,0,57,13,0,0,1,0,0,2,49,25,25,27.5,215,52,6,1,4,19,2,1,49,1,0,0,4.59,4.59,5.05,5.11,3.65,1.45,9,3.49,2.58,0.74,22.8,8.8,14,0.345,71.6,2.74,3.73,0.94,110.38,109.7,87.73,0.274,0.343,0.379,0.722,880,15.4,18,4.09,0,,0,,0,0,0,25,,0,0,,0,0,17,9,52.9,,,,,,9,0,8,0,2,0,3,3,40,0,1,0,2,8,11,34,13,38.2,17,9,52.9,0.86,15.44,0.84,0.44,0.345,139,51,4.1,41.4,45.5,3.4,1.1,6.1,3.8
조민석,0.35,35,0,35,8,0,0,1,0,0,4,31,14,15,17.05,137,33,9,0,2,14,3,0,28,2,0,1,4.06,4.35,4.95,4.89,4.06,1.52,8.13,4.07,2,0.58,20.4,10.2,10.2,0.356,74.5,3.36,4.17,0.01,97.71,104.89,97.57,0.284,0.373,0.414,0.787,544,15.5,17.5,3.97,0,,0,,0,0,0,4,,0,0,,0,0,11,3,27.3,,,,,,7,0,6,0,4,0,1,1,80,0,2,0,0,4,2,28,6,21.4,11,3,27.3,0.89,15.54,0.67,0.35,0.356,87,48.9,4.3,44.6,48.9,2.2,1,4.4,6.1
김시훈,0.15,61,0,61,13,0,0,4,3,3,12,52.2,26,32,31.85,245,57,10,1,3,34,1,0,49,3,0,3,4.44,5.47,5.44,5.49,4.26,1.73,8.37,5.81,1.44,0.51,20,13.9,6.1,0.351,68.2,3.64,4.67,0.18,106.81,117.99,102.44,0.278,0.382,0.38,0.762,981,16.1,18.6,4,0,,0,,0,0,0,26,,0,0,,0,0,35,9,25.7,,,,,,12,2,9,3,12,3,0,3,83.3,0,0,0,0,15,13,26,9,34.6,35,9,25.7,0.86,16.08,1.28,0.15,0.351,154,52.8,4.3,41,45.3,1.9,1.2,4.1,3.5
김태현,0.1,16,0,16,9,0,0,1,0,0,0,20.1,10,13,13,90,17,1,1,4,13,1,0,14,2,0,0,4.43,5.75,5.75,5.98,6.6,1.48,6.2,5.75,1.08,1.77,15.6,14.4,1.1,0.224,72,4.33,5.27,-2.18,106.4,128.33,158.74,0.224,0.344,0.421,0.765,337,21.1,16.6,3.74,0,,0,,0,0,0,14,,0,0,,0,0,0,0,,,,,,,2,0,5,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,0,,1.27,21.06,0.12,0.1,0.224,58,53.2,3.2,43.5,46.8,0,1.1,13.8,0
전사민,0.1,9,0,9,4,0,0,0,2,1,0,17,9,10,10.15,81,17,1,0,1,14,2,1,6,0,0,1,4.76,5.29,5.37,5.39,6.58,1.82,3.18,7.41,0.43,0.53,7.4,17.3,-9.9,0.302,71.9,5.94,6.59,-1.82,114.54,115.83,158.29,0.288,0.434,0.356,0.79,283,31.4,16.6,3.49,0,,0,,0,0,0,6,,0,0,,0,0,1,1,100,,,,,,2,0,6,1,0,0,0,0,100,0,0,0,0,1,2,2,2,100,1,1,100,1.89,31.44,0.89,0.1,0.302,53,59.3,10.2,27.1,37.3,3.4,1.6,4.5,23.5
심창민,0.08,5,0,5,1,0,0,0,1,0,0,3.1,1,2,1.3,18,2,0,0,0,5,1,0,5,0,0,0,2.7,5.4,3.51,3.36,5.68,2.1,13.5,13.5,1,0,27.8,27.8,0,0.286,75,5.76,5.4,-2.98,64.91,72.16,136.53,0.167,0.444,0.167,0.611,79,15.8,23.7,4.39,0,,0,,0,0,0,0,,0,0,,0,0,4,1,25,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,4,1,25,0.67,15.8,0.28,0.08,0.286,7,14.3,57.1,28.6,85.7,0,0.2,0,50
하준수,0.04,1,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7.55,2,9,18,0.5,0,20,40,-20,0,100,7.64,7.8,-7.55,0,0,181.48,0,0.4,0,0.4,33,33,33,6.6,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,33,0,0.04,0,2,0,0,100,100,0,0,0,
이준호,0.03,17,2,15,5,0,0,3,2,0,0,31.2,17,22,20.8,144,32,4,1,3,15,4,0,19,2,0,2,4.83,6.25,5.91,6.07,5.34,1.48,5.4,4.26,1.27,0.85,13.2,10.4,2.8,0.282,61.7,4.3,5.07,-0.51,116.15,130.38,128.29,0.26,0.354,0.382,0.736,614,36.1,19.4,4.26,0,0,0,0,0,0,0,27,40.5,0,2,0,0,0,11,3,27.3,3,78.5,32,-0.5,-0.39,0,0,9,0,0,0,0,0,,0,0,0,0,3,2,7,1,14.3,11,3,27.3,1.71,30.47,0.45,0.42,0.282,103,37.7,8.5,50.9,59.4,2.8,0.6,4.8,6.3
이우석,0.03,1,0,1,0,0,0,0,0,0,0,0.2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,1.5,0,13.5,0,0,0,50,-50,0,100,8.5,11.4,-8.5,0,0,204.32,0,0.5,0,0.5,5,5,7.5,2.5,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0.67,5,0,0.03,0,1,100,0,0,0,0,,,
한재승,0,11,0,11,5,0,0,0,1,0,0,9.2,5,5,6.55,44,9,1,0,2,5,0,0,10,2,0,1,4.66,4.66,6.1,6.14,5.33,1.45,9.31,4.66,2,1.86,22.7,11.4,11.4,0.259,81.8,2.93,4.04,-0.67,111.91,131.94,128.1,0.231,0.318,0.41,0.728,183,16.6,18.9,4.16,0,,0,,0,0,0,1,,0,0,,0,0,6,2,33.3,,,,,,2,0,2,0,0,0,1,1,0,0,0,0,1,0,2,9,5,55.6,6,2,33.3,0.88,16.64,0.62,0,0.259,27,55.2,10.3,34.5,44.8,0,1.2,15.4,11.1
임지민,-0.04,2,0,2,0,0,0,0,0,0,0,1.1,2,2,2,10,2,0,0,0,4,0,0,3,0,0,2,13.5,13.5,13.5,12.54,7.52,4.5,20.25,27,0.75,0,30,40,-10,0.667,66.7,7.52,6.6,5.98,324.53,269.33,180.88,0.333,0.6,0.333,0.933,48,24,36,4.8,0,,0,,0,0,0,0,,0,0,,0,0,4,0,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,4,0,0,0.67,24,0,-0.04,0.667,3,33.3,0,0,0,66.7,,,0
채지선,-0.05,2,0,2,0,0,0,0,0,0,0,2.2,3,3,3,16,4,1,1,0,4,0,0,2,0,0,1,10.13,10.13,10.13,10.07,6.62,3,6.75,13.5,0.5,0,12.5,25,-12.5,0.4,62.5,6.72,6.9,3.5,243.4,216.16,159.24,0.364,0.5,0.636,1.136,55,27.5,20.6,3.44,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.33,27.5,0.04,-0.05,0.4,10,30,10,50,60,10,0.5,0,0
정구범,-0.09,4,2,2,0,0,0,0,1,0,0,12.2,11,11,11,64,16,3,0,3,12,0,0,6,0,0,0,7.82,7.82,7.82,7.77,8.42,2.21,4.26,8.53,0.5,2.13,9.4,18.8,-9.4,0.302,70.8,5.7,6.53,-0.6,187.89,166.86,202.42,0.308,0.438,0.538,0.976,286,71.5,22.6,4.47,0,0,0,0,1,0,0,6,6.2,1,1,50,0,0,2,0,0,4.33,94,35.5,-0.18,-0.03,0,0,2,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,2,0,0,2,49,0.2,-0.06,0.302,43,37,0,60.9,60.9,2.2,0.6,10.7,6.3
배민서,-0.27,6,0,6,4,0,0,0,0,0,0,6.2,5,8,9.55,34,10,5,2,0,2,1,0,4,1,0,2,6.75,10.8,12.89,12.52,3.74,1.8,5.4,2.7,2,0,11.8,5.9,5.9,0.37,38.5,3.86,4.69,3.01,162.26,268.86,90.01,0.333,0.382,0.633,1.015,127,21.2,19.1,3.74,0,,0,,0,0,0,3,,0,0,,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,4,3,75,0,0,,1.11,21.17,0.21,-0.27,0.37,27,37,3.7,59.3,63,0,0.6,0,10
