Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
페디,8.47,30,30,0,0,0,0,20,6,0,0,180.1,40,46,44.95,708,137,16,0,9,35,4,0,209,13,0,5,2,2.3,2.24,2.25,2.22,0.95,10.43,1.75,5.97,0.45,29.5,4.9,24.6,0.287,79.8,1.67,2.45,-0.22,47.99,48.35,53.28,0.207,0.25,0.272,0.522,2904,96.8,16.1,4.1,21,70,8,26.7,7,1,1,130,6.5,20,10,66.7,1,0,5,2,40,6.01,96.8,62.9,5.26,8.47,0,0,0,0,0,0,0,0,,0,0,0,0,20,6,0,0,,5,2,40,,,,,0.287,446,55.9,4.6,38.7,43.3,0.9,1.3,4.5,15.3
류진욱,2.72,70,0,70,9,0,0,1,4,0,22,67,16,19,18.95,268,41,2,2,1,32,1,1,62,5,0,5,2.15,2.55,2.55,2.5,3.24,1.09,8.33,4.3,1.94,0.13,23.1,11.9,11.2,0.238,75.3,3.11,4.06,-1.09,51.67,53.64,77.89,0.18,0.28,0.219,0.499,1083,15.5,16.2,4.04,0,,0,,0,0,0,42,,0,0,,0,0,25,7,28,,,,,,22,1,14,0,22,1,0,1,95.7,0,4,0,0,22,7,30,8,26.7,25,7,28,0.96,15.47,1.2,2.72,0.238,168,59,5.8,34.1,39.9,1.2,1.5,1.4,17.1
신민혁,2.29,29,24,5,2,0,0,5,5,0,0,122,54,63,63,519,122,27,2,14,25,6,0,97,11,0,3,3.98,4.65,4.65,4.6,4.01,1.2,7.16,1.84,3.88,1.03,18.7,4.8,13.9,0.29,67.7,2.74,3.74,-0.03,95.76,98.8,96.51,0.256,0.298,0.409,0.707,2140,73.8,17.5,4.12,5,20.8,0,0,14,0,1,71,5.7,15,9,62.5,1,1,14,3,21.4,4.67,82.92,49.92,0.28,2.27,0,0,3,0,0,0,0,0,,0,0,0,0,6,8,3,3,100,14,3,21.4,2,30,0.26,0.02,0.29,372,36.3,7.7,54.5,62.1,1.5,0.6,5.8,5.7
태너,2.05,11,11,0,0,0,0,5,2,0,0,64.2,21,26,24.65,265,58,8,0,6,13,1,0,47,3,0,0,2.92,3.62,3.43,3.45,3.81,1.1,6.54,1.81,3.62,0.84,17.7,4.9,12.8,0.269,71.9,2.78,3.86,-0.88,70.26,74.12,91.53,0.236,0.277,0.341,0.618,1012,92,15.6,3.82,8,72.7,1,9.1,1,1,1,34,4.7,6,4,60,0,1,3,3,100,5.88,92,55.27,0.9,2.05,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,0,0,,3,3,100,,,,,0.269,193,42.2,5.9,48,53.9,3.9,0.8,5.5,12.1
구창모,1.87,11,9,2,0,0,0,1,3,0,0,51.2,17,19,17.8,205,38,3,0,4,16,0,0,56,5,0,0,2.96,3.31,3.1,3.06,3.02,1.05,9.76,2.79,3.5,0.7,27.3,7.8,19.5,0.264,72.9,2.15,3.06,-0.06,71.19,65.66,72.62,0.203,0.263,0.283,0.546,845,76.8,16.4,4.12,3,33.3,1,11.1,3,0,0,18,3.4,4,5,44.4,0,0,9,3,33.3,5.22,84.67,56.56,0.71,1.55,0,0,2,0,0,0,0,0,,0,0,0,0,5,2,2,0,0,9,3,33.3,2.33,41.5,1.08,0.32,0.264,129,53.4,2.3,39.8,42.1,4.5,1.3,7.1,7.9
김영규,1.42,63,0,63,5,0,0,2,4,0,24,61.2,21,22,26.3,247,45,6,5,2,23,1,1,48,0,2,5,3.06,3.21,3.84,3.93,3.5,1.1,7.01,3.36,2.09,0.29,19.4,9.3,10.1,0.252,71.2,3.16,4.19,-0.43,73.68,84.4,84.04,0.205,0.282,0.305,0.587,916,14.5,14.9,3.71,0,,0,,0,0,0,32,,0,0,,0,0,22,7,31.8,,,,,,18,2,16,0,24,2,0,2,92.3,0,4,1,0,21,9,46,16,34.8,22,7,31.8,0.98,14.54,1.28,1.42,0.252,171,54.3,2.3,41.1,43.4,2.3,1.3,2.6,15.6
이재학,1.26,15,13,2,0,0,0,5,5,0,0,67.1,34,36,34.3,293,55,5,2,6,33,5,0,43,4,0,7,4.54,4.81,4.58,4.6,5.06,1.31,5.75,4.41,1.3,0.8,14.7,11.3,3.4,0.244,67.1,4.09,4.99,-0.52,109.25,98.81,121.7,0.223,0.323,0.332,0.655,1142,76.1,17,3.9,5,38.5,1,7.7,4,1,0,36,5,4,9,30.8,0,1,8,3,37.5,4.95,85.23,48.38,-0.09,1.05,0,0,1,0,0,0,0,0,,0,0,0,0,8,7,1,0,0,8,3,37.5,1.5,17,1.13,0.21,0.244,201,32.5,6.1,58,64.2,3.3,0.5,4.4,7.3
이용찬,1.22,60,0,60,50,0,0,4,4,29,0,61,28,28,28.85,254,53,6,1,5,19,3,1,51,2,0,4,4.13,4.13,4.26,4.25,3.8,1.18,7.53,2.8,2.68,0.74,20.1,7.5,12.6,0.279,69.1,2.88,3.89,0.33,99.31,91.35,91.39,0.233,0.3,0.335,0.635,959,16,15.7,3.78,0,,0,,0,0,0,7,,0,0,,0,0,4,1,25,,,,,,12,2,9,29,0,6,0,6,82.9,2,0,0,0,31,8,18,3,16.7,4,1,25,1.02,15.98,1.75,1.22,0.279,172,51.9,5,38.7,43.6,4.4,1.2,6.3,15.1
송명기,1.1,35,17,18,4,0,0,4,9,0,0,104.1,56,64,61.6,474,106,15,2,12,47,11,0,65,8,0,6,4.83,5.52,5.31,5.33,5.38,1.47,5.61,4.05,1.38,1.04,13.7,9.9,3.8,0.282,68,4.11,4.94,-0.55,116.13,114.45,129.42,0.26,0.35,0.395,0.745,1871,53.5,17.9,3.95,3,17.6,0,0,10,0,2,43,4.7,5,12,29.4,0,0,29,10,34.5,4.84,85,46.12,-0.53,0.93,2,0,7,0,0,0,0,0,,0,0,0,0,6,13,5,4,80,29,10,34.5,1.22,23.67,0.57,0.17,0.282,333,36.5,7.1,54.7,61.8,1.7,0.6,5.5,2.8
최성영,1.08,18,13,5,0,0,0,5,4,0,0,66.2,36,37,35.3,303,77,15,2,6,32,5,0,38,2,0,1,4.86,5,4.77,4.76,5.22,1.64,5.13,4.32,1.19,0.81,12.5,10.6,2,0.33,72.6,4.22,5.16,-0.36,116.83,102.28,125.38,0.304,0.385,0.451,0.836,1133,62.9,17,3.74,1,7.7,0,0,7,0,0,43,7.3,9,4,69.2,0,1,16,5,31.3,4.08,71.15,43.92,-0.13,0.81,0,0,4,0,0,0,0,0,,0,0,0,0,7,8,6,2,33.3,16,5,31.3,2.73,41.6,1.16,0.27,0.33,215,45.2,4.4,46.5,50.9,3.9,0.9,5.2,14.3
