name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
페디,30,30,180.1,2,20,6,21,70,8,26.7,7,1,1,130,6.5,20,10,66.7,1,0,5,2,40,6.01,96.8,62.9,5.26,8.47
신민혁,29,24,112,4.02,5,5,5,20.8,0,0,14,0,1,71,5.7,15,9,62.5,1,1,14,3,21.4,4.67,82.92,49.92,0.28,2.27
태너,11,11,64.2,2.92,5,2,8,72.7,1,9.1,1,1,1,34,4.7,6,4,60,0,1,3,3,100,5.88,92,55.27,0.9,2.05
구창모,11,9,47,3.26,1,3,3,33.3,1,11.1,3,0,0,18,3.4,4,5,44.4,0,0,9,3,33.3,5.22,84.67,56.56,0.71,1.55
이재학,15,13,64.1,4.76,3,5,5,38.5,1,7.7,4,1,0,36,5,4,9,30.8,0,1,8,3,37.5,4.95,85.23,48.38,-0.09,1.05
송명기,35,17,82.1,4.81,3,7,3,17.6,0,0,10,0,2,43,4.7,5,12,29.4,0,0,29,10,34.5,4.84,85,46.12,-0.53,0.93
와이드너,11,11,61.2,4.52,4,2,6,54.5,1,9.1,2,0,0,46,6.7,7,4,63.6,0,1,5,1,20,5.61,95.36,51.55,-0.17,0.92
최성영,18,13,53,5.26,3,3,1,7.7,0,0,7,0,0,43,7.3,9,4,69.2,0,1,16,5,31.3,4.08,71.15,43.92,-0.13,0.81
이용준,24,12,49.2,4.35,3,4,1,8.3,0,0,7,0,1,28,5.1,4,7,36.4,0,1,11,3,27.3,4.14,80.75,47.17,-0.23,0.65
정구범,4,2,8.2,7.27,0,1,0,0,0,0,1,0,0,6,6.2,1,1,50,0,0,2,0,0,4.33,94,35.5,-0.18,-0.03
이준호,17,2,6,9,0,2,0,0,0,0,0,0,0,27,40.5,0,2,0,0,0,11,3,27.3,3,78.5,32,-0.5,-0.39
김시훈,61,0,0,,0,0,0,,0,,0,0,0,26,,0,0,,0,0,35,9,25.7,,,,,
전사민,9,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,1,1,100,,,,,
한재승,11,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,6,2,33.3,,,,,
김진호,19,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,7,3,42.9,,,,,
하준영,57,0,0,,0,0,0,,0,,0,0,0,25,,0,0,,0,0,17,9,52.9,,,,,
하준수,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
심창민,5,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,4,1,25,,,,,
채지선,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
배민서,6,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,0,0,,,,,,
임지민,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,4,0,0,,,,,
이용찬,60,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,4,1,25,,,,,
류진욱,70,0,0,,0,0,0,,0,,0,0,0,42,,0,0,,0,0,25,7,28,,,,,
김태현,16,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,0,0,,,,,,
임정호,65,0,0,,0,0,0,,0,,0,0,0,32,,0,0,,0,0,24,11,45.8,,,,,
김영규,63,0,0,,0,0,0,,0,,0,0,0,32,,0,0,,0,0,22,7,31.8,,,,,
조민석,35,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,11,3,27.3,,,,,
이우석,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
