Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
페디,8.47,30,30,0,0,0,0,20,6,0,0,180.1,40,46,44.95,708,137,16,0,9,35,4,0,209,13,0,5,2,2.3,2.24,2.25,2.22,0.95
류진욱,2.72,70,0,70,9,0,0,1,4,0,22,67,16,19,18.95,268,41,2,2,1,32,1,1,62,5,0,5,2.15,2.55,2.55,2.5,3.24,1.09
신민혁,2.29,29,24,5,2,0,0,5,5,0,0,122,54,63,63,519,122,27,2,14,25,6,0,97,11,0,3,3.98,4.65,4.65,4.6,4.01,1.2
태너,2.05,11,11,0,0,0,0,5,2,0,0,64.2,21,26,24.65,265,58,8,0,6,13,1,0,47,3,0,0,2.92,3.62,3.43,3.45,3.81,1.1
구창모,1.87,11,9,2,0,0,0,1,3,0,0,51.2,17,19,17.8,205,38,3,0,4,16,0,0,56,5,0,0,2.96,3.31,3.1,3.06,3.02,1.05
김영규,1.42,63,0,63,5,0,0,2,4,0,24,61.2,21,22,26.3,247,45,6,5,2,23,1,1,48,0,2,5,3.06,3.21,3.84,3.93,3.5,1.1
이재학,1.26,15,13,2,0,0,0,5,5,0,0,67.1,34,36,34.3,293,55,5,2,6,33,5,0,43,4,0,7,4.54,4.81,4.58,4.6,5.06,1.31
이용찬,1.22,60,0,60,50,0,0,4,4,29,0,61,28,28,28.85,254,53,6,1,5,19,3,1,51,2,0,4,4.13,4.13,4.26,4.25,3.8,1.18
송명기,1.1,35,17,18,4,0,0,4,9,0,0,104.1,56,64,61.6,474,106,15,2,12,47,11,0,65,8,0,6,4.83,5.52,5.31,5.33,5.38,1.47
최성영,1.08,18,13,5,0,0,0,5,4,0,0,66.2,36,37,35.3,303,77,15,2,6,32,5,0,38,2,0,1,4.86,5,4.77,4.76,5.22,1.64
와이드너,0.92,11,11,0,0,0,0,4,2,0,0,61.2,31,35,34.3,259,51,13,0,4,23,3,1,57,3,0,1,4.52,5.11,5.01,4.95,3.62,1.2
이용준,0.71,24,12,12,3,0,0,3,4,0,0,67,32,39,39.65,304,60,11,0,5,44,2,0,50,7,0,1,4.3,5.24,5.33,5.3,5,1.55
김진호,0.53,19,0,19,1,0,0,2,1,0,9,16.1,5,5,6,73,15,2,0,0,10,1,0,22,0,0,3,2.76,2.76,3.31,3.24,2.57,1.53
임정호,0.44,65,0,65,7,0,0,4,4,0,15,50,26,30,27.6,216,51,9,1,3,17,4,0,49,6,1,4,4.68,5.4,4.97,5.05,3.42,1.36
하준영,0.44,57,0,57,13,0,0,1,0,0,2,49,25,25,27.5,215,52,6,1,4,19,2,1,49,1,0,0,4.59,4.59,5.05,5.11,3.65,1.45
조민석,0.35,35,0,35,8,0,0,1,0,0,4,31,14,15,17.05,137,33,9,0,2,14,3,0,28,2,0,1,4.06,4.35,4.95,4.89,4.06,1.52
김시훈,0.15,61,0,61,13,0,0,4,3,3,12,52.2,26,32,31.85,245,57,10,1,3,34,1,0,49,3,0,3,4.44,5.47,5.44,5.49,4.26,1.73
김태현,0.1,16,0,16,9,0,0,1,0,0,0,20.1,10,13,13,90,17,1,1,4,13,1,0,14,2,0,0,4.43,5.75,5.75,5.98,6.6,1.48
전사민,0.1,9,0,9,4,0,0,0,2,1,0,17,9,10,10.15,81,17,1,0,1,14,2,1,6,0,0,1,4.76,5.29,5.37,5.39,6.58,1.82
심창민,0.08,5,0,5,1,0,0,0,1,0,0,3.1,1,2,1.3,18,2,0,0,0,5,1,0,5,0,0,0,2.7,5.4,3.51,3.36,5.68,2.1
하준수,0.04,1,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7.55,2
이준호,0.03,17,2,15,5,0,0,3,2,0,0,31.2,17,22,20.8,144,32,4,1,3,15,4,0,19,2,0,2,4.83,6.25,5.91,6.07,5.34,1.48
이우석,0.03,1,0,1,0,0,0,0,0,0,0,0.2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,1.5
한재승,0,11,0,11,5,0,0,0,1,0,0,9.2,5,5,6.55,44,9,1,0,2,5,0,0,10,2,0,1,4.66,4.66,6.1,6.14,5.33,1.45
임지민,-0.04,2,0,2,0,0,0,0,0,0,0,1.1,2,2,2,10,2,0,0,0,4,0,0,3,0,0,2,13.5,13.5,13.5,12.54,7.52,4.5
채지선,-0.05,2,0,2,0,0,0,0,0,0,0,2.2,3,3,3,16,4,1,1,0,4,0,0,2,0,0,1,10.13,10.13,10.13,10.07,6.62,3
정구범,-0.09,4,2,2,0,0,0,0,1,0,0,12.2,11,11,11,64,16,3,0,3,12,0,0,6,0,0,0,7.82,7.82,7.82,7.77,8.42,2.21
배민서,-0.27,6,0,6,4,0,0,0,0,0,0,6.2,5,8,9.55,34,10,5,2,0,2,1,0,4,1,0,2,6.75,10.8,12.89,12.52,3.74,1.8
