Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
페디,2.22,30,10.43,1.75,5.97,0.45,29.5,4.9,24.6,0.287,79.8,2,2.3,2.24,2.25,2.22,1.67,2.45,-0.22,47.99,48.35,53.28,0.207,0.25,0.272,0.522,2904,96.8,16.1,4.1
김진호,2.57,19,12.12,5.51,2.2,0,30.1,13.7,16.4,0.375,80.8,2.76,2.76,3.31,3.24,2.57,2.62,3.43,0.19,66.23,69.5,61.77,0.242,0.356,0.274,0.63,314,16.5,19.2,4.3
구창모,3.02,11,9.76,2.79,3.5,0.7,27.3,7.8,19.5,0.264,72.9,2.96,3.31,3.1,3.06,3.02,2.15,3.06,-0.06,71.19,65.66,72.62,0.203,0.263,0.283,0.546,845,76.8,16.4,4.12
류진욱,3.24,70,8.33,4.3,1.94,0.13,23.1,11.9,11.2,0.238,75.3,2.15,2.55,2.55,2.5,3.24,3.11,4.06,-1.09,51.67,53.64,77.89,0.18,0.28,0.219,0.499,1083,15.5,16.2,4.04
임정호,3.42,65,8.82,3.06,2.88,0.54,22.7,7.9,14.8,0.34,61.8,4.68,5.4,4.97,5.05,3.42,2.75,3.62,1.26,112.5,108.38,82.1,0.264,0.336,0.368,0.704,840,12.9,16.8,3.89
김영규,3.5,63,7.01,3.36,2.09,0.29,19.4,9.3,10.1,0.252,71.2,3.06,3.21,3.84,3.93,3.5,3.16,4.19,-0.43,73.68,84.4,84.04,0.205,0.282,0.305,0.587,916,14.5,14.9,3.71
와이드너,3.62,11,8.32,3.36,2.48,0.58,22,8.9,13.1,0.277,59.2,4.52,5.11,5.01,4.95,3.62,2.92,3.82,0.91,108.76,106.32,86.96,0.222,0.3,0.33,0.63,1049,95.4,17,4.05
하준영,3.65,57,9,3.49,2.58,0.74,22.8,8.8,14,0.345,71.6,4.59,4.59,5.05,5.11,3.65,2.74,3.73,0.94,110.38,109.7,87.73,0.274,0.343,0.379,0.722,880,15.4,18,4.09
배민서,3.74,6,5.4,2.7,2,0,11.8,5.9,5.9,0.37,38.5,6.75,10.8,12.89,12.52,3.74,3.86,4.69,3.01,162.26,268.86,90.01,0.333,0.382,0.633,1.015,127,21.2,19.1,3.74
이용찬,3.8,60,7.53,2.8,2.68,0.74,20.1,7.5,12.6,0.279,69.1,4.13,4.13,4.26,4.25,3.8,2.88,3.89,0.33,99.31,91.35,91.39,0.233,0.3,0.335,0.635,959,16,15.7,3.78
태너,3.81,11,6.54,1.81,3.62,0.84,17.7,4.9,12.8,0.269,71.9,2.92,3.62,3.43,3.45,3.81,2.78,3.86,-0.88,70.26,74.12,91.53,0.236,0.277,0.341,0.618,1012,92,15.6,3.82
신민혁,4.01,29,7.16,1.84,3.88,1.03,18.7,4.8,13.9,0.29,67.7,3.98,4.65,4.65,4.6,4.01,2.74,3.74,-0.03,95.76,98.8,96.51,0.256,0.298,0.409,0.707,2140,73.8,17.5,4.12
조민석,4.06,35,8.13,4.07,2,0.58,20.4,10.2,10.2,0.356,74.5,4.06,4.35,4.95,4.89,4.06,3.36,4.17,0.01,97.71,104.89,97.57,0.284,0.373,0.414,0.787,544,15.5,17.5,3.97
김시훈,4.26,61,8.37,5.81,1.44,0.51,20,13.9,6.1,0.351,68.2,4.44,5.47,5.44,5.49,4.26,3.64,4.67,0.18,106.81,117.99,102.44,0.278,0.382,0.38,0.762,981,16.1,18.6,4
이용준,5,24,6.72,5.91,1.14,0.67,16.4,14.5,2,0.274,67.7,4.3,5.24,5.33,5.3,5,4.18,5.16,-0.7,103.33,113.75,120.2,0.239,0.351,0.343,0.694,1278,53.3,19.1,4.2
