name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
조상우,53,54.1,2.15,5,3,13,1,8,33,0,3,0,3,91.7,0,0,0,0,25,7,20,4,20,5,1,20,1.03,18.02,1.86,2.68
양현,57,58,2.95,8,2,12,1,12,2,11,2,4,6,68.4,0,1,0,4,14,11,43,19,44.2,20,6,30,1.02,14.88,1.29,1.37
안우진,42,36,3,2,3,8,0,3,2,13,5,0,5,75,0,1,4,0,11,10,20,8,40,10,4,40,0.86,13.79,1.38,1.22
이영준,52,40,4.73,2,3,12,0,0,0,25,1,1,2,92.6,0,3,1,1,19,10,21,3,14.3,27,8,29.6,0.77,13.37,1.48,1.05
김재웅,36,40.1,3.35,1,1,7,0,10,0,2,0,1,1,66.7,0,1,0,0,6,11,19,9,47.4,12,4,33.3,1.12,19.19,0.75,0.88
김태훈,51,60,4.05,7,0,8,0,17,0,10,2,0,2,83.3,0,4,1,0,15,15,38,16,42.1,22,6,27.3,1.18,18.53,1.28,0.76
양기현,24,23.1,3.86,0,1,3,0,4,0,1,0,0,0,100,0,0,0,0,1,3,8,0,0,14,4,28.6,0.97,15.96,0.66,0.71
김선기,25,22,2.05,0,0,4,0,5,0,3,0,0,0,100,0,0,0,0,2,2,15,5,33.3,8,2,25,0.88,13.84,0.72,0.53
김상수,60,51.1,4.73,3,3,14,0,3,5,11,3,1,4,80,2,3,1,0,18,14,24,8,33.3,27,12,44.4,0.86,15.1,1.4,0.48
문성현,8,9.1,1.93,1,0,0,0,3,0,0,0,0,0,,0,0,0,0,3,2,5,1,20,4,2,50,1.17,19.13,0.82,0.45
조영건,10,11.2,2.31,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,2,6,0,0,,15,2,13.3,1.17,18.3,0.07,0.35
이승호,1,5,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,9,10,0,0,,17,12,70.6,5,63,0.77,0.31
임규빈,33,37.2,4.54,2,0,8,0,10,0,2,0,0,0,100,0,0,0,0,3,4,22,9,40.9,6,1,16.7,1.14,18.27,0.87,0.3
김동혁,8,8.2,5.19,0,1,1,0,2,0,0,0,0,0,,0,0,0,0,0,1,4,0,0,1,1,100,1.08,18.75,0.08,0.14
조성운,42,45,5.4,1,1,9,0,11,0,1,0,0,0,100,0,0,0,0,0,7,23,9,39.1,15,5,33.3,1.07,18.79,0.45,0.12
박주성,3,2,4.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,50,0.67,12.33,0.06,0.06
차재용,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,18,0.11,0.04
오주원,25,18.1,5.4,3,1,4,0,0,0,2,1,1,2,50,0,0,0,0,6,5,15,5,33.3,4,2,50,0.73,11.08,0.84,-0.06
박관진,1,0.1,27,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0,0,,0.33,22,2.26,-0.12
김정후,4,3,12,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,3,3,100,5,1,20,0.75,23.75,0.54,-0.19
신재영,7,5,12.6,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,5,1,20,0.71,17.29,0.46,-0.23
김정인,2,1,54,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,5,2,40,0.5,24,0.14,-0.25
김성민,25,23.2,6.46,1,0,3,0,3,0,0,0,0,0,,0,0,0,0,0,4,14,8,57.1,9,2,22.2,0.95,16.92,0.48,-0.32
박승주,5,3.2,19.64,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,4,1,25,0,0,,0.73,24.4,1.19,-0.56
윤정현,11,13.1,10.8,0,0,2,0,3,0,0,0,0,0,,0,0,0,0,0,6,4,2,50,5,2,40,1.21,21.91,0.45,-0.62
최원태,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,9,0,0,,17,8,47.1,,,,
브리검,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,5,0,0,,12,6,50,,,,
한현희,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,0,0,,20,10,50,,,,
정대현,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,1,0,0,,,,
요키시,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,5,0,0,,11,5,45.5,,,,
