Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
차재용,0,3,33.3,0,33.3,33.3,33.3,1,0,
안우진,0.207,82,47.1,7.1,42.4,49.4,3.5,1,7.1,5
김선기,0.239,67,44.9,4.3,44.9,49.3,5.8,0.9,2.9,0
김동혁,0.259,27,46.4,0,50,50,3.6,0.9,7.1,0
조영건,0.271,144,36.6,5.9,54.9,60.8,2.6,0.6,8.6,0
요키시,0.284,486,55.1,2.2,39.9,42.1,2.8,1.3,2.9,5.6
최원태,0.285,347,53.7,4.4,39.2,43.6,2.7,1.2,10,8.7
박주성,0.286,7,42.9,0,42.9,42.9,14.3,1,0,0
오주원,0.286,56,52.3,4.6,41.5,46.2,1.5,1.1,20,9.1
양현,0.289,187,49.5,3.1,44.8,47.9,2.6,1,4.3,6.9
조성운,0.296,142,35.1,8.6,55.6,64.2,0.7,0.5,6.2,8.3
임규빈,0.297,118,38.5,7.7,53.1,60.8,0.8,0.6,13.9,0
양기현,0.3,70,48.7,3.9,44.7,48.7,2.6,1,8.1,4.2
이영준,0.305,118,51.2,4.1,42.3,46.3,2.4,1.1,8.8,12.2
이승호,0.308,380,46.4,4.3,46.6,50.9,2.8,0.9,7.4,8.3
브리검,0.314,293,51.6,4.3,42.1,46.4,2,1.1,4.3,7.1
문성현,0.316,38,30.8,5.1,59,64.1,5.1,0.5,4,7.7
한현희,0.318,412,46.4,2.3,47.5,49.9,3.7,0.9,4.7,7.8
조상우,0.329,143,39.2,7.4,50.7,58.1,2.7,0.7,3.5,8
김태훈,0.33,209,54.2,4.2,38.8,43,2.8,1.3,1.1,8.6
김재웅,0.331,172,46.2,3.8,46.2,50,3.8,0.9,7.7,3.1
김상수,0.333,147,37.9,7.2,52.3,59.5,2.6,0.6,3.3,5.8
김성민,0.357,70,50,2.6,43.4,46.1,3.9,1.1,8.6,3.6
신재영,0.423,26,31,3.4,58.6,62.1,6.9,0.5,11.1,0
윤정현,0.425,120,50.4,4.9,43.9,48.8,0.8,1,5,9.3
정대현,0.444,9,50,0,50,50,0,1,20,0
김정후,0.5,12,46.2,0,53.8,53.8,0,0.9,14.3,0
박승주,0.588,17,52.9,0,47.1,47.1,0,1.1,0,0
김정인,0.857,7,50,12.5,37.5,50,0,1,0,33.3
박관진,1,1,0,0,100,100,0,0,0,0
