Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
조상우,2.79,53,10.6,2.98,3.56,0.5,27.6,7.8,19.8,0.329,83.3,2.15,2.48,2.74,2.82,2.79,2.24,3.02,-0.64,46.72,55.79,60.57,0.238,0.304,0.305,0.609,955,18,17.6,4.12
요키시,3.24,27,6.48,1.41,4.6,0.34,18,3.9,14.1,0.284,73.1,2.14,2.99,2.84,3,3.24,2.88,3.71,-1.1,46.47,59.48,70.38,0.237,0.274,0.32,0.594,2417,89.5,15.1,3.78
브리검,3.57,21,8.83,3.53,2.5,0.51,23,9.2,13.8,0.314,73,3.62,3.79,3.52,3.69,3.57,2.99,3.74,0.05,78.47,73,77.48,0.246,0.322,0.319,0.641,1843,87.8,17.2,4.04
안우진,3.6,42,10.25,4.25,2.41,0.75,28.7,11.9,16.8,0.207,75.8,3,3,3.55,3.57,3.6,2.69,3.39,-0.6,65.09,70.7,78.18,0.16,0.259,0.248,0.507,579,13.8,16.1,4.05
김상수,3.74,60,8.42,3.68,2.29,0.53,21.2,9.3,11.9,0.333,59.7,4.73,5.79,5.36,5.55,3.74,3.16,3.97,0.99,102.71,109.86,81.19,0.265,0.342,0.372,0.714,906,15.1,17.6,4.01
김태훈,3.88,53,5.63,3.09,1.82,0.14,14.2,7.8,6.4,0.33,65.6,4.22,4.78,5.36,5.6,3.88,3.78,4.63,0.34,91.53,110.89,84.14,0.282,0.35,0.359,0.709,1039,19.6,16.2,3.7
차재용,4,1,0,0,,0,0,0,0,0,,0,0,0,0,4,4.06,5.4,-4,0,0,86.68,0,0,0,0,18,18,18,6
한현희,4.01,25,7.23,2.46,2.95,0.66,18.6,6.3,12.3,0.318,64.6,4.98,5.11,4.73,4.86,4.01,3.23,3.93,0.97,107.95,96.26,86.92,0.266,0.33,0.363,0.693,2245,89.8,16.5,3.82
김동혁,4.35,8,6.23,1.04,6,1.04,16.7,2.8,13.9,0.259,55.6,5.19,5.19,4.47,4.81,4.35,3.08,3.73,0.84,112.66,95.29,94.44,0.235,0.278,0.412,0.69,150,18.8,17.3,4.17
양현,4.45,58,4.95,2.55,1.94,0.6,13.5,6.9,6.5,0.289,76.4,3.3,3.45,4.58,4.59,4.45,3.75,4.62,-1.15,71.6,90.87,96.48,0.265,0.32,0.37,0.69,889,15.3,14.8,3.63
김재웅,4.5,43,7.69,3.47,2.22,1.06,19.8,8.9,10.9,0.331,67.1,4.68,5.43,5.84,6.02,4.5,3.2,4.1,0.17,101.45,119.27,97.66,0.279,0.349,0.45,0.799,1040,24.2,17.4,4.03
문성현,4.9,10,7.8,6.6,1.18,0.6,20.6,17.5,3.2,0.316,73.9,4.2,4.2,3.9,4.2,4.9,4.21,5.02,-0.7,91.13,83.23,106.21,0.25,0.381,0.327,0.708,273,27.3,18.2,4.33
김선기,4.98,25,4.5,3.27,1.38,0.41,12,8.7,3.3,0.239,75,2.05,3.27,3.91,4.05,4.98,4.53,5.01,-2.93,44.38,80.14,107.98,0.218,0.319,0.295,0.614,346,13.8,15.7,3.76
김성민,4.99,25,7.99,4.56,1.75,1.14,18.8,10.7,8,0.357,61.5,6.46,7.23,8.73,8.7,4.99,3.57,4.44,1.48,140.27,172.28,108.23,0.304,0.394,0.467,0.861,423,16.9,17.9,3.78
이영준,5.11,52,7.2,4.28,1.68,1.13,18.2,10.8,7.4,0.305,74.5,4.73,4.73,4.15,4.22,5.11,3.71,4.51,-0.39,102.52,83.62,110.87,0.268,0.352,0.386,0.738,695,13.4,17.4,3.95
이승호,5.14,24,5.54,3.03,1.83,1.14,14.1,7.7,6.4,0.308,67.9,5.08,5.38,4.88,5.06,5.14,3.74,4.63,-0.06,110.25,100.11,111.46,0.284,0.345,0.429,0.774,1941,80.9,16.4,3.75
조성운,5.35,42,5.8,3.8,1.53,1.2,14.4,9.5,5,0.296,63.9,5.4,6,6.38,6.63,5.35,3.9,4.8,0.05,117.16,131.34,116.05,0.277,0.348,0.457,0.805,789,18.8,17.5,3.93
최원태,5.42,21,5.48,3.03,1.81,1.31,14,7.7,6.3,0.285,66.4,5.07,5.56,5.24,5.42,5.42,3.78,4.65,-0.34,110.06,107.28,117.49,0.269,0.335,0.423,0.758,1734,82.6,15.8,3.63
정대현,5.65,1,10.13,0,,3.38,23.1,0,23.1,0.444,50,10.13,10.13,10.13,9.36,5.65,1.3,2.63,4.48,219.68,185.4,122.48,0.385,0.385,0.692,1.077,61,61,22.9,4.69
윤정현,5.66,15,3.62,3.29,1.1,0.99,7.5,6.8,0.7,0.425,54.8,8.89,10.54,10.49,10.84,5.66,4.49,5.32,3.23,192.89,214.62,122.72,0.409,0.452,0.538,0.99,498,33.2,18.2,3.41
양기현,5.7,24,4.63,3.86,1.2,1.16,12.1,10.1,2,0.3,80.6,3.86,3.86,3.12,3.26,5.7,4.27,5.16,-1.84,83.69,64.48,123.69,0.282,0.365,0.424,0.789,383,16,16.4,3.87
박관진,5.8,1,27,27,1,0,33.3,33.3,0,1,50,27,27,27,26.3,5.8,5.99,5.4,21.2,585.81,520.76,125.74,0.5,0.667,0.5,1.167,22,22,66,7.33
오주원,6.12,25,6.38,0,,2.95,16.7,0,16.7,0.286,71.4,5.4,5.89,6.9,6.95,6.12,2.33,3.4,-0.72,117.16,137.66,132.72,0.297,0.293,0.568,0.861,277,11.1,15.1,3.55
박승주,6.18,5,7.36,12.27,0.6,0,12,20,-8,0.588,46.7,19.64,19.64,20.5,19.62,6.18,6.32,6.36,13.46,426.05,388.51,134.02,0.5,0.6,0.55,1.15,122,24.4,33.3,4.88
조영건,6.94,20,4.67,5.48,0.85,1.62,11.1,13,-1.9,0.271,71.6,5.28,6.09,5.95,6.03,6.94,4.93,5.63,-1.67,114.52,119.32,150.65,0.269,0.379,0.457,0.836,800,40,18,3.86
