Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
요키시,6.71,27,27,0,0,0,0,12,7,0,0,159.2,38,53,50.45,640,144,26,3,6,25,6,0,115,15,1,3,2.14,2.99,2.84,3,3.24,1.06,6.48,1.41,4.6,0.34,18,3.9,14.1,0.284,73.1,2.88,3.71,-1.1,46.47,59.48,70.38,0.237,0.274,0.32,0.594,2417,89.5,15.1,3.78,20,74.1,7,25.9,4,0,0,79,4.5,17,10,63,0,0,11,5,45.5,5.91,89.52,57.59,3.87,6.71,0,0,0,0,0,0,0,0,,0,0,0,0,17,5,0,0,,11,5,45.5,,,,,0.284,486,55.1,2.2,39.9,42.1,2.8,1.3,2.9,5.6,,,,,,
브리검,3.64,21,21,0,0,0,0,9,5,0,0,107,43,45,41.9,456,98,7,2,6,42,5,1,105,2,0,8,3.62,3.79,3.52,3.69,3.57,1.31,8.83,3.53,2.5,0.51,23,9.2,13.8,0.314,73,2.99,3.74,0.05,78.47,73,77.48,0.246,0.322,0.319,0.641,1843,87.8,17.2,4.04,7,33.3,4,19,9,0,0,66,5.6,14,7,66.7,0,0,12,6,50,5.1,87.76,53.05,1.74,3.64,0,0,0,0,0,0,0,0,,0,0,0,0,13,5,0,0,,12,6,50,,,,,0.314,293,51.6,4.3,42.1,46.4,2,1.1,4.3,7.1,,,,,,
한현희,2.9,25,25,0,0,0,0,7,9,0,0,135.2,75,77,71.35,587,141,20,1,10,37,14,2,109,6,2,3,4.98,5.11,4.73,4.86,4.01,1.31,7.23,2.46,2.95,0.66,18.6,6.3,12.3,0.318,64.6,3.23,3.93,0.97,107.95,96.26,86.92,0.266,0.33,0.363,0.693,2245,89.8,16.5,3.82,9,36,5,20,6,0,0,71,4.7,12,13,48,0,0,20,10,50,5.43,89.8,48.52,0.49,2.9,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,0,0,,20,10,50,,,,,0.318,412,46.4,2.3,47.5,49.9,3.7,0.9,4.7,7.8,,,,,,
조상우,2.68,53,0,53,46,0,0,5,3,33,0,54.1,13,15,16.55,232,50,5,0,3,18,2,2,64,4,0,1,2.15,2.48,2.74,2.82,2.79,1.25,10.6,2.98,3.56,0.5,27.6,7.8,19.8,0.329,83.3,2.24,3.02,-0.64,46.72,55.79,60.57,0.238,0.304,0.305,0.609,955,18,17.6,4.12,0,,0,,0,0,0,8,,0,0,,0,0,5,1,20,,,,,,13,1,8,33,0,3,0,3,91.7,0,0,0,0,25,7,20,4,20,5,1,20,1.03,18.02,1.86,2.68,0.329,143,39.2,7.4,50.7,58.1,2.7,0.7,3.5,8,,,,,,
이승호,2.27,24,23,1,0,0,0,6,6,0,0,118.2,67,71,64.3,517,132,20,1,15,40,5,0,73,4,1,3,5.08,5.38,4.88,5.06,5.14,1.45,5.54,3.03,1.83,1.14,14.1,7.7,6.4,0.308,67.9,3.74,4.63,-0.06,110.25,100.11,111.46,0.284,0.345,0.429,0.774,1941,80.9,16.4,3.75,8,34.8,3,13,5,0,0,72,5.7,12,10,54.5,0,0,17,12,70.6,4.94,81.65,45.3,-0.06,1.96,0,0,1,0,0,0,0,0,,0,0,0,0,9,10,0,0,,17,12,70.6,5,63,0.77,0.31,0.308,380,46.4,4.3,46.6,50.9,2.8,0.9,7.4,8.3,,,,,,
최원태,1.75,21,21,0,0,0,0,7,6,0,0,110,62,68,64.05,478,115,16,1,16,37,7,2,67,4,0,6,5.07,5.56,5.24,5.42,5.42,1.38,5.48,3.03,1.81,1.31,14,7.7,6.3,0.285,66.4,3.78,4.65,-0.34,110.06,107.28,117.49,0.269,0.335,0.423,0.758,1734,82.6,15.8,3.63,9,42.9,4,19,4,0,0,75,6.1,11,10,52.4,0,0,17,8,47.1,5.24,82.57,46.48,-0.21,1.75,0,0,0,0,0,0,0,0,,0,0,0,0,8,9,0,0,,17,8,47.1,,,,,0.285,347,53.7,4.4,39.2,43.6,2.7,1.2,10,8.7,,,,,,
양현,1.29,58,1,57,8,0,0,8,3,2,11,60,22,23,30.5,245,58,9,1,4,17,3,0,33,2,0,1,3.3,3.45,4.58,4.59,4.45,1.25,4.95,2.55,1.94,0.6,13.5,6.9,6.5,0.289,76.4,3.75,4.62,-1.15,71.6,90.87,96.48,0.265,0.32,0.37,0.69,889,15.3,14.8,3.63,0,0,0,0,1,0,0,40,100,0,1,0,0,0,20,6,30,2,41,36,-0.11,-0.08,12,1,12,2,11,2,4,6,68.4,0,1,0,4,14,11,43,19,44.2,20,6,30,1.02,14.88,1.29,1.37,0.289,187,49.5,3.1,44.8,47.9,2.6,1,4.3,6.9,,,,,,
안우진,1.22,42,0,42,4,0,0,2,3,2,13,36,12,12,14.2,143,20,2,0,3,17,0,1,41,0,0,2,3,3,3.55,3.57,3.6,1.03,10.25,4.25,2.41,0.75,28.7,11.9,16.8,0.207,75.8,2.69,3.39,-0.6,65.09,70.7,78.18,0.16,0.259,0.248,0.507,579,13.8,16.1,4.05,0,,0,,0,0,0,28,,0,0,,0,0,10,4,40,,,,,,8,0,3,2,13,5,0,5,75,0,1,4,0,11,10,20,8,40,10,4,40,0.86,13.79,1.38,1.22,0.207,82,47.1,7.1,42.4,49.4,3.5,1,7.1,5,,,,,,
이영준,1.05,52,0,52,1,0,0,2,3,0,25,40,21,21,18.45,176,41,3,0,5,19,2,0,32,0,1,3,4.73,4.73,4.15,4.22,5.11,1.5,7.2,4.28,1.68,1.13,18.2,10.8,7.4,0.305,74.5,3.71,4.51,-0.39,102.52,83.62,110.87,0.268,0.352,0.386,0.738,695,13.4,17.4,3.95,0,,0,,0,0,0,26,,0,0,,0,0,27,8,29.6,,,,,,12,0,0,0,25,1,1,2,92.6,0,3,1,1,19,10,21,3,14.3,27,8,29.6,0.77,13.37,1.48,1.05,0.305,118,51.2,4.1,42.3,46.3,2.4,1.1,8.8,12.2,,,,,,
양기현,0.71,24,0,24,2,0,0,0,1,0,1,23.1,10,10,8.1,99,24,3,0,3,10,1,1,12,2,0,2,3.86,3.86,3.12,3.26,5.7,1.46,4.63,3.86,1.2,1.16,12.1,10.1,2,0.3,80.6,4.27,5.16,-1.84,83.69,64.48,123.69,0.282,0.365,0.424,0.789,383,16,16.4,3.87,0,,0,,0,0,0,9,,0,0,,0,0,14,4,28.6,,,,,,3,0,4,0,1,0,0,0,100,0,0,0,0,1,3,8,0,0,14,4,28.6,0.97,15.96,0.66,0.71,0.3,70,48.7,3.9,44.7,48.7,2.6,1,8.1,4.2,,,,,,
