Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
요키시,6.71,27,27,0,0,0,0,12,7,0,0,159.2,38,53,50.45,640,144,26,3,6,25,6,0,115,15,1,3,2.14,2.99,2.84,3,3.24,1.06
브리검,3.64,21,21,0,0,0,0,9,5,0,0,107,43,45,41.9,456,98,7,2,6,42,5,1,105,2,0,8,3.62,3.79,3.52,3.69,3.57,1.31
한현희,2.9,25,25,0,0,0,0,7,9,0,0,135.2,75,77,71.35,587,141,20,1,10,37,14,2,109,6,2,3,4.98,5.11,4.73,4.86,4.01,1.31
조상우,2.68,53,0,53,46,0,0,5,3,33,0,54.1,13,15,16.55,232,50,5,0,3,18,2,2,64,4,0,1,2.15,2.48,2.74,2.82,2.79,1.25
이승호,2.27,24,23,1,0,0,0,6,6,0,0,118.2,67,71,64.3,517,132,20,1,15,40,5,0,73,4,1,3,5.08,5.38,4.88,5.06,5.14,1.45
최원태,1.75,21,21,0,0,0,0,7,6,0,0,110,62,68,64.05,478,115,16,1,16,37,7,2,67,4,0,6,5.07,5.56,5.24,5.42,5.42,1.38
양현,1.29,58,1,57,8,0,0,8,3,2,11,60,22,23,30.5,245,58,9,1,4,17,3,0,33,2,0,1,3.3,3.45,4.58,4.59,4.45,1.25
안우진,1.22,42,0,42,4,0,0,2,3,2,13,36,12,12,14.2,143,20,2,0,3,17,0,1,41,0,0,2,3,3,3.55,3.57,3.6,1.03
이영준,1.05,52,0,52,1,0,0,2,3,0,25,40,21,21,18.45,176,41,3,0,5,19,2,0,32,0,1,3,4.73,4.73,4.15,4.22,5.11,1.5
양기현,0.71,24,0,24,2,0,0,0,1,0,1,23.1,10,10,8.1,99,24,3,0,3,10,1,1,12,2,0,2,3.86,3.86,3.12,3.26,5.7,1.46
김태훈,0.63,53,2,51,2,0,0,7,0,0,10,64,30,34,38.15,281,70,14,1,1,22,5,1,40,4,0,3,4.22,4.78,5.36,5.6,3.88,1.44
김선기,0.53,25,0,25,2,0,0,0,0,0,3,22,5,8,9.55,92,17,3,0,1,8,4,0,11,1,0,4,2.05,3.27,3.91,4.05,4.98,1.14
김상수,0.48,60,0,60,8,0,0,3,3,5,11,51.1,27,33,30.55,226,52,12,0,3,21,3,1,48,2,0,1,4.73,5.79,5.36,5.55,3.74,1.42
김재웅,0.44,43,7,36,4,0,0,1,4,0,2,59.2,31,36,38.75,258,64,18,0,7,23,2,1,51,4,0,4,4.68,5.43,5.84,6.02,4.5,1.46
문성현,0.35,10,2,8,3,0,0,1,1,0,0,15,7,7,6.5,63,13,1,0,1,11,0,0,13,0,0,0,4.2,4.2,3.9,4.2,4.9,1.6
임규빈,0.3,33,0,33,8,0,0,2,0,0,2,37.2,19,20,23.6,162,46,7,0,11,10,2,0,20,1,0,2,4.54,4.78,5.64,5.77,7.13,1.49
조영건,0.28,20,10,10,6,0,0,3,3,0,0,44.1,26,30,29.3,207,47,7,1,8,27,4,1,23,1,1,0,5.28,6.09,5.95,6.03,6.94,1.67
김동혁,0.14,8,0,8,5,0,0,0,1,0,0,8.2,5,5,4.3,36,8,1,1,1,1,1,0,6,1,0,1,5.19,5.19,4.47,4.81,4.35,1.04
조성운,0.12,42,0,42,16,0,0,1,1,0,1,45,27,30,31.9,201,48,11,1,6,19,2,1,29,2,0,2,5.4,6,6.38,6.63,5.35,1.49
박주성,0.06,3,0,3,1,0,0,0,0,0,0,2,1,1,0.5,11,2,0,0,0,3,0,0,1,0,0,0,4.5,4.5,2.25,1.99,7.4,2.5
차재용,0.04,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
정대현,-0.04,1,1,0,0,0,0,0,0,0,0,2.2,3,3,3,13,5,1,0,1,0,0,0,3,0,0,0,10.13,10.13,10.13,9.36,5.65,1.88
오주원,-0.06,25,0,25,6,0,0,3,1,0,2,18.1,11,12,14.05,78,22,2,0,6,0,0,0,13,3,1,0,5.4,5.89,6.9,6.95,6.12,1.2
박관진,-0.12,1,0,1,1,0,0,0,1,0,0,0.1,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,27,27,27,26.3,5.8,6
김정후,-0.19,4,0,4,0,0,0,0,0,0,0,3,4,4,5.05,20,7,0,0,1,4,0,0,3,0,0,0,12,12,15.15,14.97,9.6,3.67
신재영,-0.23,7,0,7,2,0,0,0,0,0,0,5,7,8,7.65,34,13,4,1,2,4,0,0,1,2,0,0,12.6,14.4,13.77,13.13,10.74,3.4
김정인,-0.25,2,0,2,0,0,0,0,0,0,0,1,6,6,5.15,12,6,3,0,0,3,0,0,1,0,0,0,54,54,46.35,49.31,10.8,9
김성민,-0.32,25,0,25,7,0,0,1,0,0,0,23.2,17,19,22.95,112,28,6,0,3,12,3,2,21,1,0,1,6.46,7.23,8.73,8.7,4.99,1.69
박승주,-0.56,5,0,5,3,0,0,0,1,0,0,3.2,8,8,8.35,25,10,1,0,0,5,0,0,3,0,0,0,19.64,19.64,20.5,19.62,6.18,4.09
윤정현,-0.73,15,4,11,8,0,0,0,1,0,0,27.1,27,32,31.85,146,54,6,1,3,10,2,0,11,4,0,1,8.89,10.54,10.49,10.84,5.66,2.34
