name	GR	IP	ERA	W	L	2time	3time	plus 1	SV	HD	BLSV	BLHD	BL+	save%	TS	TH	TBS	TBH	SD	MD	IR	IRS	IRS%	BQ	BQS	BQS%	IP/GR	P/GR	gmLI	closer war
¿À½ÂÈ¯	57	57	3.32	6	2	11	1	9	31	2	7	0	7	82.5	2	0	2	0	20	8	19	4	21.1	1	0	0	1	17.16	1.7	1.54
È«Á¤¿ì	26	26.2	3.04	5	2	6	0	6	0	1	1	1	2	33.3	0	0	0	0	3	4	10	4	40	12	3	25	1.03	15.65	0.68	0.67
ÀÌ½ÂÇö	54	50	4.68	0	2	15	2	7	0	13	0	0	0	100	0	2	0	0	15	7	24	6	25	14	5	35.7	0.93	16.56	1.1	0.66
¿ì±Ô¹Î	60	47	3.26	4	3	13	2	4	1	16	6	0	6	73.9	1	5	2	0	20	18	44	15	34.1	19	7	36.8	0.78	12.97	1.65	0.57
¹®¿ëÀÍ	39	37.2	3.35	1	2	8	0	8	1	2	0	0	0	100	0	0	0	0	5	5	27	10	37	13	7	53.8	0.97	16.82	0.84	0.42
ÀÌ½ÂÇö	58	47.2	4.53	2	4	14	2	6	1	14	3	0	3	83.3	1	2	0	0	15	13	27	11	40.7	25	10	40	0.82	14.64	1.22	0.25
ÀÌ½Â¹Î	2	5.1	1.69	0	0	0	0	2	0	0	0	0	0		0	0	0	0	1	0	2	0	0	2	0	0	2.67	46.5	0.47	0.21
¼ö¾Æ·¹Áî	1	2.1	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	18	7	2	0	0	7	2	28.6	2.33	31	1.6	0.19
¹ÚÁÖÇõ	8	6.2	1.35	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	1	0	0	2	2	100	0.83	15.88	0.06	0.17
±è´ë¿ì	4	4.1	2.08	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0		0	0		1.08	14.75	0.77	0.16
ÀåÇÊÁØ	18	25.1	4.97	0	3	1	0	8	0	0	0	1	1	0	0	0	0	1	3	6	12	6	50	15	5	33.3	1.41	23.39	1.21	0.13
ÃÖÃæ¿¬	38	38.1	4.7	0	1	9	1	7	0	0	0	0	0		0	0	0	0	3	6	10	7	70	16	5	31.3	1.01	17.66	0.54	0.11
ÃÖÇÏ´Ã	9	11.2	5.4	0	1	0	0	4	0	1	0	0	0	100	0	0	0	0	3	4	7	4	57.1	7	5	71.4	1.3	25.89	0.81	0.08
ÀÌ¼ö¹Î	4	4.2	5.79	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	1	0	0		5	0	0	1.17	23.5	0.24	0.01
³ë¼ºÈ£	3	2	4.5	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	1	2	2	100	3	1	33.3	0.67	15.33	0.84	-0.01
¹Ú¼¼¿õ	5	2.2	6.75	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	4	2	50	6	2	33.3	0.53	10.4	0.47	-0.02
¹ÚÁ¤ÁØ	8	10	6.3	0	0	2	0	4	0	0	0	0	0		0	0	0	0	0	0	7	3	42.9	0	0		1.25	21.63	0.05	-0.05
ÀÓ´ëÇÑ	12	13.2	5.27	2	1	1	0	4	0	1	0	1	1	50	0	0	0	0	1	3	7	2	28.6	8	4	50	1.14	20.17	1.08	-0.1
±è¼­ÁØ	3	2.2	10.13	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	1	1	100	0	0		0.89	22	0.04	-0.13
ÀÌ»ó¹Î	46	29.1	3.68	0	0	16	4	3	0	9	1	1	2	81.8	0	3	1	1	11	7	42	17	40.5	18	5	27.8	0.64	12.41	1.33	-0.14
ÀÌÀçÀÍ	42	33.1	5.94	3	2	13	0	6	0	7	1	0	1	87.5	0	1	1	0	3	9	25	8	32	18	9	50	0.79	12.81	0.98	-0.15
±èÀ±¼ö	36	30.2	6.75	3	3	10	2	4	0	3	2	0	2	60	0	1	0	0	9	10	9	2	22.2	24	13	54.2	0.85	15.81	0.89	-0.17
±è½ÂÇö	6	4	11.25	0	1	1	0	0	0	2	0	0	0	100	0	1	0	0	0	1	7	0	0	2	1	50	0.67	17.67	0.9	-0.35
È²µ¿Àç	3	3	24	0	0	0	0	1	0	0	0	0	0		0	0	0	0	3	10	1	1	100	10	3	30	1	40.33	0.66	-0.49
ÇãÀ±µ¿	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	5	0	0		8	5	62.5				
¹éÁ¤Çö	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	13	0	0		12	4	33.3				
¾çÃ¢¼·	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	4	0	0		6	3	50				
ºäÄ³³Í	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	12	7	0	0		8	1	12.5				
¿øÅÂÀÎ	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	13	13	0	0		8	3	37.5				
