Name	FIP	G	K/9	BB/9	K/BB	HR/9	K%	BB%	K-BB%	BABIP	LOB	ERA	RA9	rRA9	rRA9pf	FIP	xFIP	kwERA	ERA-FIP	ERA-	rRA9-	FIP-	AVG	OBP	SLG	OPS	NP	P/G	P/IP	P/PA
±è´ë¿ì	0.9	4	10.39	0		0	31.3	0	31.3	0.364	75	2.08	2.08	2.08	2.33	0.9	0.97	1.65	1.18	48.99	49.05	21.22	0.25	0.25	0.25	0.5	59	14.8	13.6	3.69
¼ö¾Æ·¹Áî	2.94	30	8.24	2.59	3.18	0.36	22.3	7	15.3	0.296	73.8	2.49	3.16	3.1	3.09	2.94	2.53	3.57	-0.45	58.68	65.14	69.32	0.232	0.29	0.293	0.583	2959	98.6	17	4.14
¿ì±Ô¹Î	3.42	60	5.94	1.15	5.17	0.57	15.4	3	12.4	0.333	72.1	3.26	4.02	4.94	4.72	3.42	2.76	3.91	-0.17	76.79	99.45	80.73	0.291	0.325	0.397	0.722	778	13	16.6	3.87
ÀÌ½ÂÇö	3.47	58	10.76	3.97	2.71	0.94	26.9	9.9	17	0.312	65	4.53	5.29	5.46	5.26	3.47	2.29	3.36	1.06	106.89	110.78	81.94	0.235	0.322	0.383	0.705	849	14.6	17.8	4
ºäÄ³³Í	3.61	26	6.58	2.19	3	0.56	16.9	5.6	11.3	0.327	77.5	3.04	3.43	3.39	3.22	3.61	2.94	4.05	-0.57	71.65	67.87	85.16	0.279	0.327	0.379	0.706	2605	100.2	16.3	3.77
¿øÅÂÀÎ	3.72	27	7.08	2.07	3.42	0.87	18.6	5.4	13.1	0.314	72.8	3.92	4.08	3.99	3.86	3.72	2.66	3.82	0.2	92.45	81.41	87.75	0.27	0.312	0.386	0.698	2669	98.9	16.1	3.81
¿À½ÂÈ¯	3.98	57	8.05	2.05	3.92	1.26	21.3	5.4	15.9	0.309	80.6	3.32	3.63	3.98	3.75	3.98	2.41	3.49	-0.66	78.21	79	93.86	0.263	0.307	0.42	0.727	978	17.2	17.2	4.09
±èÀ±¼ö	4.22	37	8.23	5.66	1.45	0.51	19	13.1	6	0.339	56.7	5.91	7.46	5.9	5.59	4.22	3.62	4.69	1.7	139.51	117.83	99.44	0.279	0.377	0.386	0.763	646	17.5	18.5	3.85
ÀåÇÊÁØ	4.42	19	5.1	4.5	1.13	0.3	12.2	10.8	1.4	0.37	65.5	5.7	6	6.11	5.87	4.42	4.11	5.23	1.28	134.45	123.64	104.2	0.322	0.412	0.458	0.87	496	26.1	16.5	3.57
ÀÌ½ÂÇö	4.51	54	7.02	3.96	1.77	0.9	18	10.1	7.8	0.299	71.2	4.68	4.68	4.75	4.64	4.51	3.43	4.46	0.17	110.39	97.8	106.43	0.258	0.343	0.425	0.768	894	16.6	17.9	4.12
È«Á¤¿ì	4.53	26	6.75	4.39	1.54	1.01	18	11.7	6.3	0.222	78.6	3.04	3.38	3.61	3.42	4.53	3.28	4.64	-1.49	71.65	72.02	106.78	0.2	0.296	0.358	0.654	407	15.7	15.3	3.67
ÀÌÀçÀÍ	4.57	42	5.67	2.43	2.33	1.08	14.1	6	8.1	0.333	57.8	5.94	6.75	6.47	6.22	4.57	3.22	4.43	1.37	140.12	130.96	107.73	0.304	0.349	0.444	0.793	538	12.8	16.1	3.61
ÃÖÃæ¿¬	4.6	38	6.81	4.7	1.45	0.7	16.4	11.3	5.1	0.308	66.7	4.7	5.63	5.93	5.82	4.6	3.76	4.79	0.09	110.76	122.54	108.58	0.265	0.368	0.408	0.776	671	17.7	17.5	3.79
È²µ¿Àç	4.85	16	7.19	4.21	1.71	1.22	17	9.9	7.1	0.376	58.7	7.06	7.87	7.8	7.41	4.85	3.34	4.55	2.21	166.42	156.1	114.4	0.327	0.392	0.511	0.903	1314	82.1	19.8	4.21
¹®¿ëÀÍ	4.86	39	5.5	5.26	1.05	0.48	14.1	13.5	0.6	0.259	67.3	3.35	4.78	4.98	4.84	4.86	4.31	5.33	-1.52	78.91	102.04	114.75	0.23	0.342	0.311	0.653	656	16.8	17.4	4.02
ÀÓ´ëÇÑ	5.01	12	5.27	5.93	0.89	0.66	12.3	13.8	-1.5	0.268	52.4	5.27	7.24	6.68	6.39	5.01	4.23	5.58	0.26	124.27	134.54	118.09	0.24	0.367	0.4	0.767	242	20.2	17.7	3.72
¹éÁ¤Çö	5.62	24	5.05	2.67	1.89	1.59	12.5	6.6	5.9	0.314	73.4	5.27	5.49	5.32	5.2	5.62	3.62	4.7	-0.35	124.31	109.53	132.67	0.302	0.358	0.492	0.85	2075	86.5	16.6	3.69
ÀÌ½Â¹Î	5.75	2	3.38	8.44	0.4	0	8.7	21.7	-13	0.125	85.7	1.69	1.69	1.69	1.57	5.75	5.89	6.97	-4.07	39.81	33.13	135.7	0.111	0.304	0.167	0.471	93	46.5	17.4	4.04
ÀÌ»ó¹Î	5.75	46	7.06	4.6	1.53	1.53	16.7	10.9	5.8	0.275	85.4	3.68	3.99	6.06	5.99	5.75	3.82	4.7	-2.07	86.85	126.12	135.74	0.254	0.35	0.449	0.799	571	12.4	19.5	4.14
ÃÖÇÏ´Ã	5.78	14	4.81	4.01	1.2	1.34	11.5	9.6	1.9	0.325	69.2	6.15	6.15	5.95	5.6	5.78	4.11	5.17	0.37	145.03	117.92	136.35	0.307	0.383	0.46	0.843	622	44.4	18.5	3.99
³ë¼ºÈ£	5.93	3	9	13.5	0.67	0	18.2	27.3	-9.1	0.333	80	4.5	4.5	6.75	6.28	5.93	6.04	6.49	-1.43	106.15	132.3	139.98	0.25	0.455	0.25	0.705	46	15.3	23	4.18
ÇãÀ±µ¿	6.13	12	5.89	5.56	1.06	1.31	13.6	12.9	0.8	0.315	65.6	6.55	7.04	6.55	6.26	6.13	4.52	5.31	0.41	154.4	131.85	144.67	0.298	0.397	0.47	0.867	985	82.1	17.9	3.73
¾çÃ¢¼·	6.29	6	4.43	5.31	0.83	1.33	10.4	12.5	-2.1	0.304	54.5	8.41	8.41	7.72	7.73	6.29	4.64	5.65	2.12	198.37	162.76	148.43	0.293	0.389	0.488	0.877	403	67.2	19.8	4.2
¹ÚÁÖÇõ	6.3	8	4.05	5.4	0.75	1.35	10.3	13.8	-3.4	0.2	75	1.35	4.05	2.9	2.76	6.3	4.62	5.81	-4.95	31.84	58.15	148.7	0.208	0.321	0.333	0.654	127	15.9	19.1	4.38
¹ÚÁ¤ÁØ	7.02	8	3.6	4.5	0.8	1.8	8.9	11.1	-2.2	0.242	69.2	6.3	6.3	7.83	7.66	7.02	4.74	5.67	-0.72	148.61	161.43	165.69	0.256	0.356	0.462	0.818	173	21.6	17.3	3.84
¹Ú¼¼¿õ	8.88	5	6.75	16.88	0.4	0	14.3	35.7	-21.4	0.167	71.4	6.75	6.75	6.75	7.05	8.88	8.88	7.97	-2.13	159.22	148.52	209.56	0.125	0.5	0.125	0.625	52	10.4	19.5	3.71
ÀÌ¼ö¹Î	9.25	4	3.86	9.64	0.4	1.93	8.7	21.7	-13	0.143	75	5.79	5.79	5.79	6.19	9.25	6.81	6.97	-3.46	136.48	130.33	218.16	0.176	0.391	0.353	0.744	94	23.5	20.1	4.09
±è½ÂÇö	9.71	6	11.25	9	1.25	4.5	20.8	16.7	4.2	0.308	42.9	11.25	15.75	14.63	13.89	9.71	3.85	4.9	1.54	265.37	292.64	229.02	0.3	0.417	0.65	1.067	106	17.7	26.5	4.42
±è¼­ÁØ	12.18	3	6.75	13.5	0.5	3.38	10.5	21.1	-10.5	0.455	70	10.13	13.5	15.19	14.78	12.18	7.86	6.66	-2.06	238.83	311.28	287.4	0.429	0.579	0.786	1.365	66	22	24.8	3.47
