Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
¼ö¾Æ·¹Áî,6.23,30,29,1,0,0,0,6,8,0,0,173.2,48,61,59.8,714,151,19,0,7,50,4,0,159,16,0,6,2.49,3.16,3.1,3.09,2.94,1.16,8.24,2.59,3.18,0.36,22.3,7,15.3,0.296,73.8,2.53,3.57,-0.45,58.68,65.14,69.32,0.232,0.29,0.293,0.583,2959,98.6,17,4.14,19,65.5,8,27.6,4,0,0,80,4.2,15,14,51.7,0,0,7,2,28.6,5.91,100.97,57.59,2.99,6.04,0,0,1,0,0,0,0,0,,0,0,0,0,18,7,2,0,0,7,2,28.6,2.33,31,1.6,0.19,0.296,487,52,5.6,40.2,45.8,2.2,1.1,3.1,6,1076,1017,984,925,1475,984
ºäÄ³³Í,5.47,26,26,0,1,1,1,11,8,0,0,160,54,61,60.3,691,176,29,2,10,39,8,0,117,6,0,2,3.04,3.43,3.39,3.22,3.61,1.34,6.58,2.19,3,0.56,16.9,5.6,11.3,0.327,77.5,2.94,4.05,-0.57,71.65,67.87,85.16,0.279,0.327,0.379,0.706,2605,100.2,16.3,3.77,21,80.8,9,34.6,3,0,0,81,4.6,16,10,61.5,0,0,8,1,12.5,6.15,100.19,53.31,2.62,5.47,0,0,0,0,0,0,0,0,,0,0,0,0,12,7,0,0,,8,1,12.5,,,,,0.327,508,58.3,3.8,35.3,39.1,2.7,1.5,4.9,10.8,1076,1017,984,925,1475,984
¿øÅÂÀÎ,4.37,27,27,0,0,0,0,10,8,0,0,165.1,72,75,73.3,700,175,25,1,16,38,4,3,130,8,0,3,3.92,4.08,3.99,3.86,3.72,1.29,7.08,2.07,3.42,0.87,18.6,5.4,13.1,0.314,72.8,2.66,3.82,0.2,92.45,81.41,87.75,0.27,0.312,0.386,0.698,2669,98.9,16.1,3.81,11,40.7,10,37,6,0,0,95,5.2,13,13,50,0,0,8,3,37.5,6.12,98.85,52,1.43,4.37,0,0,0,0,0,0,0,0,,0,0,0,0,13,13,0,0,,8,3,37.5,,,,,0.314,507,43.6,5.5,47.9,53.4,3,0.8,5.7,6.3,1076,1017,984,925,1475,984
¿À½ÂÈ¯,1.54,57,0,57,47,0,0,6,2,31,2,57,21,23,25.2,239,59,9,1,8,13,1,0,51,4,0,1,3.32,3.63,3.98,3.75,3.98,1.26,8.05,2.05,3.92,1.26,21.3,5.4,15.9,0.309,80.6,2.41,3.49,-0.66,78.21,79,93.86,0.263,0.307,0.42,0.727,978,17.2,17.2,4.09,0,,0,,0,0,0,20,,0,0,,0,0,1,0,0,,,,,,11,1,9,31,2,7,0,7,82.5,2,0,2,0,20,8,19,4,21.1,1,0,0,1,17.16,1.7,1.54,0.309,165,35.1,6.3,55.7,62.1,2.9,0.6,7.4,10.2,1076,1017,984,925,1475,984
¹éÁ¤Çö,1.51,24,24,0,0,0,0,4,13,0,0,124.2,73,76,73.75,562,154,27,2,22,37,9,1,70,9,0,9,5.27,5.49,5.32,5.2,5.62,1.53,5.05,2.67,1.89,1.59,12.5,6.6,5.9,0.314,73.4,3.62,4.7,-0.35,124.31,109.53,132.67,0.302,0.358,0.492,0.85,2075,86.5,16.6,3.69,7,29.2,1,4.2,9,0,0,46,3.3,7,17,29.2,0,0,12,4,33.3,5.19,86.46,44.13,-0.71,1.51,0,0,0,0,0,0,0,0,,0,0,0,0,3,13,0,0,,12,4,33.3,,,,,0.314,420,47.5,5.6,43.5,49.1,3.4,1,10,9.1,1076,1017,984,925,1475,984
È«Á¤¿ì,0.67,26,0,26,4,0,0,5,2,0,1,26.2,9,10,10.7,111,19,6,0,3,13,0,4,20,1,0,0,3.04,3.38,3.61,3.42,4.53,1.2,6.75,4.39,1.54,1.01,18,11.7,6.3,0.222,78.6,3.28,4.64,-1.49,71.65,72.02,106.78,0.2,0.296,0.358,0.654,407,15.7,15.3,3.67,0,,0,,0,0,0,28,,0,0,,0,0,12,3,25,,,,,,6,0,6,0,1,1,1,2,33.3,0,0,0,0,3,4,10,4,40,12,3,25,1.03,15.65,0.68,0.67,0.222,72,38.5,5.1,52.6,57.7,3.8,0.7,6.7,0,1076,1017,984,925,1475,984
ÀÌ½ÂÇö,0.66,54,0,54,8,0,0,0,2,0,13,50,26,26,26.4,217,48,14,1,5,22,3,1,39,0,0,0,4.68,4.68,4.75,4.64,4.51,1.4,7.02,3.96,1.77,0.9,18,10.1,7.8,0.299,71.2,3.43,4.46,0.17,110.39,97.8,106.43,0.258,0.343,0.425,0.768,894,16.6,17.9,4.12,0,,0,,0,0,0,24,,0,0,,0,0,14,5,35.7,,,,,,15,2,7,0,13,0,0,0,100,0,2,0,0,15,7,24,6,25,14,5,35.7,0.93,16.56,1.1,0.66,0.299,144,30.1,7.8,58.2,66,3.9,0.5,5,4.2,1076,1017,984,925,1475,984
¿ì±Ô¹Î,0.57,60,0,60,7,0,0,4,3,1,16,47,17,21,25.8,201,55,11,0,3,6,4,2,31,6,1,0,3.26,4.02,4.94,4.72,3.42,1.3,5.94,1.15,5.17,0.57,15.4,3,12.4,0.333,72.1,2.76,3.91,-0.17,76.79,99.45,80.73,0.291,0.325,0.397,0.722,778,13,16.6,3.87,0,,0,,0,0,0,23,,0,0,,0,0,19,7,36.8,,,,,,13,2,4,1,16,6,0,6,73.9,1,5,2,0,20,18,44,15,34.1,19,7,36.8,0.78,12.97,1.65,0.57,0.333,156,46.3,4.4,45.6,50,3.8,0.9,3.8,7.3,1076,1017,984,925,1475,984
¹®¿ëÀÍ,0.42,39,0,39,11,0,0,1,2,1,2,37.2,14,20,20.85,163,31,5,0,2,22,2,0,23,2,0,2,3.35,4.78,4.98,4.84,4.86,1.41,5.5,5.26,1.05,0.48,14.1,13.5,0.6,0.259,67.3,4.31,5.33,-1.52,78.91,102.04,114.75,0.23,0.342,0.311,0.653,656,16.8,17.4,4.02,0,,0,,0,0,0,26,,0,0,,0,0,13,7,53.8,,,,,,8,0,8,1,2,0,0,0,100,0,0,0,0,5,5,27,10,37,13,7,53.8,0.97,16.82,0.84,0.42,0.259,112,42.2,7.8,41.4,49.1,8.6,0.9,3.5,6.5,1076,1017,984,925,1475,984
ÀÌ½ÂÇö,0.25,58,0,58,12,0,0,2,4,1,14,47.2,24,28,28.9,212,43,10,1,5,21,3,2,57,5,0,6,4.53,5.29,5.46,5.26,3.47,1.34,10.76,3.97,2.71,0.94,26.9,9.9,17,0.312,65,2.29,3.36,1.06,106.89,110.78,81.94,0.235,0.322,0.383,0.705,849,14.6,17.8,4,0,,0,,0,0,0,21,,0,0,,0,0,25,10,40,,,,,,14,2,6,1,14,3,0,3,83.3,1,2,0,0,15,13,27,11,40.7,25,10,40,0.82,14.64,1.22,0.25,0.312,122,50.4,3.8,42.7,46.6,3.1,1.1,8.2,14,1076,1017,984,925,1475,984
ÃÖÇÏ´Ã,0.22,14,5,9,4,0,0,1,4,0,1,33.2,23,23,22.25,156,42,4,1,5,15,2,0,18,0,1,0,6.15,6.15,5.95,5.6,5.78,1.69,4.81,4.01,1.2,1.34,11.5,9.6,1.9,0.325,69.2,4.11,5.17,0.37,145.03,117.92,136.35,0.307,0.383,0.46,0.843,622,44.4,18.5,3.99,0,0,0,0,3,0,0,18,7.4,1,3,25,0,0,7,5,71.4,4.4,77.8,39.8,-0.25,0.14,0,0,4,0,1,0,0,0,100,0,0,0,0,3,4,7,4,57.1,7,5,71.4,1.3,25.89,0.81,0.08,0.325,114,48.8,2.5,48.8,51.2,0,1,8.1,7.1,1076,1017,984,925,1475,984
ÀÌ½Â¹Î,0.21,2,0,2,0,0,0,0,0,0,0,5.1,1,1,1,23,2,1,0,0,5,0,0,2,0,0,0,1.69,1.69,1.69,1.57,5.75,1.31,3.38,8.44,0.4,0,8.7,21.7,-13,0.125,85.7,5.89,6.97,-4.07,39.81,33.13,135.7,0.111,0.304,0.167,0.471,93,46.5,17.4,4.04,0,,0,,0,0,0,5,,0,0,,0,0,2,0,0,,,,,,0,0,2,0,0,0,0,0,,0,0,0,0,1,0,2,0,0,2,0,0,2.67,46.5,0.47,0.21,0.125,16,18.8,18.8,62.5,81.3,0,0.2,0,0,1076,1017,984,925,1475,984
¹ÚÁÖÇõ,0.17,8,0,8,6,0,0,0,0,0,0,6.2,1,3,2.15,29,5,0,0,1,4,0,0,3,0,0,1,1.35,4.05,2.9,2.76,6.3,1.35,4.05,5.4,0.75,1.35,10.3,13.8,-3.4,0.2,75,4.62,5.81,-4.95,31.84,58.15,148.7,0.208,0.321,0.333,0.654,127,15.9,19.1,4.38,0,,0,,0,0,0,0,,0,0,,0,0,2,2,100,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,2,100,0.83,15.88,0.06,0.17,0.2,20,45.5,9.1,45.5,54.5,0,0.8,8.3,0,1076,1017,984,925,1475,984
±è´ë¿ì,0.16,4,0,4,1,0,0,1,0,0,0,4.1,1,1,1,16,4,0,0,0,0,0,0,5,0,0,0,2.08,2.08,2.08,2.33,0.9,0.92,10.39,0,,0,31.3,0,31.3,0.364,75,0.97,1.65,1.18,48.99,49.05,21.22,0.25,0.25,0.25,0.5,59,14.8,13.6,3.69,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,,0,0,,1.08,14.75,0.77,0.16,0.364,11,36.4,18.2,36.4,54.5,9.1,0.7,0,0,1076,1017,984,925,1475,984
ÇãÀ±µ¿,0.15,12,12,0,0,0,0,4,3,0,0,55,40,43,40.05,264,64,13,0,8,34,6,0,36,1,0,2,6.55,7.04,6.55,6.26,6.13,1.78,5.89,5.56,1.06,1.31,13.6,12.9,0.8,0.315,65.6,4.52,5.31,0.41,154.4,131.85,144.67,0.298,0.397,0.47,0.867,985,82.1,17.9,3.73,1,8.3,0,0,6,0,0,43,7,4,8,33.3,0,0,8,5,62.5,4.58,82.08,40.92,-0.83,0.15,0,0,0,0,0,0,0,0,,0,0,0,0,3,5,0,0,,8,5,62.5,,,,,0.315,178,33,7.4,56.4,63.8,3.2,0.5,6.7,6.3,1076,1017,984,925,1475,984
ÃÖÃæ¿¬,0.11,38,0,38,13,0,0,0,1,0,0,38.1,20,24,25.25,177,39,10,1,3,20,5,3,29,5,0,3,4.7,5.63,5.93,5.82,4.6,1.54,6.81,4.7,1.45,0.7,16.4,11.3,5.1,0.308,66.7,3.76,4.79,0.09,110.76,122.54,108.58,0.265,0.368,0.408,0.776,671,17.7,17.5,3.79,0,,0,,0,0,0,13,,0,0,,0,0,16,5,31.3,,,,,,9,1,7,0,0,0,0,0,,0,0,0,0,3,6,10,7,70,16,5,31.3,1.01,17.66,0.54,0.11,0.308,117,43.9,4.9,46.3,51.2,4.9,0.9,4.8,7.7,1076,1017,984,925,1475,984
±èÀ±¼ö,0.1,37,1,36,5,0,0,3,3,0,3,35,23,29,22.95,168,39,9,0,2,22,2,1,32,5,0,6,5.91,7.46,5.9,5.59,4.22,1.74,8.23,5.66,1.45,0.51,19,13.1,6,0.339,56.7,3.62,4.69,1.7,139.51,117.83,99.44,0.279,0.377,0.386,0.763,646,17.5,18.5,3.85,0,0,0,0,1,0,0,14,29.1,1,0,100,0,0,24,13,54.2,4.33,77,59,0.2,0.28,10,2,4,0,3,2,0,2,60,0,1,0,0,9,10,9,2,22.2,24,13,54.2,0.85,15.81,0.89,-0.17,0.339,109,50.9,5.4,41.1,46.4,2.7,1.1,3.8,5.1,1076,1017,984,925,1475,984
ÀåÇÊÁØ,0.02,19,1,18,1,0,0,0,3,0,0,30,19,20,20.35,139,38,11,1,1,15,3,2,17,1,0,1,5.7,6,6.11,5.87,4.42,1.77,5.1,4.5,1.13,0.3,12.2,10.8,1.4,0.37,65.5,4.11,5.23,1.28,134.45,123.64,104.2,0.322,0.412,0.458,0.87,496,26.1,16.5,3.57,0,0,0,0,0,0,0,13,25.1,0,1,0,0,0,15,5,33.3,4.67,75,30,-0.2,-0.11,1,0,8,0,0,0,1,1,0,0,0,0,1,3,6,12,6,50,15,5,33.3,1.41,23.39,1.21,0.13,0.37,100,48.1,8.7,37.5,46.2,5.8,1,2.1,5.3,1076,1017,984,925,1475,984
ÀÌ¼ö¹Î,0.01,4,0,4,0,0,0,0,0,0,0,4.2,3,3,3,23,3,0,0,1,5,1,0,2,1,0,0,5.79,5.79,5.79,6.19,9.25,1.71,3.86,9.64,0.4,1.93,8.7,21.7,-13,0.143,75,6.81,6.97,-3.46,136.48,130.33,218.16,0.176,0.391,0.353,0.744,94,23.5,20.1,4.09,0,,0,,0,0,0,0,,0,0,,0,0,5,0,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,,5,0,0,1.17,23.5,0.24,0.01,0.143,14,33.3,26.7,40,66.7,0,0.5,10,0,1076,1017,984,925,1475,984
³ë¼ºÈ£,-0.01,3,0,3,0,0,0,0,0,0,0,2,1,1,1.5,11,2,0,0,0,3,0,0,2,0,0,0,4.5,4.5,6.75,6.28,5.93,2.5,9,13.5,0.67,0,18.2,27.3,-9.1,0.333,80,6.04,6.49,-1.43,106.15,132.3,139.98,0.25,0.455,0.25,0.705,46,15.3,23,4.18,0,,0,,0,0,0,0,,0,0,,0,0,3,1,33.3,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,2,2,100,3,1,33.3,0.67,15.33,0.84,-0.01,0.333,6,33.3,0,66.7,66.7,0,0.5,0,50,1076,1017,984,925,1475,984
¹Ú¼¼¿õ,-0.02,5,0,5,2,0,0,0,0,0,0,2.2,2,2,2,14,1,0,0,0,5,1,0,2,0,0,0,6.75,6.75,6.75,7.05,8.88,2.25,6.75,16.88,0.4,0,14.3,35.7,-21.4,0.167,71.4,8.88,7.97,-2.13,159.22,148.52,209.56,0.125,0.5,0.125,0.625,52,10.4,19.5,3.71,0,,0,,0,0,0,0,,0,0,,0,0,6,2,33.3,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,50,6,2,33.3,0.53,10.4,0.47,-0.02,0.167,6,100,0,0,0,0,,,0,1076,1017,984,925,1475,984
