Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
알칸타라,6.08,31,31,0,0,0,0,13,9,0,0,192,57,67,67,777,171,33,0,16,35,5,1,162,11,0,3,2.67,3.14,3.14,3.34,3.38,1.07
곽빈,4.42,23,23,0,0,0,0,12,7,0,0,127.1,41,44,40.75,526,96,18,1,7,58,5,0,106,3,1,4,2.9,3.11,2.88,3.1,3.96,1.21
브랜든,3.72,18,18,0,0,0,0,11,3,0,0,104.2,29,34,33.5,427,80,13,0,4,30,12,0,100,3,0,3,2.49,2.92,2.88,3.03,3.16,1.05
최승용,2.02,34,20,14,4,0,0,3,6,1,0,111,49,54,52.1,479,116,11,1,9,34,4,0,82,7,0,3,3.97,4.38,4.22,4.44,4.03,1.35
김동주,1.88,18,17,1,1,0,0,3,6,0,0,78.1,36,37,33.25,334,73,14,4,5,35,4,0,59,4,1,4,4.14,4.25,3.82,3.94,4.27,1.38
최원준,1.41,26,20,6,1,0,0,3,10,0,0,107.2,59,60,58.5,465,119,33,1,11,28,12,0,71,2,0,1,4.93,5.02,4.89,4.95,4.57,1.37
김명신,1.37,70,0,70,5,0,0,3,3,1,24,79,32,34,35.65,334,72,18,0,3,27,6,3,65,3,0,3,3.65,3.87,4.06,4.26,3.42,1.25
홍건희,1.23,64,0,64,40,0,0,1,5,22,5,61.2,21,28,26.3,277,67,10,3,4,24,0,3,62,3,0,8,3.06,4.09,3.84,4.07,3.21,1.48
박치국,0.73,62,0,62,9,0,0,5,3,2,11,52.2,21,22,25.45,236,54,9,2,3,21,5,1,48,2,0,2,3.59,3.76,4.35,4.51,3.49,1.42
김강률,0.49,32,0,32,4,0,0,1,0,1,7,25.2,12,14,11.05,115,23,3,0,2,12,2,0,21,2,0,2,4.21,4.91,3.87,4.11,4.42,1.36
백승우,0.17,6,0,6,2,0,0,0,0,0,0,4,0,0,0.5,18,3,0,0,0,3,1,0,1,0,0,0,0,0,1.13,1.23,6.32,1.5
정철원,0.16,67,0,67,24,0,0,7,6,13,11,72.2,32,36,40.6,315,66,6,0,8,32,2,2,55,6,1,6,3.96,4.46,5.03,5.25,4.63,1.35
박정수,0.16,25,0,25,11,0,0,1,0,1,0,36.2,17,22,22.7,165,37,12,0,1,18,6,1,28,1,0,2,4.17,5.4,5.57,5.67,4.21,1.5
장원준,0.14,11,10,1,0,0,0,3,5,0,0,41,24,27,26,183,53,8,2,4,11,2,0,24,2,0,2,5.27,5.93,5.71,6.04,4.53,1.56
최지강,0.13,25,0,25,4,0,0,2,1,0,2,22,13,13,12.5,102,16,4,0,0,20,1,0,14,2,0,0,5.32,5.32,5.11,5.34,5.22,1.64
김민규,0.08,6,1,5,1,0,0,0,0,0,0,8.1,4,5,4.3,37,6,2,1,0,4,2,0,5,0,0,2,4.32,5.4,4.64,4.93,4.58,1.2
박신지,0.02,15,1,14,7,0,0,0,0,0,0,26,16,16,16.7,129,39,13,0,1,11,3,0,15,0,0,2,5.54,5.54,5.78,5.99,4.53,1.92
딜런,-0.03,2,2,0,0,0,0,0,1,0,0,9,8,9,6.95,45,10,1,0,2,5,0,0,2,3,0,1,8,9,6.95,7.08,7.66,1.67
김호준,-0.11,3,0,3,3,0,0,0,0,0,0,3,4,4,4,16,3,0,0,1,4,0,0,2,0,0,1,12,12,12,13.11,10.28,2.33
제환유,-0.11,1,0,1,0,0,0,0,0,0,0,2,3,4,3.65,14,3,0,0,0,4,0,0,2,1,0,1,13.5,18,16.43,15.26,7.55,3.5
이승진,-0.11,1,0,1,0,0,0,0,0,0,0,0.2,0,4,2.45,6,1,0,0,0,1,1,0,1,1,0,0,0,54,33.08,36.12,9.4,3
이병헌,-0.12,36,0,36,4,0,0,0,0,0,5,27,14,16,17.9,126,25,7,0,2,22,1,0,28,1,0,3,4.67,5.33,5.97,6.29,4.78,1.74
고봉재,-0.13,10,0,10,5,0,0,0,0,0,0,11.1,8,8,9.55,53,12,2,1,0,7,1,0,7,1,0,0,6.35,6.35,7.58,7.96,4.49,1.68
이원재,-0.13,1,1,0,0,0,0,0,0,0,0,1,3,3,2.65,9,3,1,0,0,3,0,0,0,0,0,0,27,27,23.85,24.88,13.15,6
김정우,-0.21,7,0,7,5,0,0,0,0,0,0,6.2,7,7,8.05,38,11,2,0,1,7,0,0,6,0,0,0,9.45,9.45,10.87,11.74,6.64,2.7
이영하,-0.29,36,0,36,5,0,0,5,3,0,4,39.1,24,27,25.95,184,40,9,1,2,21,4,1,28,4,0,2,5.49,6.18,5.94,6.22,4.57,1.55
김유성,-0.33,7,0,7,5,0,0,0,0,0,0,6.1,7,7,8.2,38,6,0,0,2,12,0,0,6,1,0,3,9.95,9.95,11.65,12.48,11.11,2.84
이형범,-1.02,23,0,23,4,0,0,1,0,0,1,27.2,20,23,28.8,134,40,10,0,2,12,3,0,13,2,0,2,6.51,7.48,9.37,9.96,4.79,1.88
