name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
김명신,70,79,3.65,3,3,21,0,25,1,24,1,1,2,92.6,1,3,0,0,25,12,47,14,29.8,35,10,28.6,1.13,20.64,1.38,1.37
홍건희,64,61.2,3.06,1,5,12,1,10,22,5,3,0,3,90,1,0,2,0,16,15,12,3,25,24,7,29.2,0.96,17.06,1.38,1.23
박치국,62,52.2,3.59,5,3,13,1,11,2,11,2,0,2,86.7,1,3,0,0,21,12,45,13,28.9,21,7,33.3,0.85,14.89,1.28,0.73
김강률,32,25.2,4.21,1,0,7,0,4,1,7,0,0,0,100,0,2,0,0,5,6,21,4,19,22,8,36.4,0.8,15.28,1.22,0.49
최원준,6,10.1,1.74,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,11,9,7,3,42.9,11,5,45.5,1.72,27.17,0.8,0.3
최승용,14,18,3.5,0,1,2,0,5,1,0,0,1,1,50,0,0,0,1,12,8,14,6,42.9,20,8,40,1.29,19.64,0.87,0.25
백승우,6,4,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,1,50,4,0,0,0.67,13,0.52,0.17
정철원,67,72.2,3.96,7,6,17,3,19,13,11,9,1,10,70.6,2,3,5,1,30,14,43,16,37.2,15,7,46.7,1.08,18.72,1.82,0.16
박정수,25,36.2,4.17,1,0,5,1,12,1,0,0,0,0,100,0,0,0,0,1,1,19,5,26.3,12,5,41.7,1.47,23.84,0.42,0.16
최지강,25,22,5.32,2,1,6,1,5,0,2,0,0,0,100,0,0,0,0,4,2,10,5,50,17,7,41.2,0.88,15.96,0.69,0.13
김민규,5,5.2,3.18,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,2,1,50,3,2,66.7,1.13,19,0.39,0.11
김동주,1,2,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,7,6,0,0,,15,7,46.7,2,21,0.26,0.09
박신지,14,24,5.25,0,0,1,0,11,0,0,0,0,0,,0,0,0,0,0,3,10,3,30,9,2,22.2,1.71,29.43,0.52,0.08
장원준,1,1.1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,2,5,0,0,,6,2,33.3,1.33,17,0.15,0.03
김호준,3,3,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,19.67,0.01,-0.11
제환유,1,2,13.5,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,2,2,100,2,53,0.12,-0.11
이승진,1,0.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3,3,100,0.67,24,0.02,-0.11
이병헌,36,27,4.67,0,0,8,1,6,0,5,2,1,3,62.5,0,0,1,1,3,6,25,8,32,24,6,25,0.75,14.33,0.84,-0.12
고봉재,10,11.1,6.35,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,1,8,4,50,7,2,28.6,1.13,21.7,0.28,-0.13
김정우,7,6.2,9.45,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,3,0,0,0.95,21.14,0.11,-0.21
이영하,36,39.1,5.49,5,3,8,0,14,0,4,0,1,1,80,0,0,0,0,7,11,26,5,19.2,27,7,25.9,1.09,20.53,1.18,-0.29
김유성,7,6.1,9.95,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,2,50,1,0,0,0.9,24.57,0.45,-0.33
이형범,23,27.2,6.51,1,0,3,0,11,0,1,0,0,0,100,0,1,0,0,2,4,28,16,57.1,8,4,50,1.2,20.7,0.63,-1.02
브랜든,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,4,0,0,,2,1,50,,,,
딜런,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,,4,4,100,,,,
곽빈,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,6,0,0,,8,6,75,,,,
이원재,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,3,1,33.3,,,,
알칸타라,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,20,8,0,0,,7,0,0,,,,
