Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
고우석,2.69,61,11.87,3.12,3.81,0.89,33.3,8.8,24.6,0.24,92.2,1.48,1.78,2.05,2.14,2.69,1.57,2.45,-1.2,38.33,49.28,69.41,0.173,0.249,0.299,0.548,970,15.9,16,4.04
켈리,2.89,27,8.28,1.89,4.37,0.54,23,5.3,17.8,0.29,78.4,2.54,2.71,2.71,2.93,2.89,2.25,3.27,-0.35,65.71,67.52,74.66,0.232,0.273,0.309,0.582,2515,93.1,15.1,3.79
진해수,2.93,64,7,2.2,3.18,0.2,19.4,6.1,13.3,0.295,76,2.4,2.6,2.81,3.01,2.93,2.74,3.8,-0.53,62.01,69.38,75.73,0.238,0.288,0.329,0.617,696,10.9,15.5,3.87
채지선,3.15,3,6,0,,0,20,0,20,0.143,100,0,0,0,0,3.15,3.19,3,-3.15,0,0,81.41,0.111,0.2,0.111,0.311,29,9.7,9.7,2.9
플럿코,3.19,28,8.28,2.11,3.92,0.72,23.1,5.9,17.2,0.256,76.2,2.39,2.94,2.81,2.95,3.19,2.33,3.33,-0.8,61.72,68.16,82.32,0.21,0.258,0.313,0.571,2578,92.1,15.9,4
김윤식,3.29,23,6.38,2.13,3,0.39,16.8,5.6,11.2,0.331,73.3,3.31,3.62,3.43,3.64,3.29,2.85,4.06,0.01,85.42,83.9,85.08,0.28,0.321,0.368,0.689,1793,78,15.7,3.71
이우찬,3.42,36,8.46,4.23,2,0.4,23.1,11.5,11.5,0.237,85.4,1.81,2.01,2.54,2.65,3.42,2.94,4.02,-1.61,46.86,61.17,88.46,0.185,0.283,0.248,0.531,710,19.7,15.9,3.9
이정용,3.75,65,6.07,2.73,2.22,0.46,16,7.2,8.8,0.273,68.1,3.34,3.94,4.47,4.59,3.75,3.25,4.34,-0.41,86.22,105.86,96.77,0.239,0.297,0.342,0.639,979,15.1,16.5,3.92
김대유,3.76,59,8.17,3.4,2.4,0.45,20.9,8.7,12.2,0.303,85.5,2.04,2.5,2.28,2.43,3.76,3.24,3.93,-1.71,52.76,56,97.06,0.238,0.341,0.347,0.688,694,11.8,17.5,4.03
김진성,3.76,67,8.38,3.41,2.45,0.93,22.9,9.3,13.6,0.253,78,3.1,3.26,3.37,3.54,3.76,2.62,3.77,-0.65,80.19,81.73,97.06,0.212,0.288,0.337,0.625,919,13.7,15.8,3.89
최성훈,3.79,45,5.94,3.51,1.69,0.27,15.8,9.4,6.5,0.229,76.3,2.16,2.7,3.25,3.44,3.79,3.5,4.62,-1.63,55.81,79.47,98.01,0.195,0.289,0.288,0.577,487,10.8,14.6,3.5
배재준,3.83,17,6.61,4.31,1.53,0,17.8,11.6,6.2,0.253,73.2,2.3,3.16,2.71,2.92,3.83,3.92,4.66,-1.53,59.37,67.34,98.93,0.202,0.318,0.275,0.593,551,32.4,17.6,4.27
함덕주,4.16,13,9.24,7.82,1.18,0,22.4,19,3.4,0.29,85.7,2.13,2.13,1.88,2.06,4.16,4.23,4.99,-2.02,55.08,47.54,107.36,0.214,0.375,0.262,0.637,237,18.2,18.7,4.09
임준형,4.17,10,7.8,4.2,1.86,0.6,18.6,10,8.6,0.37,62,6,6.6,6.24,6.58,4.17,3.46,4.37,1.83,155.03,151.87,107.68,0.3,0.387,0.383,0.77,520,52,17.3,3.71
강효종,4.26,1,7.2,7.2,1,0,18.2,18.2,0,0.385,77.8,3.6,3.6,3.6,3.51,4.26,4.31,5.4,-0.66,93.02,80.98,110.18,0.294,0.429,0.294,0.723,87,87,17.4,3.95
송승기,4.44,7,10.8,6.48,1.67,1.08,25,15,10,0.348,71.4,5.4,5.4,5.4,5.79,4.44,3.1,4.2,0.96,139.53,133.7,114.83,0.265,0.375,0.412,0.787,179,25.6,21.5,4.48
정우영,4.49,67,6.21,4.97,1.25,0.47,16.1,12.9,3.2,0.27,82.9,2.64,2.79,3.85,3.91,4.49,3.92,5.01,-1.85,68.16,90.18,116.09,0.23,0.347,0.306,0.653,934,13.9,16.1,3.77
임찬규,4.5,23,6.51,3.39,1.92,0.87,16.3,8.5,7.8,0.319,68.3,5.04,5.21,4.84,5.22,4.5,3.45,4.46,0.54,130.11,120.35,116.25,0.281,0.35,0.403,0.753,1692,73.6,16.3,3.69
최동환,4.59,47,5.4,3.06,1.76,0.9,14.3,8.1,6.2,0.256,71.4,4.14,4.14,4.42,4.66,4.59,3.51,4.66,-0.45,106.97,107.57,118.6,0.239,0.301,0.367,0.668,792,16.9,15.8,3.77
손주영,4.9,3,5.68,5.68,1,0,13.8,13.8,0,0.256,66.7,4.97,4.97,4.97,5.53,4.9,4.98,5.4,0.08,128.51,127.66,126.54,0.222,0.362,0.333,0.695,241,80.3,19,4.16
이민호,4.95,26,5.51,3.24,1.7,1.06,13.5,8,5.6,0.333,67.6,5.51,5.81,5.5,5.79,4.95,3.65,4.73,0.56,142.26,133.62,127.89,0.305,0.367,0.462,0.829,2103,80.9,17.6,3.89
송은범,5.07,25,4.39,3.38,1.3,1.01,11.2,8.6,2.6,0.296,74.3,4.05,4.39,3.56,3.77,5.07,3.8,5.09,-1.02,104.65,87.04,130.91,0.282,0.342,0.398,0.74,452,18.1,17,3.9
김영준,5.45,2,6.52,3.72,1.75,0.93,16.3,9.3,7,0.259,92.9,1.86,1.86,1.86,1.73,5.45,4.29,4.56,-3.59,48.11,39.98,140.81,0.229,0.357,0.371,0.728,136,68,14.1,3.16
오석주,5.67,4,4.91,0,,2.46,13.3,0,13.3,0.25,100,2.45,2.45,4.17,4.35,5.67,2.51,3.8,-3.21,63.42,100.39,146.4,0.267,0.267,0.6,0.867,48,12,13.1,3.2
이지강,6.08,4,4.91,10.64,0.46,0,10.7,23.2,-12.5,0.324,76,4.91,4.91,4.91,5.43,6.08,6.19,6.9,-1.18,126.84,125.21,157.2,0.286,0.446,0.333,0.779,220,55,20,3.93
