name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
고우석,61,60.2,1.48,4,2,14,3,7,42,0,2,0,2,95.5,2,0,0,0,28,6,20,3,15,4,0,0,0.99,15.9,1.69,3.08
이우찬,36,44.2,1.81,5,0,3,0,15,0,2,0,0,0,100,0,0,0,0,11,4,24,7,29.2,11,2,18.2,1.24,19.72,0.83,1.49
김진성,67,58,3.1,6,3,15,1,12,0,12,2,0,2,85.7,0,2,0,0,15,8,34,8,23.5,17,6,35.3,0.87,13.72,1.1,1.49
김대유,59,39.2,2.04,2,1,15,0,3,0,13,0,1,1,92.9,0,3,0,1,8,8,24,3,12.5,33,5,15.2,0.67,11.76,0.97,1.49
진해수,64,45,2.4,4,0,14,2,4,0,12,1,1,2,85.7,0,1,1,0,17,5,37,8,21.6,21,4,19,0.7,10.88,1,1.4
정우영,67,58,2.64,2,3,13,1,12,0,35,4,1,5,87.5,0,9,1,1,29,11,55,14,25.5,18,1,5.6,0.87,13.94,1.75,1.37
최성훈,45,33.1,2.16,0,0,7,0,4,0,6,0,0,0,100,0,1,0,0,3,0,24,8,33.3,21,5,23.8,0.74,10.82,0.6,0.79
이정용,65,59.1,3.34,4,4,13,1,11,1,22,5,1,6,79.3,0,2,1,1,16,11,32,10,31.3,16,3,18.8,0.91,15.06,1.3,0.77
최동환,47,50,4.14,0,1,8,1,12,0,0,0,0,0,,0,0,0,0,4,3,16,7,43.8,18,4,22.2,1.06,16.85,0.45,0.63
송은범,25,26.2,4.05,1,1,3,0,8,0,2,0,0,0,100,0,0,0,0,3,3,12,4,33.3,15,7,46.7,1.07,18.08,0.49,0.54
임준형,5,12.1,1.46,1,0,0,0,4,0,1,0,0,0,100,0,0,0,0,2,5,3,1,33.3,4,3,75,2.47,38.6,0.77,0.51
함덕주,13,12.2,2.13,0,0,1,0,3,0,0,0,0,0,,0,0,0,0,1,2,1,0,0,11,1,9.1,0.97,18.23,0.49,0.44
배재준,12,16,2.25,0,0,2,0,4,0,0,0,0,0,,0,0,0,0,4,1,8,0,0,5,3,60,1.33,21.17,0.31,0.37
채지선,3,3,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,1,0,0,0,,0,0,,1,9.67,0.94,0.19
조원태,2,4,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,2,32.5,0.09,0.17
오석주,4,3.2,2.45,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,100,0,0,,0.92,12,0.54,0.06
김주완,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,12,0.53,0.05
송승기,7,8.1,5.4,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,3,0,0,1.19,25.57,0.8,0.01
이지강,3,6,7.5,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0,0,,2,45,0.06,-0.06
허준혁,6,4.2,9.64,0,0,2,1,1,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,5,0,0,0.78,15.83,0.04,-0.16
백승현,12,10,10.8,0,1,0,0,2,0,1,1,0,1,50,0,0,0,0,2,3,10,3,30,9,5,55.6,0.83,15.33,0.8,-0.59
손주영,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,1,0,0,,,,
김윤식,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,0,0,,16,6,37.5,,,,
켈리,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,5,0,0,,4,0,0,,,,
임찬규,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,14,0,0,,18,9,50,,,,
이민호,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,12,0,0,,24,8,33.3,,,,
플럿코,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,6,0,0,,12,5,41.7,,,,
김영준,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,2,0,0,,,,
강효종,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,,,,
