Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
켈리,6.14,27,27,0,0,0,0,16,4,0,0,166.1,47,50,50,664,144,10,4,10,35,2,0,153,5,0,3,2.54,2.71,2.71,2.93,2.89,1.08,8.28,1.89,4.37,0.54,23,5.3,17.8,0.29,78.4,2.25,3.27,-0.35,65.71,67.52,74.66,0.232,0.273,0.309,0.582,2515,93.1,15.1,3.79,19,70.4,8,29.6,3,0,0,104,5.6,18,8,69.2,0,0,4,0,0,6.16,93.15,59.3,3.19,6.14,0,0,0,0,0,0,0,0,,0,0,0,0,17,5,0,0,,4,0,0,,,,,0.29,462,50.8,3.6,42.6,46.2,3,1.1,4.6,10.4,892,1008,865,1310,686,905
플럿코,5.94,28,28,0,0,0,0,15,5,0,0,162,43,53,50.6,644,125,18,2,13,38,2,2,149,10,0,5,2.39,2.94,2.81,2.95,3.19,1.01,8.28,2.11,3.92,0.72,23.1,5.9,17.2,0.256,76.2,2.33,3.33,-0.8,61.72,68.16,82.32,0.21,0.258,0.313,0.571,2578,92.1,15.9,4,18,64.3,4,14.3,5,0,1,124,6.9,20,8,71.4,0,0,12,5,41.7,5.79,92.07,59.18,3.06,5.94,0,0,0,0,0,0,0,0,,0,0,0,0,17,6,0,0,,12,5,41.7,,,,,0.256,438,34.9,6.8,55.4,62.2,2.9,0.6,4.6,8.8,892,1008,865,1310,686,905
김윤식,3.23,23,23,0,0,0,0,8,5,0,0,114.1,42,46,43.6,483,125,22,1,5,27,1,2,81,8,0,4,3.31,3.62,3.43,3.64,3.29,1.33,6.38,2.13,3,0.39,16.8,5.6,11.2,0.331,73.3,2.85,4.06,0.01,85.42,83.9,85.08,0.28,0.321,0.368,0.689,1793,78,15.7,3.71,11,47.8,1,4.3,7,0,0,67,5.3,16,7,69.6,0,0,16,6,37.5,4.97,77.96,51.35,1.2,3.23,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,0,0,,16,6,37.5,,,,,0.331,363,52.1,6.7,37.7,44.4,3.5,1.2,3,6.4,892,1008,865,1310,686,905
고우석,3.08,61,0,61,57,0,0,4,2,42,0,60.2,10,12,13.85,240,37,7,1,6,21,1,4,80,4,0,5,1.48,1.78,2.05,2.14,2.69,0.96,11.87,3.12,3.81,0.89,33.3,8.8,24.6,0.24,92.2,1.57,2.45,-1.2,38.33,49.28,69.41,0.173,0.249,0.299,0.548,970,15.9,16,4.04,0,,0,,0,0,0,15,,0,0,,0,0,4,0,0,,,,,,14,3,7,42,0,2,0,2,95.5,2,0,0,0,28,6,20,3,15,4,0,0,0.99,15.9,1.69,3.08,0.24,129,49.3,6.5,42,48.6,2.2,1,9,8.1,892,1008,865,1310,686,905
이우찬,1.49,36,0,36,4,0,0,5,0,0,2,44.2,9,10,12.6,182,29,4,0,2,21,1,1,42,1,0,4,1.81,2.01,2.54,2.65,3.42,1.12,8.46,4.23,2,0.4,23.1,11.5,11.5,0.237,85.4,2.94,4.02,-1.61,46.86,61.17,88.46,0.185,0.283,0.248,0.531,710,19.7,15.9,3.9,0,,0,,0,0,0,35,,0,0,,0,0,11,2,18.2,,,,,,3,0,15,0,2,0,0,0,100,0,0,0,0,11,4,24,7,29.2,11,2,18.2,1.24,19.72,0.83,1.49,0.237,114,63.6,2.5,32.2,34.7,1.7,1.8,4.9,20.7,892,1008,865,1310,686,905
김진성,1.49,67,0,67,12,0,0,6,3,0,12,58,20,21,21.7,236,44,6,1,6,22,1,3,54,0,0,2,3.1,3.26,3.37,3.54,3.76,1.14,8.38,3.41,2.45,0.93,22.9,9.3,13.6,0.253,78,2.62,3.77,-0.65,80.19,81.73,97.06,0.212,0.288,0.337,0.625,919,13.7,15.8,3.89,0,,0,,0,0,0,22,,0,0,,0,0,17,6,35.3,,,,,,15,1,12,0,12,2,0,2,85.7,0,2,0,0,15,8,34,8,23.5,17,6,35.3,0.87,13.72,1.1,1.49,0.253,150,37.7,10.1,50.3,60.4,1.9,0.6,6.3,13.6,892,1008,865,1310,686,905
김대유,1.49,59,0,59,4,0,0,2,1,0,13,39.2,9,11,10.05,172,35,6,2,2,15,8,3,36,1,0,0,2.04,2.5,2.28,2.43,3.76,1.26,8.17,3.4,2.4,0.45,20.9,8.7,12.2,0.303,85.5,3.24,3.93,-1.71,52.76,56,97.06,0.238,0.341,0.347,0.688,694,11.8,17.5,4.03,0,,0,,0,0,0,27,,0,0,,0,0,33,5,15.2,,,,,,15,0,3,0,13,0,1,1,92.9,0,3,0,1,8,8,24,3,12.5,33,5,15.2,0.67,11.76,0.97,1.49,0.303,109,40.7,6.2,49.6,55.8,3.5,0.7,3.2,14.3,892,1008,865,1310,686,905
진해수,1.4,64,0,64,7,0,0,4,0,0,12,45,12,13,14.05,180,39,6,3,1,11,1,0,35,0,0,2,2.4,2.6,2.81,3.01,2.93,1.11,7,2.2,3.18,0.2,19.4,6.1,13.3,0.295,76,2.74,3.8,-0.53,62.01,69.38,75.73,0.238,0.288,0.329,0.617,696,10.9,15.5,3.87,0,,0,,0,0,0,19,,0,0,,0,0,21,4,19,,,,,,14,2,4,0,12,1,1,2,85.7,0,1,1,0,17,5,37,8,21.6,21,4,19,0.7,10.88,1,1.4,0.295,129,49.6,6.8,40.6,47.4,3,1,1.6,12.8,892,1008,865,1310,686,905
정우영,1.37,67,0,67,3,0,0,2,3,0,35,58,17,18,24.8,248,48,3,2,3,32,6,5,40,3,0,0,2.64,2.79,3.85,3.91,4.49,1.38,6.21,4.97,1.25,0.47,16.1,12.9,3.2,0.27,82.9,3.92,5.01,-1.85,68.16,90.18,116.09,0.23,0.347,0.306,0.653,934,13.9,16.1,3.77,0,,0,,0,0,0,50,,0,0,,0,0,18,1,5.6,,,,,,13,1,12,0,35,4,1,5,87.5,0,9,1,1,29,11,55,14,25.5,18,1,5.6,0.87,13.94,1.75,1.37,0.27,167,72.4,1.2,23.5,24.7,2.9,2.9,7.1,10.4,892,1008,865,1310,686,905
임찬규,1.16,23,23,0,0,0,0,6,11,0,0,103.2,58,60,55.7,459,113,13,3,10,39,7,0,75,5,0,3,5.04,5.21,4.84,5.22,4.5,1.47,6.51,3.39,1.92,0.87,16.3,8.5,7.8,0.319,68.3,3.45,4.46,0.54,130.11,120.35,116.25,0.281,0.35,0.403,0.753,1692,73.6,16.3,3.69,3,13,0,0,11,0,0,46,4,10,13,43.5,0,0,18,9,50,4.51,73.57,46.65,-0.69,1.16,0,0,0,0,0,0,0,0,,0,0,0,0,8,14,0,0,,18,9,50,,,,,0.319,323,43.2,4.7,48.8,53.6,3.3,0.8,5.5,8,892,1008,865,1310,686,905
