name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
켈리,27,27,166.1,2.54,16,4,19,70.4,8,29.6,3,0,0,104,5.6,18,8,69.2,0,0,4,0,0,6.16,93.15,59.3,3.19,6.14
플럿코,28,28,162,2.39,15,5,18,64.3,4,14.3,5,0,1,124,6.9,20,8,71.4,0,0,12,5,41.7,5.79,92.07,59.18,3.06,5.94
김윤식,23,23,114.1,3.31,8,5,11,47.8,1,4.3,7,0,0,67,5.3,16,7,69.6,0,0,16,6,37.5,4.97,77.96,51.35,1.2,3.23
임찬규,23,23,103.2,5.04,6,11,3,13,0,0,11,0,0,46,4,10,13,43.5,0,0,18,9,50,4.51,73.57,46.65,-0.69,1.16
이민호,26,26,119.1,5.51,12,8,5,19.2,0,0,12,0,0,72,5.4,17,8,68,0,0,24,8,33.3,4.59,80.88,43.77,-1.43,0.69
배재준,17,5,15.1,2.35,0,1,0,0,0,0,5,0,0,27,15.8,3,2,60,0,0,5,3,60,3.07,59.4,52.2,0.36,0.63
김영준,2,2,9.2,1.86,0,0,1,50,0,0,1,0,0,2,1.9,0,2,0,0,0,2,0,0,4.83,68,56,0.34,0.51
이지강,4,1,5,1.8,0,0,0,0,0,0,1,0,0,6,10.8,0,1,0,0,0,0,0,,5,85,51,0.14,0.23
강효종,1,1,5,3.6,1,0,0,0,0,0,1,0,0,4,7.2,1,0,100,0,0,0,0,,5,87,49,0.06,0.15
손주영,3,3,12.2,4.97,0,1,1,33.3,0,0,1,0,0,1,0.7,1,2,33.3,0,0,1,0,0,4.22,80.33,48,-0.12,0.1
임준형,10,5,17.2,9.17,0,3,1,20,0,0,1,0,0,15,7.6,1,4,20,0,0,4,3,75,3.53,65.4,36.8,-0.84,-0.52
김진성,67,0,0,,0,0,0,,0,,0,0,0,22,,0,0,,0,0,17,6,35.3,,,,,
정우영,67,0,0,,0,0,0,,0,,0,0,0,50,,0,0,,0,0,18,1,5.6,,,,,
허준혁,6,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,5,0,0,,,,,
송은범,25,0,0,,0,0,0,,0,,0,0,0,21,,0,0,,0,0,15,7,46.7,,,,,
최성훈,45,0,0,,0,0,0,,0,,0,0,0,9,,0,0,,0,0,21,5,23.8,,,,,
오석주,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
조원태,2,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,0,0,,,,,,
김대유,59,0,0,,0,0,0,,0,,0,0,0,27,,0,0,,0,0,33,5,15.2,,,,,
채지선,3,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
백승현,12,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,9,5,55.6,,,,,
송승기,7,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,3,0,0,,,,,
최동환,47,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,18,4,22.2,,,,,
함덕주,13,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,11,1,9.1,,,,,
고우석,61,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,4,0,0,,,,,
이정용,65,0,0,,0,0,0,,0,,0,0,0,22,,0,0,,0,0,16,3,18.8,,,,,
김주완,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
진해수,64,0,0,,0,0,0,,0,,0,0,0,19,,0,0,,0,0,21,4,19,,,,,
이우찬,36,0,0,,0,0,0,,0,,0,0,0,35,,0,0,,0,0,11,2,18.2,,,,,
