Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
켈리,6.14,27,27,0,0,0,0,16,4,0,0,166.1,47,50,50,664,144,10,4,10,35,2,0,153,5,0,3,2.54,2.71,2.71,2.93,2.89,1.08
플럿코,5.94,28,28,0,0,0,0,15,5,0,0,162,43,53,50.6,644,125,18,2,13,38,2,2,149,10,0,5,2.39,2.94,2.81,2.95,3.19,1.01
김윤식,3.23,23,23,0,0,0,0,8,5,0,0,114.1,42,46,43.6,483,125,22,1,5,27,1,2,81,8,0,4,3.31,3.62,3.43,3.64,3.29,1.33
고우석,3.08,61,0,61,57,0,0,4,2,42,0,60.2,10,12,13.85,240,37,7,1,6,21,1,4,80,4,0,5,1.48,1.78,2.05,2.14,2.69,0.96
이우찬,1.49,36,0,36,4,0,0,5,0,0,2,44.2,9,10,12.6,182,29,4,0,2,21,1,1,42,1,0,4,1.81,2.01,2.54,2.65,3.42,1.12
김진성,1.49,67,0,67,12,0,0,6,3,0,12,58,20,21,21.7,236,44,6,1,6,22,1,3,54,0,0,2,3.1,3.26,3.37,3.54,3.76,1.14
김대유,1.49,59,0,59,4,0,0,2,1,0,13,39.2,9,11,10.05,172,35,6,2,2,15,8,3,36,1,0,0,2.04,2.5,2.28,2.43,3.76,1.26
진해수,1.4,64,0,64,7,0,0,4,0,0,12,45,12,13,14.05,180,39,6,3,1,11,1,0,35,0,0,2,2.4,2.6,2.81,3.01,2.93,1.11
정우영,1.37,67,0,67,3,0,0,2,3,0,35,58,17,18,24.8,248,48,3,2,3,32,6,5,40,3,0,0,2.64,2.79,3.85,3.91,4.49,1.38
임찬규,1.16,23,23,0,0,0,0,6,11,0,0,103.2,58,60,55.7,459,113,13,3,10,39,7,0,75,5,0,3,5.04,5.21,4.84,5.22,4.5,1.47
배재준,1,17,5,12,7,0,0,0,1,0,0,31.1,8,11,9.45,129,22,4,2,0,15,4,0,23,2,0,0,2.3,3.16,2.71,2.92,3.83,1.18
최성훈,0.79,45,0,45,5,0,0,0,0,0,6,33.1,8,10,12.05,139,23,4,2,1,13,3,2,22,3,0,2,2.16,2.7,3.25,3.44,3.79,1.08
이정용,0.77,65,0,65,7,0,0,4,4,1,22,59.1,22,26,29.45,250,53,12,1,3,18,2,3,40,3,0,3,3.34,3.94,4.47,4.59,3.75,1.2
이민호,0.69,26,26,0,0,0,0,12,8,0,0,119.1,73,77,72.9,540,146,23,5,14,43,7,0,73,3,0,9,5.51,5.81,5.5,5.79,4.95,1.58
최동환,0.63,47,0,47,16,0,0,0,1,0,0,50,23,23,24.55,210,45,7,1,5,17,1,0,30,2,0,3,4.14,4.14,4.42,4.66,4.59,1.24
송은범,0.54,25,0,25,4,0,0,1,1,0,2,26.2,12,13,10.55,116,29,3,0,3,10,0,0,13,3,0,0,4.05,4.39,3.56,3.77,5.07,1.46
김영준,0.51,2,2,0,0,0,0,0,0,0,0,9.2,2,2,2,43,8,2,0,1,4,3,0,7,1,0,1,1.86,1.86,1.86,1.73,5.45,1.24
함덕주,0.44,13,0,13,2,0,0,0,0,0,0,12.2,3,3,2.65,58,9,2,0,0,11,1,0,13,1,0,0,2.13,2.13,1.88,2.06,4.16,1.58
채지선,0.19,3,0,3,1,0,0,0,0,0,1,3,0,0,0,10,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3.15,0.33
이지강,0.17,4,1,3,2,0,0,0,0,0,0,11,6,6,6,56,12,2,0,0,13,0,0,6,0,0,1,4.91,4.91,4.91,5.43,6.08,2.27
조원태,0.17,2,0,2,1,0,0,0,0,0,0,4,0,0,0,14,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6.11,0.75
강효종,0.15,1,1,0,0,0,0,1,0,0,0,5,2,2,2,22,5,0,0,0,4,0,0,4,0,0,0,3.6,3.6,3.6,3.51,4.26,1.8
손주영,0.1,3,3,0,0,0,0,0,1,0,0,12.2,7,7,7,58,10,3,1,0,8,3,0,8,1,0,0,4.97,4.97,4.97,5.53,4.9,1.42
오석주,0.06,4,0,4,2,0,0,0,0,0,0,3.2,1,1,1.7,15,4,0,1,1,0,0,0,2,0,0,0,2.45,2.45,4.17,4.35,5.67,1.09
김주완,0.05,1,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.88,2
송승기,0.01,7,0,7,2,0,0,0,1,0,0,8.1,5,5,5,40,9,2,0,1,6,0,0,10,0,0,1,5.4,5.4,5.4,5.79,4.44,1.8
임준형,-0.02,10,5,5,1,0,0,1,3,0,1,30,20,22,20.8,140,36,4,0,2,14,3,0,26,2,0,1,6,6.6,6.24,6.58,4.17,1.67
허준혁,-0.16,6,0,6,3,0,0,0,0,0,0,4.2,5,6,6,27,11,1,1,3,2,0,0,4,1,0,0,9.64,11.57,11.57,12.69,10.62,2.79
백승현,-0.59,12,0,12,3,0,0,0,1,0,1,10,12,13,11.95,52,15,2,1,2,9,0,2,3,0,0,0,10.8,11.7,10.76,11.54,7.89,2.4
