Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
김민우,3.02,26,25,1,0,0,0,5,10,0,0,132.2,64,72,69.6,593,121,16,1,15,72,7,3,124,10,2,10,4.34,4.88,4.72,4.68,4.83,1.45
서폴드,2.02,28,28,0,1,1,1,10,13,0,0,165,90,107,102.7,734,203,30,3,19,42,13,0,97,11,0,10,4.91,5.84,5.6,5.75,4.93,1.48
강재민,2.02,50,0,50,4,0,0,1,2,1,14,49,14,16,14.8,203,41,5,0,3,18,0,1,57,3,1,2,2.57,2.94,2.72,2.86,2.89,1.2
장시환,1.87,26,26,0,0,0,0,4,14,0,0,132.2,74,81,80.3,603,139,27,1,15,74,8,0,115,6,0,10,5.02,5.49,5.45,5.56,5.09,1.61
윤대경,1.39,55,0,55,10,0,0,5,0,0,7,51,9,16,21.75,225,48,7,0,3,25,3,3,42,5,0,1,1.59,2.82,3.84,3.92,4.22,1.43
김진영,0.96,58,0,58,7,0,0,3,3,0,8,54,20,26,29.2,231,48,4,0,6,22,3,0,56,3,0,5,3.33,4.33,4.87,4.77,4.16,1.3
정우람,0.95,50,0,50,40,0,0,3,5,16,0,54.1,29,29,28.5,230,58,11,1,4,12,5,1,53,0,0,2,4.8,4.8,4.72,4.87,3.35,1.29
채드벨,0.71,16,16,0,0,0,0,2,8,0,0,77,51,54,50.55,346,85,11,0,10,35,5,1,61,4,0,3,5.96,6.31,5.91,6.12,5.17,1.56
김범수,0.66,24,8,16,0,0,0,3,6,0,0,55,32,34,35.2,259,55,11,2,9,42,3,3,55,0,0,1,5.24,5.56,5.76,5.65,5.92,1.76
송윤준,0.46,26,0,26,6,0,0,0,0,0,1,23,11,11,11.05,106,23,7,0,1,13,1,0,16,2,0,3,4.3,4.3,4.32,4.35,4.66,1.57
문동욱,0.41,19,0,19,6,0,0,0,1,1,1,18,9,10,8.45,83,12,2,0,2,17,2,1,9,0,0,1,4.5,5,4.23,4.07,7.34,1.61
김진욱,0.36,22,6,16,6,0,0,3,4,1,0,44.2,28,29,28.5,206,50,12,1,9,25,5,0,29,2,0,3,5.64,5.84,5.74,6.07,6.85,1.68
장웅정,0.27,2,2,0,0,0,0,0,1,0,0,7.2,3,3,2.65,35,7,1,0,0,6,0,0,5,0,0,1,3.52,3.52,3.11,3.49,4.79,1.7
서균,0.26,7,0,7,2,0,0,0,0,0,0,7.1,0,0,1.35,34,7,0,0,0,6,1,0,1,1,0,0,0,0,1.66,1.66,6.61,1.77
김이환,0.21,17,15,2,1,0,0,2,7,0,0,64.2,49,50,46.2,312,75,13,0,9,44,4,0,41,1,0,4,6.82,6.96,6.43,6.76,6.37,1.84
장민재,0.07,24,10,14,6,0,0,2,7,0,0,57.1,43,44,41.95,267,86,19,2,5,13,2,0,32,0,0,1,6.75,6.91,6.59,6.84,4.45,1.73
신정락,0.05,16,0,16,4,0,0,0,1,0,0,12,12,12,8.05,57,15,3,1,2,7,2,0,14,0,0,2,9,9,6.04,6.32,5.39,1.83
박상원,-0.01,62,0,62,10,0,0,1,0,1,10,58,30,35,40.15,256,62,14,1,8,20,4,4,52,6,1,2,4.66,5.43,6.23,6.47,4.62,1.41
이태양,-0.06,7,0,7,1,0,0,0,0,0,0,8.2,7,7,8.05,39,11,2,1,1,5,0,1,8,0,0,1,7.27,7.27,8.36,8.25,4.85,1.85
노시환,-0.06,1,0,1,1,0,0,0,0,0,0,1,2,2,2,5,1,0,0,1,0,1,0,0,0,0,0,18,18,18,18.97,19,1
안영명,-0.1,39,0,39,11,0,0,1,1,0,1,45.2,30,32,35.8,201,51,8,1,9,18,2,1,34,2,0,0,5.91,6.31,7.06,7.04,5.84,1.51
한승주,-0.12,1,1,0,0,0,0,0,0,0,0,1.2,3,3,3,10,3,0,0,1,2,0,0,2,0,0,0,16.2,16.2,16.2,17.07,11.86,3
윤규진,-0.14,2,0,2,0,0,0,0,0,0,0,3.2,3,5,5.5,19,7,0,0,1,1,0,0,4,0,0,0,7.36,12.27,13.5,13.67,5.36,2.18
이현호,-0.19,16,0,16,0,0,0,0,2,0,0,15.1,11,12,13.05,75,18,0,0,4,10,1,0,15,1,1,3,6.46,7.04,7.66,7.69,6.88,1.83
김기탁,-0.22,5,0,5,4,0,0,0,0,0,0,7,7,10,10,40,13,4,0,1,5,0,0,3,2,0,0,9,12.86,12.86,13.46,6.84,2.57
윤호솔,-0.25,6,0,6,4,0,0,0,1,0,0,6,7,8,8,32,8,3,0,2,6,0,1,4,1,0,1,10.5,12,12,12.18,9.4,2.33
박주홍,-0.26,11,5,6,5,0,0,0,5,0,0,24.2,23,24,23.5,117,30,6,0,5,16,0,0,19,1,0,2,8.39,8.76,8.57,8.54,6.49,1.86
김종수,-0.31,54,0,54,11,0,0,1,1,1,7,50,33,34,37.5,228,54,11,3,6,26,3,1,43,1,0,4,5.94,6.12,6.75,7,5.07,1.6
오동욱,-0.55,4,1,3,0,0,0,0,1,0,0,10,15,19,19,60,22,4,0,3,7,2,0,5,1,0,0,13.5,17.1,17.1,16.95,9.11,2.9
황영국,-0.61,21,0,21,3,0,0,0,0,0,4,19.1,22,22,20.8,101,29,4,0,3,14,2,1,17,1,0,3,10.24,10.24,9.68,10.52,6.21,2.22
임준섭,-0.62,10,1,9,1,0,0,0,2,0,1,8.2,13,13,12.85,49,18,5,0,1,6,0,0,6,0,0,1,13.5,13.5,13.34,13.33,5.78,2.77
