Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
김민우,3.02,26,25,1,0,0,0,5,10,0,0,132.2,64,72,69.6,593,121,16,1,15,72,7,3,124,10,2,10,4.34,4.88,4.72,4.68,4.83,1.45,8.41,4.88,1.72,1.02,20.9,12.1,8.8,0.287,71.5,3.58,4.35,-0.48,93.24,91.74,103.65,0.24,0.34,0.364,0.704,2460,94.6,18.5,4.15,5,20,3,12,11,0,0,54,3.8,9,15,37.5,0,0,16,4,25,5.13,95.56,49.8,0.71,2.99,0,0,1,0,0,0,0,0,,0,0,0,0,10,13,2,0,0,16,4,25,4.33,71,1.17,0.02,0.287,370,45.9,6.7,45.4,52.1,2.1,0.9,7.4,6.6,,,,,,
서폴드,2.02,28,28,0,1,1,1,10,13,0,0,165,90,107,102.7,734,203,30,3,19,42,13,0,97,11,0,10,4.91,5.84,5.6,5.75,4.93,1.48,5.29,2.29,2.31,1.04,13.2,5.7,7.5,0.33,65.4,3.67,4.5,-0.02,105.43,112.76,105.86,0.304,0.354,0.443,0.797,2742,97.9,16.6,3.74,13,46.4,3,10.7,0,0,0,77,4.2,12,15,44.4,0,0,17,9,52.9,5.89,97.93,44.64,-0.91,2.02,0,0,0,0,0,0,0,0,,0,0,0,0,9,14,0,0,,17,9,52.9,,,,,0.33,558,48.5,4,43.6,47.6,4,1,6.9,7.9,,,,,,
강재민,2.02,50,0,50,4,0,0,1,2,1,14,49,14,16,14.8,203,41,5,0,3,18,0,1,57,3,1,2,2.57,2.94,2.72,2.86,2.89,1.2,10.47,3.31,3.17,0.55,28.1,8.9,19.2,0.312,78.2,2.26,3.09,-0.32,55.22,56.15,62.09,0.227,0.295,0.304,0.599,871,17.4,17.8,4.29,0,,0,,0,0,0,24,,0,0,,0,0,18,6,33.3,,,,,,10,1,10,1,14,2,0,2,88.2,0,3,1,0,22,5,35,4,11.4,18,6,33.3,0.98,17.42,1.29,2.02,0.312,122,38.3,9.4,50.8,60.2,1.6,0.6,3.9,9.8,,,,,,
장시환,1.87,26,26,0,0,0,0,4,14,0,0,132.2,74,81,80.3,603,139,27,1,15,74,8,0,115,6,0,10,5.02,5.49,5.45,5.56,5.09,1.61,7.8,5.02,1.55,1.02,19.1,12.3,6.8,0.319,70,3.84,4.58,-0.07,107.81,109.01,109.3,0.271,0.368,0.415,0.783,2434,93.6,18.3,4.04,11,42.3,3,11.5,3,0,0,52,3.5,6,20,23.1,0,0,11,1,9.1,5.1,93.62,46.58,-0.49,1.87,0,0,0,0,0,0,0,0,,0,0,0,0,9,14,0,0,,11,1,9.1,,,,,0.319,389,49.8,3.9,44.1,48,2.2,1,7.7,8.6,,,,,,
윤대경,1.39,55,0,55,10,0,0,5,0,0,7,51,9,16,21.75,225,48,7,0,3,25,3,3,42,5,0,1,1.59,2.82,3.84,3.92,4.22,1.43,7.41,4.41,1.68,0.53,18.7,11.1,7.6,0.304,83.3,3.63,4.49,-2.63,34.11,76.76,90.56,0.251,0.344,0.335,0.679,869,15.8,17,3.86,0,,0,,0,0,0,26,,0,0,,0,0,16,1,6.3,,,,,,9,0,8,0,7,0,0,0,100,0,1,0,0,12,7,38,12,31.6,16,1,6.3,0.93,15.8,1.1,1.39,0.304,148,38.1,8.4,50.3,58.7,3.2,0.6,3.3,10.4,,,,,,
김진영,0.96,58,0,58,7,0,0,3,3,0,8,54,20,26,29.2,231,48,4,0,6,22,3,0,56,3,0,5,3.33,4.33,4.87,4.77,4.16,1.3,9.33,3.67,2.55,1,24.2,9.5,14.7,0.294,72.3,2.93,3.63,-0.83,71.59,93.5,89.34,0.236,0.317,0.345,0.662,949,16.4,17.6,4.11,0,,0,,0,0,0,23,,0,0,,0,0,14,7,50,,,,,,12,0,7,0,8,1,1,2,80,0,0,0,1,14,9,28,13,46.4,14,7,50,0.93,16.36,1.03,0.96,0.294,143,46.7,7.3,43.3,50.7,2.7,0.9,7.9,4.2,,,,,,
정우람,0.95,50,0,50,40,0,0,3,5,16,0,54.1,29,29,28.5,230,58,11,1,4,12,5,1,53,0,0,2,4.8,4.8,4.72,4.87,3.35,1.29,8.78,1.99,4.42,0.66,23,5.2,17.8,0.355,66.7,2.59,3.26,1.46,103.16,95.52,71.85,0.283,0.332,0.405,0.737,907,18.1,16.7,3.94,0,,0,,0,0,0,9,,0,0,,0,0,4,3,75,,,,,,11,0,10,16,0,3,0,3,84.2,1,0,0,0,22,6,14,2,14.3,4,3,75,1.09,18.14,1.55,0.95,0.355,152,35,10,53.1,63.1,1.9,0.6,4,3.4,,,,,,
채드벨,0.71,16,16,0,0,0,0,2,8,0,0,77,51,54,50.55,346,85,11,0,10,35,5,1,61,4,0,3,5.96,6.31,5.91,6.12,5.17,1.56,7.13,4.09,1.74,1.17,17.6,10.1,7.5,0.325,64,3.73,4.5,0.79,128.02,119.97,111.04,0.284,0.365,0.421,0.786,1367,85.4,17.8,3.95,4,25,1,6.3,3,0,0,34,4,3,12,20,0,0,11,6,54.5,4.81,85.44,44.19,-0.66,0.71,0,0,0,0,0,0,0,0,,0,0,0,0,6,9,0,0,,11,6,54.5,,,,,0.325,231,47.3,6.1,44.5,50.6,2,0.9,8.1,10.6,,,,,,
김범수,0.66,24,8,16,0,0,0,3,6,0,0,55,32,34,35.2,259,55,11,2,9,42,3,3,55,0,0,1,5.24,5.56,5.76,5.65,5.92,1.76,9,6.87,1.31,1.47,21.2,16.2,5,0.309,75.9,4.09,4.8,-0.69,112.46,110.69,127.19,0.261,0.388,0.46,0.848,1091,45.5,19.8,4.21,2,25,0,0,3,0,0,34,8.4,4,4,50,0,0,19,4,21.1,4.54,92.63,45.63,-0.11,0.53,7,0,6,0,0,0,2,2,0,0,0,0,2,4,9,10,6,60,19,4,21.1,1.17,21.88,0.75,0.13,0.309,149,39,4.4,55.3,59.7,1.3,0.7,9.5,7.3,,,,,,
송윤준,0.46,26,0,26,6,0,0,0,0,0,1,23,11,11,11.05,106,23,7,0,1,13,1,0,16,2,0,3,4.3,4.3,4.32,4.35,4.66,1.57,6.26,5.09,1.23,0.39,15.1,12.3,2.8,0.301,72.2,4.27,5.06,-0.36,92.44,85.16,100.09,0.258,0.356,0.371,0.727,434,16.7,18.9,4.09,0,,0,,0,0,0,13,,0,0,,0,0,8,2,25,,,,,,3,0,3,0,1,0,1,1,50,0,0,0,0,1,3,11,2,18.2,8,2,25,0.88,16.69,0.58,0.46,0.301,73,36.8,7.9,53.9,61.8,1.3,0.6,2.1,13,,,,,,
