name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
김민우,26,25,128.1,4.28,5,10,5,20,3,12,11,0,0,54,3.8,9,15,37.5,0,0,16,4,25,5.13,95.56,49.8,0.71,2.99
서폴드,28,28,165,4.91,10,13,13,46.4,3,10.7,0,0,0,77,4.2,12,15,44.4,0,0,17,9,52.9,5.89,97.93,44.64,-0.91,2.02
장시환,26,26,132.2,5.02,4,14,11,42.3,3,11.5,3,0,0,52,3.5,6,20,23.1,0,0,11,1,9.1,5.1,93.62,46.58,-0.49,1.87
채드벨,16,16,77,5.96,2,8,4,25,1,6.3,3,0,0,34,4,3,12,20,0,0,11,6,54.5,4.81,85.44,44.19,-0.66,0.71
김범수,24,8,36.1,5.7,2,3,2,25,0,0,3,0,0,34,8.4,4,4,50,0,0,19,4,21.1,4.54,92.63,45.63,-0.11,0.53
장웅정,2,2,7.2,3.52,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,1,33.3,3.83,78,48,0.14,0.27
김진욱,22,6,26.2,5.74,2,3,1,16.7,0,0,3,0,0,30,10.1,2,4,33.3,0,0,13,1,7.7,4.44,81.17,43.17,-0.28,0.19
김이환,17,15,60,7.05,2,6,2,13.3,0,0,6,0,0,30,4.5,8,7,53.3,0,0,23,8,34.8,4,81.07,40.27,-0.96,0.11
임준섭,10,1,1.2,10.8,0,1,0,0,0,0,1,0,0,9,48.6,0,1,0,0,0,8,3,37.5,1.67,42,40,-0.06,-0.03
한승주,1,1,1.2,16.2,0,0,0,0,0,0,1,0,0,2,10.8,1,0,100,0,0,0,0,,1.67,36,37,-0.15,-0.12
오동욱,4,1,4.1,12.46,0,1,0,0,0,0,0,0,0,2,4.2,0,1,0,0,0,2,0,0,4.33,82,23,-0.26,-0.18
장민재,24,10,43,8.16,1,7,2,20,1,10,3,0,0,16,3.3,1,9,10,0,0,12,5,41.7,4.3,76.1,36.2,-1.11,-0.34
박주홍,11,5,16.2,11.34,0,5,0,0,0,0,2,0,0,12,6.5,0,5,0,0,0,3,2,66.7,3.33,69.2,33.2,-0.78,-0.48
정우람,50,0,0,,0,0,0,,0,,0,0,0,9,,0,0,,0,0,4,3,75,,,,,
이태양,7,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,2,0,0,,,,,
윤대경,55,0,0,,0,0,0,,0,,0,0,0,26,,0,0,,0,0,16,1,6.3,,,,,
황영국,21,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,11,2,18.2,,,,,
김진영,58,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,14,7,50,,,,,
노시환,1,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,
안영명,39,0,0,,0,0,0,,0,,0,0,0,21,,0,0,,0,0,8,5,62.5,,,,,
송윤준,26,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,8,2,25,,,,,
문동욱,19,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,6,3,50,,,,,
박상원,62,0,0,,0,0,0,,0,,0,0,0,27,,0,0,,0,0,13,5,38.5,,,,,
강재민,50,0,0,,0,0,0,,0,,0,0,0,24,,0,0,,0,0,18,6,33.3,,,,,
김종수,54,0,0,,0,0,0,,0,,0,0,0,25,,0,0,,0,0,16,5,31.3,,,,,
윤규진,2,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
서균,7,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,5,0,0,,,,,
김기탁,5,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
신정락,16,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,12,9,75,,,,,
이현호,16,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,10,2,20,,,,,
윤호솔,6,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,2,0,0,,,,,
