name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
강재민,50,49,2.57,1,2,10,1,10,1,14,2,0,2,88.2,0,3,1,0,22,5,35,4,11.4,18,6,33.3,0.98,17.42,1.29,2.02
윤대경,55,51,1.59,5,0,9,0,8,0,7,0,0,0,100,0,1,0,0,12,7,38,12,31.6,16,1,6.3,0.93,15.8,1.1,1.39
김진영,58,54,3.33,3,3,12,0,7,0,8,1,1,2,80,0,0,0,1,14,9,28,13,46.4,14,7,50,0.93,16.36,1.03,0.96
정우람,50,54.1,4.8,3,5,11,0,10,16,0,3,0,3,84.2,1,0,0,0,22,6,14,2,14.3,4,3,75,1.09,18.14,1.55,0.95
송윤준,26,23,4.3,0,0,3,0,3,0,1,0,1,1,50,0,0,0,0,1,3,11,2,18.2,8,2,25,0.88,16.69,0.58,0.46
장민재,14,14.1,2.51,1,0,3,0,2,0,0,0,0,0,,0,0,0,0,1,10,4,1,25,12,5,41.7,1.02,15.29,0.42,0.41
문동욱,19,18,4.5,0,1,3,0,3,1,1,0,0,0,100,0,0,0,0,1,2,8,0,0,6,3,50,0.95,15.47,0.61,0.41
서균,7,7.1,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,5,3,60,5,0,0,1.05,19.57,0.23,0.26
박주홍,6,8,2.25,0,0,1,0,3,0,0,0,0,0,,0,0,0,0,0,6,4,0,0,3,2,66.7,1.33,19.83,0.27,0.22
김진욱,16,18,5.5,1,1,3,0,4,1,0,1,0,1,50,0,0,0,0,3,7,4,0,0,13,1,7.7,1.13,21.88,0.41,0.17
김범수,16,18.2,4.34,1,3,7,0,6,0,0,0,2,2,0,0,0,0,2,4,9,10,6,60,19,4,21.1,1.17,21.88,0.75,0.13
김이환,2,4.2,3.86,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,6,9,0,0,,23,8,34.8,2.33,39.5,0.41,0.1
신정락,16,12,9,0,1,4,0,2,0,0,0,0,0,,0,0,0,0,0,2,8,2,25,12,9,75,0.75,15.19,0.53,0.05
김민우,1,4.1,6.23,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,10,13,2,0,0,16,4,25,4.33,71,1.17,0.02
박상원,62,58,4.66,1,0,14,2,8,1,10,4,0,4,73.3,0,2,2,0,13,11,33,15,45.5,13,5,38.5,0.94,15.82,1.02,-0.01
이태양,7,8.2,7.27,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,1,5,2,40,2,0,0,1.24,23.14,0.25,-0.06
노시환,1,1,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,21,0,-0.06
안영명,39,45.2,5.91,1,1,5,0,12,0,1,1,1,2,33.3,0,0,1,1,4,5,27,14,51.9,8,5,62.5,1.17,19.31,0.6,-0.1
윤규진,2,3.2,7.36,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,2,1,50,0,0,,1.83,36.5,0.18,-0.14
이현호,16,15.1,6.46,0,2,4,0,4,0,0,1,0,1,0,0,0,1,0,1,3,11,4,36.4,10,2,20,0.96,16.69,0.95,-0.19
김기탁,5,7,9,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.4,32.4,0.04,-0.22
윤호솔,6,6,10.5,0,1,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,2,0,0,1,22,0.52,-0.25
김종수,54,50,5.94,1,1,14,0,10,1,7,1,1,2,80,1,4,0,1,9,10,32,11,34.4,16,5,31.3,0.93,17.43,1.06,-0.31
오동욱,3,5.2,14.29,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,1,0,0,,2,0,0,1.89,49.33,0.03,-0.37
임준섭,9,7,14.14,0,1,0,0,1,0,1,0,0,0,100,0,0,0,0,0,3,4,2,50,8,3,37.5,0.78,15.11,1.08,-0.58
황영국,21,19.1,10.24,0,0,3,0,1,0,4,1,0,1,80,0,0,0,0,2,5,2,0,0,11,2,18.2,0.92,20,0.61,-0.61
장웅정,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,3,1,33.3,,,,
장시환,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,14,0,0,,11,1,9.1,,,,
서폴드,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,14,0,0,,17,9,52.9,,,,
채드벨,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,9,0,0,,11,6,54.5,,,,
한승주,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0,0,,,,,
