Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
노시환,0,3,0,25,75,100,0,0,25,0
문동욱,0.196,51,58.2,5.5,34.5,40,1.8,1.5,9.1,8.3
서균,0.28,25,53.8,0,46.2,46.2,0,1.2,0,14.3
김민우,0.287,370,45.9,6.7,45.4,52.1,2.1,0.9,7.4,6.6
장웅정,0.292,24,45.8,8.3,45.8,54.2,0,0.8,0,0
김진영,0.294,143,46.7,7.3,43.3,50.7,2.7,0.9,7.9,4.2
송윤준,0.301,73,36.8,7.9,53.9,61.8,1.3,0.6,2.1,13
김진욱,0.302,136,32.7,11.6,55.1,66.7,0.7,0.5,9.2,4
윤대경,0.304,148,38.1,8.4,50.3,58.7,3.2,0.6,3.3,10.4
김범수,0.309,149,39,4.4,55.3,59.7,1.3,0.7,9.5,7.3
강재민,0.312,122,38.3,9.4,50.8,60.2,1.6,0.6,3.9,9.8
김이환,0.313,211,31.8,11.2,53.8,65,3.1,0.5,6.2,5.3
안영명,0.313,134,33.3,5.4,57.8,63.3,3.4,0.5,9.7,3.9
윤호솔,0.316,19,31.8,0,63.6,63.6,4.5,0.5,14.3,0
박상원,0.316,171,37.2,8.3,52.2,60.6,2.2,0.6,7.3,3.2
이현호,0.318,44,42.9,2,51,53.1,4.1,0.8,15.4,11.1
장시환,0.319,389,49.8,3.9,44.1,48,2.2,1,7.7,8.6
채드벨,0.325,231,47.3,6.1,44.5,50.6,2,0.9,8.1,10.6
김종수,0.327,147,37.2,8.3,53.8,62.2,0.6,0.6,6.2,5.6
서폴드,0.33,558,48.5,4,43.6,47.6,4,1,6.9,7.9
박주홍,0.333,75,29.3,3.7,63.4,67.1,3.7,0.4,9.1,6.7
정우람,0.355,152,35,10,53.1,63.1,1.9,0.6,4,3.4
장민재,0.377,215,41.4,2.3,54.5,56.8,1.8,0.7,4,3.5
김기탁,0.387,31,43.8,3.1,46.9,50,6.3,0.9,6.3,0
이태양,0.4,25,50,0,46.2,46.2,3.8,1.1,8.3,0
황영국,0.4,65,44.1,7.4,48.5,55.9,0,0.8,7.9,3.4
한승주,0.4,5,33.3,0,66.7,66.7,0,0.5,25,0
신정락,0.406,32,35.3,2.9,55.9,58.8,5.9,0.6,10,13.3
오동욱,0.442,43,19.6,4.3,73.9,78.3,2.2,0.3,8.3,0
윤규진,0.462,13,57.1,0,35.7,35.7,7.1,1.6,20,0
임준섭,0.472,36,51.4,0,45.9,45.9,2.7,1.1,5.9,5.6
