Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
뷰캐넌,6.7,27,27,0,1,1,0,15,7,0,0,174.2,67,71,69.45,728,172,19,2,16,50,7,0,121,12,0,2,3.45,3.66,3.58,3.3,4.36,1.27
최채흥,4.85,26,26,0,1,1,1,11,6,0,0,146,58,67,64.75,617,131,27,1,12,51,7,0,123,9,3,3,3.58,4.13,3.99,3.75,4.1,1.25
라이블리,3.19,21,21,0,0,0,0,6,7,0,0,112,53,54,54,478,98,16,1,11,39,12,0,95,7,0,2,4.26,4.34,4.34,4.19,4.45,1.22
원태인,2.9,27,26,1,1,0,0,6,10,0,0,140,76,84,81.95,626,162,32,1,19,56,5,2,78,7,0,6,4.89,5.4,5.27,4.9,5.55,1.56
오승환,2.14,45,0,45,34,0,0,3,2,18,2,47.2,14,14,17.45,201,44,10,1,2,15,2,0,39,1,0,1,2.64,2.64,3.29,2.94,3.55,1.24
이승현,1.67,65,0,65,6,0,0,1,2,0,14,54.1,21,22,23.35,226,45,7,1,11,25,0,1,52,1,0,2,3.48,3.64,3.87,3.64,5.44,1.29
김대우,1.26,28,9,19,3,0,0,3,7,0,1,77.2,44,49,47.95,350,95,17,1,9,26,6,0,37,4,1,1,5.1,5.68,5.56,5.16,5.46,1.56
허윤동,1.05,11,11,0,0,0,0,2,1,0,0,45,24,26,23.95,204,43,10,0,4,31,2,0,18,2,1,0,4.8,5.2,4.79,4.67,6.33,1.64
최지광,0.87,51,0,51,2,0,0,1,3,0,15,44.1,24,24,25.2,199,34,5,0,2,31,3,4,45,3,0,5,4.87,4.87,5.12,4.69,4.16,1.47
임현준,0.62,51,0,51,5,0,0,1,1,0,5,25.1,5,7,12.1,109,24,3,0,2,7,6,1,18,0,0,1,1.78,2.49,4.3,4.09,4.63,1.22
노성호,0.52,45,0,45,7,0,0,2,3,0,10,36.1,18,23,21.6,166,28,5,0,3,29,2,1,34,3,0,7,4.46,5.7,5.35,5.11,5.28,1.57
우규민,0.5,52,0,52,17,0,0,3,3,7,11,48,33,34,31.3,210,61,10,1,3,9,1,1,30,0,0,0,6.19,6.38,5.87,5.45,3.76,1.46
김윤수,0.42,61,0,61,14,0,0,3,5,0,12,58,30,34,39.85,266,66,9,0,6,31,1,3,41,3,0,7,4.66,5.28,6.18,5.79,5.06,1.67
장필준,0.38,31,2,29,9,0,0,0,3,0,4,36,23,24,23.85,170,46,9,0,6,16,0,0,26,2,0,5,5.75,6,5.96,5.76,5.55,1.72
백정현,0.32,11,11,0,0,0,0,4,4,0,0,59,34,43,43,258,67,15,2,13,17,1,0,46,4,0,1,5.19,6.56,6.56,6.56,5.61,1.42
양창섭,0.23,7,0,7,4,0,0,0,0,0,0,6.2,2,2,2,29,6,1,0,1,3,0,1,4,0,0,0,2.7,2.7,2.7,2.65,5.21,1.35
이승민,0.19,7,5,2,2,0,0,1,3,0,0,26.1,20,21,20.5,128,34,5,0,5,19,0,1,16,1,0,0,6.84,7.18,7.01,6.7,6.97,2.01
윤성환,0.13,5,5,0,1,1,0,0,2,0,0,18.2,12,14,14,84,19,4,2,0,11,3,0,4,2,0,0,5.79,6.75,6.75,6.45,5.78,1.61
이상민,0.11,17,1,16,2,0,0,0,1,0,1,14,10,10,9.8,69,17,2,0,4,11,1,1,13,1,0,2,6.43,6.43,6.3,5.8,7.51,2
홍원표,0.04,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,10.2,2
홍정우,0.03,30,0,30,13,0,0,0,0,0,1,30,22,23,25.4,139,37,4,1,5,12,1,0,29,2,0,1,6.6,6.9,7.62,6.98,4.91,1.63
정인욱,0,5,0,5,5,0,0,0,0,0,0,5.1,5,5,5,26,5,0,0,1,4,1,0,3,0,0,0,8.44,8.44,8.44,7.62,7.73,1.69
심창민,-0.09,23,0,23,4,0,0,2,2,0,3,20.1,17,20,16.95,98,18,0,1,3,18,2,0,21,0,0,3,7.52,8.85,7.5,6.75,6.22,1.77
이재익,-0.39,4,0,4,1,0,0,0,0,0,0,0.2,10,11,8.95,13,8,3,0,2,2,0,0,1,1,0,0,99.99,99.99,120.83,109.42,45.25,15
권오준,-0.4,17,0,17,3,0,0,0,2,0,1,16,15,18,19.2,72,22,3,1,3,3,0,0,10,1,0,0,8.44,10.13,10.8,10.02,5.25,1.56
황동재,-0.53,1,0,1,0,0,0,0,0,0,0,1.1,8,8,7.65,16,8,2,0,1,4,0,0,3,0,0,0,54,54,51.64,45.75,16.6,9
장지훈,-0.71,29,0,29,9,0,0,0,1,0,0,27.2,31,37,35.8,146,39,4,0,7,21,3,0,24,3,0,5,10.08,12.04,11.65,10.53,7.53,2.17
