Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
권오준,5.25,17,5.63,1.69,3.33,1.69,13.9,4.2,9.7,0.346,33.3,8.44,10.13,10.8,10.02,5.25,3.17,4.23,3.19,165.31,179.14,102.77,0.333,0.352,0.545,0.897,293,17.2,18.3,4.07
노성호,5.28,45,8.42,7.18,1.17,0.74,20.5,17.5,3,0.258,65.5,4.46,5.7,5.35,5.11,5.28,4.42,5.04,-0.82,87.36,91.43,103.51,0.211,0.358,0.316,0.674,676,15,18.6,4.07
이승현,5.44,65,8.61,4.14,2.08,1.82,23,11.1,11.9,0.252,87.3,3.48,3.64,3.87,3.64,5.44,3.13,3.97,-1.96,68.15,65.14,106.55,0.228,0.314,0.442,0.756,924,14.2,17,4.09
김대우,5.46,28,4.29,3.01,1.42,1.04,10.6,7.4,3.1,0.317,68.4,5.1,5.68,5.56,5.16,5.46,4.22,5.02,-0.36,99.9,92.18,106.98,0.304,0.364,0.45,0.814,1346,48.1,17.3,3.85
원태인,5.55,27,5.01,3.6,1.39,1.22,12.5,8.9,3.5,0.308,70.9,4.89,5.4,5.27,4.9,5.55,4.06,4.98,-0.66,95.72,87.62,108.66,0.289,0.358,0.451,0.809,2372,87.9,16.9,3.79
장필준,5.55,31,6.5,4,1.63,1.5,15.3,9.4,5.9,0.333,70.4,5.75,6,5.96,5.76,5.55,3.69,4.69,0.2,112.66,103.07,108.75,0.303,0.369,0.48,0.849,666,21.5,18.5,3.92
백정현,5.61,11,7.02,2.59,2.71,1.98,17.8,6.6,11.2,0.3,62.7,5.19,6.56,6.56,6.56,5.61,3.11,4.05,-0.43,101.62,117.28,109.99,0.285,0.331,0.532,0.863,1047,95.2,17.7,4.06
윤성환,5.78,5,1.93,5.3,0.36,0,4.8,13.1,-8.3,0.288,57.6,5.79,6.75,6.75,6.45,5.78,5.91,6.4,0,113.36,115.29,113.33,0.279,0.393,0.397,0.79,331,66.2,17.7,3.94
심창민,6.22,23,9.3,7.97,1.17,1.33,21.4,18.4,3.1,0.289,52.9,7.52,8.85,7.5,6.75,6.22,4.58,5.03,1.31,147.43,120.72,121.83,0.24,0.396,0.387,0.783,412,17.9,20.3,4.2
허윤동,6.33,11,3.6,6.2,0.58,0.8,8.8,15.2,-6.4,0.264,71.4,4.8,5.2,4.79,4.67,6.33,5.41,6.16,-1.53,94.04,83.54,123.95,0.254,0.374,0.385,0.759,839,76.3,18.6,4.11
이승민,6.97,7,5.47,6.49,0.84,1.71,12.5,14.8,-2.3,0.333,69.6,6.84,7.18,7.01,6.7,6.97,4.86,5.68,-0.14,133.92,119.87,136.61,0.315,0.417,0.5,0.917,497,71,18.9,3.88
이상민,7.51,17,8.36,7.07,1.18,2.57,18.8,15.9,2.9,0.342,82.6,6.43,6.43,6.3,5.8,7.51,4.23,5.05,-1.08,125.95,103.68,147.13,0.309,0.433,0.564,0.997,266,15.6,19,3.86
장지훈,7.53,29,7.81,6.83,1.14,2.28,16.4,14.4,2.1,0.356,49.1,10.08,12.04,11.65,10.53,7.53,4.66,5.15,2.56,197.58,188.32,147.46,0.331,0.434,0.542,0.976,606,20.9,21.9,4.15
정인욱,7.73,5,5.06,6.75,0.75,1.69,11.5,15.4,-3.8,0.25,55.6,8.44,8.44,8.44,7.62,7.73,5.69,5.86,0.71,165.31,136.31,151.38,0.25,0.4,0.4,0.8,104,20.8,19.5,4
홍원표,10.2,1,0,9,0,0,0,16.7,-16.7,0.25,100,0,0,0,0,10.2,10.32,7.4,-10.2,0,0,199.75,0.25,0.5,0.25,0.75,24,24,24,4
황동재,16.6,1,20.25,27,0.75,6.75,18.8,25,-6.3,0.875,36.4,54,54,51.64,45.75,16.6,7.91,6.15,37.4,1058,817.92,325.14,0.727,0.75,1.182,1.932,50,50,37.5,3.13
이재익,45.25,4,13.5,27,0.5,27,7.7,15.4,-7.7,0.75,-14.3,135,99.99,120.83,109.42,45.25,10.12,6.32,89.75,2644.99,1956.4,886.47,0.727,0.769,1.545,2.314,54,13.5,81,4.15
