Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
정인욱,0.25,16,11.1,27.8,61.1,88.9,0,0.1,6.3,20
홍원표,0.25,4,50,0,50,50,0,1,0,0
이승현,0.252,135,40.9,6,51,57,2,0.7,12.9,6.7
노성호,0.258,97,33.7,5.9,60.4,66.3,0,0.5,4.5,0
양창섭,0.263,19,50,4.5,45.5,50,0,1,9.1,33.3
허윤동,0.264,148,30.7,8.5,57.5,66,3.3,0.5,4,7
라이블리,0.273,319,42.8,9,45.8,54.8,2.4,0.8,6,7.1
최채흥,0.282,422,39.9,7.6,50.5,58,2.1,0.7,4.7,6.9
최지광,0.283,113,50,5,44.2,49.2,0.8,1,3.4,5.9
윤성환,0.288,66,42.4,4.5,51.5,56.1,1.5,0.8,0,15.8
심창민,0.289,52,28.1,3.5,64.9,68.4,3.5,0.4,7.7,5.6
임현준,0.293,75,30.8,10.3,56.4,66.7,2.6,0.5,3.8,4.2
뷰캐넌,0.297,526,51.8,2.5,43.8,46.4,1.8,1.1,6.3,9.9
백정현,0.3,180,41.8,7.2,48.5,55.7,2.6,0.8,12,1.5
오승환,0.302,139,40.7,7.6,50.3,57.9,1.4,0.7,2.4,2.3
원태인,0.308,465,40,6.4,51.1,57.5,2.5,0.7,6.8,7.4
김대우,0.317,271,37.4,7.5,50.5,58,4.6,0.6,5.5,3.2
김윤수,0.328,183,48.7,5.7,43.5,49.2,2.1,1,6.3,6.1
장필준,0.333,120,46.1,9.4,43,52.3,1.6,0.9,9,6.5
이승민,0.333,87,33.3,4.3,59.1,63.4,3.2,0.5,8.5,5.9
이상민,0.342,38,40.9,0,59.1,59.1,0,0.7,15.4,5.9
권오준,0.346,55,30.5,8.5,57.6,66.1,3.4,0.5,7.7,4.5
홍정우,0.348,92,44.9,1,54.1,55.1,0,0.8,9.3,10.8
우규민,0.352,165,48.8,5.9,42.4,48.2,2.9,1,3.7,8.2
장지훈,0.356,90,32.7,9.2,56.1,65.3,2,0.5,10.9,5.1
이재익,0.75,8,40,0,60,60,0,0.7,33.3,0
황동재,0.875,8,44.4,0,55.6,55.6,0,0.8,20,0
