name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
뷰캐넌,27,27,174.2,3.45,15,7,18,66.7,11,40.7,1,0,0,130,6.7,17,8,68,0,0,7,3,42.9,6.47,104.41,53.81,3.59,6.7
최채흥,26,26,146,3.58,11,6,12,46.2,6,23.1,8,0,0,95,5.9,13,12,52,0,0,17,5,29.4,5.62,96.77,53.08,2.25,4.85
라이블리,21,21,112,4.26,6,7,7,33.3,5,23.8,7,0,0,55,4.4,8,12,40,0,0,6,0,0,5.33,94.57,52.29,1.2,3.19
원태인,27,26,139,4.92,6,10,11,42.3,6,23.1,5,0,0,77,5,9,16,36,0,0,10,5,50,5.35,90.77,45.08,0.39,2.86
허윤동,11,11,45,4.8,2,1,0,0,0,0,11,0,0,32,6.4,6,5,54.5,0,0,7,4,57.1,4.09,76.27,45.64,0.25,1.05
김대우,28,9,41,6.15,2,5,1,11.1,0,0,6,0,0,45,9.9,3,6,33.3,0,0,12,5,41.7,4.56,79.44,40.78,-0.02,0.71
장필준,31,2,10,2.7,0,1,0,0,0,0,2,0,0,8,7.2,1,1,50,0,0,12,4,33.3,5,85,55,0.24,0.41
이승민,7,5,23.1,5.79,1,3,1,20,0,0,2,0,0,14,5.4,1,4,20,0,0,4,1,25,4.67,87.2,41,-0.09,0.32
백정현,11,11,59,5.19,4,4,3,27.3,1,9.1,2,0,0,39,5.9,5,6,45.5,0,0,1,0,0,5.36,95.18,45.09,-0.73,0.32
윤성환,5,5,18.2,5.79,0,2,0,0,0,0,2,0,0,5,2.4,1,4,20,0,0,2,0,0,3.73,66.2,43,-0.2,0.13
이상민,17,1,2,4.5,0,0,0,0,0,0,1,0,0,5,22.5,0,1,0,0,0,9,4,44.4,2,46,48,0.02,0.06
장지훈,29,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,8,4,50,,,,,
홍정우,30,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,2,1,50,,,,,
홍원표,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
이승현,65,0,0,,0,0,0,,0,,0,0,0,30,,0,0,,0,0,20,2,10,,,,,
양창섭,7,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
정인욱,5,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,0,0,,,,,,
심창민,23,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,18,9,50,,,,,
최지광,51,0,0,,0,0,0,,0,,0,0,0,36,,0,0,,0,0,16,8,50,,,,,
이재익,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,4,4,100,,,,,
황동재,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,1,33.3,,,,,
오승환,45,0,0,,0,0,0,,0,,0,0,0,11,,0,0,,0,0,1,0,0,,,,,
임현준,51,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,20,0,0,,,,,
김윤수,61,0,0,,0,0,0,,0,,0,0,0,31,,0,0,,0,0,19,5,26.3,,,,,
권오준,17,0,0,,0,0,0,,0,,0,0,0,11,,0,0,,0,0,9,5,55.6,,,,,
우규민,52,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,15,12,80,,,,,
노성호,45,0,0,,0,0,0,,0,,0,0,0,26,,0,0,,0,0,18,9,50,,,,,
