name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
구승민,73,62,2.9,2,4,18,3,4,0,26,1,0,1,96.3,0,1,0,0,24,15,31,9,29,23,3,13,0.85,14.64,1.34,1.8
최준용,68,71,4.06,3,4,13,0,13,14,6,3,1,4,83.3,2,1,0,0,22,12,31,6,19.4,6,2,33.3,1.04,16.5,1.52,1.12
김도규,55,51,3.71,4,4,15,2,8,3,8,0,2,2,84.6,1,2,0,1,13,8,35,8,22.9,16,9,56.3,0.93,15.91,1.24,0.85
나균안,26,46.1,3.69,0,2,2,0,16,0,2,3,3,6,25,0,1,0,2,13,14,15,10,66.7,18,6,33.3,1.78,30.85,1.17,0.85
서준원,29,43,5.02,1,1,4,0,12,0,2,0,2,2,50,0,0,0,1,7,9,29,5,17.2,24,8,33.3,1.48,25.52,0.89,0.63
김원중,43,43,3.98,2,3,9,2,5,17,2,3,0,3,86.4,1,0,1,0,17,6,12,3,25,4,0,0,1,17.37,1.6,0.62
이인복,3,5.1,5.06,1,0,0,0,3,0,1,0,0,0,100,0,0,0,0,8,10,0,0,,19,5,26.3,1.78,32.33,0.59,0.06
김창훈,1,1.2,5.4,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.67,30,0,0.02
이대호,1,0.1,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,,0,0,,0.33,4,,0.01
조무근,2,2,4.5,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,50,0,0,,1,15,0,0.01
강윤구,29,21.1,5.48,0,0,5,0,3,0,0,0,0,0,,0,0,0,0,1,1,18,5,27.8,15,8,53.3,0.74,12.59,0.48,-0.01
김진욱,2,1,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,7,1,0,0,13,6,46.2,0.5,11,0.03,-0.02
정성종,5,4.1,4.15,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,2,0,0,0.87,17.8,0.08,-0.03
김대우,10,10,4.5,0,0,0,0,3,0,1,0,0,0,100,0,0,0,0,1,1,10,7,70,2,1,50,1,17.6,0.69,-0.12
나원탁,7,6,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,3,0,0,0.86,18.86,0.03,-0.13
진명호,16,16.1,6.06,0,0,1,0,4,0,0,0,0,0,,0,0,0,0,1,2,12,5,41.7,9,4,44.4,1.02,18.38,0.53,-0.14
이강준,13,9.2,10.24,0,0,0,0,2,0,1,0,0,0,100,0,0,0,0,0,1,10,4,40,14,6,42.9,0.74,19.38,0.48,-0.15
문경찬,38,40.1,5.8,1,2,7,0,10,0,1,1,0,1,50,0,1,1,0,1,2,27,13,48.1,4,2,50,1.06,17,0.33,-0.17
진승현,10,9,9,0,0,1,0,2,0,0,0,0,0,,0,0,0,0,1,0,6,2,33.3,6,2,33.3,0.9,20.2,0.54,-0.2
이민석,26,30.1,5.34,1,1,3,0,8,0,5,0,0,0,100,0,0,0,0,5,7,14,9,64.3,17,8,47.1,1.17,21.69,0.8,-0.24
김민기,1,0.2,67.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,1,1,100,0.67,23,0.06,-0.24
최건,5,2.1,23.14,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,,7,3,42.9,0.47,16.2,0.3,-0.3
김유영,68,51,5.65,6,2,19,2,10,0,13,2,0,2,86.7,0,2,0,0,15,14,58,28,48.3,44,13,29.5,0.75,14.5,1.24,-0.95
이승헌,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,2,0,0,,,,
스파크맨,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,8,0,0,,15,7,46.7,,,,
최영환,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,2,1,50,,,,
박세웅,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,11,0,0,,13,5,38.5,,,,
반즈,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,13,0,0,,25,14,56,,,,
스트레일리,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,0,0,,4,3,75,,,,
