name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
반즈,31,31,186.1,3.62,12,12,18,58.1,10,32.3,3,0,0,94,4.5,13,18,41.9,0,0,25,14,56,6.01,95,53.81,1.79,5.1
박세웅,28,28,157.1,3.89,10,11,13,46.4,4,14.3,6,0,0,92,5.3,11,15,42.3,0,0,13,5,38.5,5.62,92.82,50.86,0.52,3.31
이인복,26,23,121.1,4.15,8,9,8,34.8,1,4.3,9,0,0,71,5.3,12,11,52.2,0,0,19,5,26.3,5.28,83.91,47.22,0.8,2.96
스트레일리,11,11,62.1,2.31,4,2,6,54.5,1,9.1,4,0,0,41,5.9,7,4,63.6,0,0,4,3,75,5.67,94.73,56.18,1.04,2.15
나균안,39,13,71.1,4.16,3,6,6,46.2,3,23.1,2,0,0,49,6.2,5,8,38.5,0,0,18,6,33.3,5.49,89.15,50.23,0.37,1.64
스파크맨,19,19,84.2,5.31,2,4,5,26.3,0,0,8,0,0,37,3.9,9,9,50,0,0,15,7,46.7,4.46,81.68,46.11,-0.58,0.92
서준원,33,4,17,4.24,2,2,0,0,0,0,3,0,0,32,16.9,2,2,50,0,0,24,8,33.3,4.25,75,49.75,0.17,0.47
김진욱,14,12,45.2,6.31,2,5,2,16.7,1,8.3,3,0,0,16,3.2,5,7,41.7,0,0,13,6,46.2,3.81,73.5,46.08,-0.68,0.13
이민석,27,1,3.1,10.8,0,0,0,0,0,0,0,0,0,14,37.8,0,0,,0,0,17,8,47.1,3.33,81,31,-0.16,-0.1
최영환,1,1,2.2,20.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,50,2.67,60,18,-0.25,-0.2
이승헌,1,1,0.2,54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.67,34,28,-0.23,-0.21
김원중,43,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,4,0,0,,,,,
문경찬,38,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,4,2,50,,,,,
이강준,13,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,14,6,42.9,,,,,
김창훈,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
진명호,16,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,9,4,44.4,,,,,
최건,5,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,7,3,42.9,,,,,
김민기,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,1,1,100,,,,,
이대호,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
김유영,68,0,0,,0,0,0,,0,,0,0,0,44,,0,0,,0,0,44,13,29.5,,,,,
정성종,5,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
최준용,68,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,6,2,33.3,,,,,
강윤구,29,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,15,8,53.3,,,,,
구승민,73,0,0,,0,0,0,,0,,0,0,0,29,,0,0,,0,0,23,3,13,,,,,
나원탁,7,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,3,0,0,,,,,
진승현,10,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,6,2,33.3,,,,,
김대우,10,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,1,50,,,,,
조무근,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
김도규,55,0,0,,0,0,0,,0,,0,0,0,26,,0,0,,0,0,16,9,56.3,,,,,
