Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
김창훈,0.78,1,10.8,0,,0,25,0,25,0.5,66.7,5.4,5.4,5.4,5.02,0.78,0.95,2.4,4.62,127.44,105.9,18.51,0.375,0.375,0.5,0.875,30,30,18,3.75
강윤구,1.64,29,11.39,2.53,4.5,0,27.8,6.2,21.6,0.403,46.9,5.48,7.17,6.45,6.24,1.64,1.7,2.8,3.85,129.43,131.57,38.64,0.281,0.333,0.371,0.704,365,12.6,17.1,3.76
김원중,2.41,43,12.56,3.35,3.75,0.84,32.1,8.6,23.5,0.35,70,3.98,4.4,4.68,4.53,2.41,1.37,2.58,1.56,93.85,95.46,56.92,0.24,0.306,0.383,0.689,747,17.4,17.4,3.99
나균안,2.73,39,9.41,2.83,3.32,0.38,24.3,7.3,17,0.36,69.6,3.98,4.21,4.33,4.16,2.73,2.31,3.36,1.25,93.86,87.75,64.43,0.273,0.329,0.397,0.726,1961,50.3,16.7,3.88
박세웅,2.84,28,8.35,1.83,4.56,0.46,21.5,4.7,16.8,0.359,66.8,3.89,4.58,4.43,4.31,2.84,2.3,3.39,1.05,91.8,90.86,66.97,0.284,0.326,0.386,0.712,2599,92.8,16.5,3.83
구승민,2.91,73,11.18,5.08,2.2,0.44,29.3,13.3,16,0.299,79.5,2.9,2.9,3.48,3.43,2.91,2.39,3.48,0,68.52,72.33,68.56,0.205,0.315,0.29,0.605,1069,14.6,17.2,4.06
반즈,3.21,31,7.73,2.27,3.4,0.39,20.3,6,14.3,0.308,67,3.62,4.2,3.87,3.75,3.21,2.78,3.68,0.41,85.49,79.09,75.83,0.249,0.309,0.335,0.644,2945,95,15.8,3.74
김도규,3.38,55,7.94,3.35,2.37,0.35,20.6,8.7,11.9,0.313,66.2,3.71,4.59,4.38,4.34,3.38,3,3.97,0.32,87.46,91.49,79.82,0.25,0.327,0.333,0.66,875,15.9,17.2,4.01
스파크맨,3.68,19,9.46,4.57,2.07,0.64,23.1,11.1,11.9,0.379,65.4,5.31,5.85,5.47,5.28,3.68,2.91,3.97,1.63,125.43,111.25,86.94,0.291,0.377,0.393,0.77,1552,81.7,18.3,4.02
최준용,3.69,68,10.14,2.54,4,1.27,26.4,6.6,19.8,0.294,72,4.06,4.44,4.67,4.44,3.69,2.1,3.02,0.37,95.73,93.57,87.11,0.237,0.301,0.398,0.699,1122,16.5,15.8,3.7
정성종,3.76,5,10.39,8.31,1.25,0,23.8,19,4.8,0.333,50,4.15,8.31,8.31,7.73,3.76,3.8,4.83,0.39,98.03,162.93,88.76,0.235,0.381,0.294,0.675,89,17.8,20.5,4.24
이인복,3.78,26,5.05,2.13,2.37,0.43,13,5.5,7.5,0.339,69.3,4.19,4.48,4.28,4.06,3.78,3.29,4.5,0.41,98.93,85.51,89.17,0.303,0.343,0.386,0.729,2027,78,16,3.71
이대호,3.78,1,0,0,,0,0,0,0,0,,0,0,0,0,3.78,3.78,5.4,-3.78,0,0,89.3,0,0,0,0,4,4,12,4
스트레일리,3.93,11,7.94,3.18,2.5,0.72,21.2,8.5,12.7,0.288,77.3,2.31,3.47,3.24,3.18,3.93,3.05,3.88,-1.62,54.52,66.92,92.64,0.236,0.318,0.336,0.654,1042,94.7,16.7,4.01
서준원,3.95,33,6.75,3.45,1.96,0.45,17,8.7,8.3,0.333,68.5,4.8,4.8,4.51,4.26,3.95,3.42,4.4,0.85,113.28,89.78,93.24,0.278,0.355,0.368,0.723,1040,31.5,17.3,3.92
조무근,4.08,2,4.5,4.5,1,0,11.1,11.1,0,0.286,66.7,4.5,4.5,6.75,6.28,4.08,4.17,5.4,0.42,106.2,132.38,96.38,0.286,0.333,0.429,0.762,30,15,15,3.33
김대우,4.26,10,7.2,7.2,1,0,18.6,18.6,0,0.231,64.3,4.5,4.5,7.47,7.2,4.26,4.35,5.4,0.24,106.2,151.78,100.63,0.176,0.333,0.294,0.627,176,17.6,17.6,4.09
이민석,4.29,27,9.89,5.08,1.95,1.07,22.2,11.4,10.8,0.386,63.8,5.88,7.22,7.3,7,4.29,2.95,4.11,1.59,138.79,147.5,101.29,0.305,0.393,0.447,0.84,645,23.9,19.2,3.86
김유영,4.44,68,7.77,5.29,1.47,0.71,17.3,11.8,5.5,0.401,72,5.65,6,7.46,7.11,4.44,3.59,4.74,1.2,133.27,149.9,104.9,0.333,0.419,0.466,0.885,986,14.5,19.3,3.88
김진욱,4.55,14,10.03,6.75,1.49,0.58,22.9,15.4,7.5,0.32,61,6.36,6.94,6.41,6.26,4.55,3.86,4.5,1.81,150.2,132.04,107.46,0.244,0.386,0.352,0.738,904,64.6,19.4,3.98
문경찬,4.63,38,6.92,2.9,2.38,1.56,16.8,7.1,9.8,0.336,69.1,5.8,6.02,7.37,6.9,4.63,2.99,4.23,1.17,136.92,145.42,109.32,0.311,0.359,0.506,0.865,646,17,16,3.51
