Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
반즈,5.1,31,31,0,0,0,0,12,12,0,0,186.1,75,87,80.15,788,176,27,5,8,47,18,1,160,10,0,7,3.62,4.2,3.87,3.75,3.21,1.2
박세웅,3.31,28,28,0,0,0,0,10,11,0,0,157.1,68,80,77.45,679,179,32,4,8,32,8,1,146,12,0,8,3.89,4.58,4.43,4.31,2.84,1.34
이인복,3.02,26,23,3,0,0,0,9,9,0,1,126.2,59,63,60.25,547,153,22,1,6,30,4,0,71,6,0,4,4.19,4.48,4.28,4.06,3.78,1.44
나균안,2.49,39,13,26,1,0,0,3,8,0,2,117.2,52,55,56.55,506,125,36,3,5,37,3,1,123,2,0,6,3.98,4.21,4.33,4.16,2.73,1.38
스트레일리,2.15,11,11,0,0,0,0,4,2,0,0,62.1,16,24,22.45,260,54,8,0,5,22,6,0,55,4,0,2,2.31,3.47,3.24,3.18,3.93,1.22
구승민,1.8,73,0,73,9,0,0,2,4,0,26,62,20,20,23.95,263,46,8,1,3,35,1,4,77,0,0,7,2.9,2.9,3.48,3.43,2.91,1.31
최준용,1.12,68,0,68,30,0,0,3,4,14,6,71,32,35,36.85,303,63,13,0,10,20,6,3,80,5,0,4,4.06,4.44,4.67,4.44,3.69,1.17
서준원,1.11,33,4,29,6,0,0,3,3,0,2,60,32,32,30.05,265,65,10,1,3,23,5,0,45,4,0,2,4.8,4.8,4.51,4.26,3.95,1.47
스파크맨,0.92,19,19,0,0,0,0,2,4,0,0,84.2,50,55,51.5,386,97,14,1,6,43,4,1,89,8,0,5,5.31,5.85,5.47,5.28,3.68,1.65
김도규,0.85,55,0,55,11,0,0,4,4,3,8,51,21,26,24.8,218,48,8,1,2,19,4,2,45,2,0,3,3.71,4.59,4.38,4.34,3.38,1.31
김원중,0.62,43,0,43,27,0,0,2,3,17,2,43,19,21,22.35,187,40,10,1,4,16,0,3,60,4,0,3,3.98,4.4,4.68,4.53,2.41,1.3
김진욱,0.11,14,12,2,1,0,0,2,5,0,0,46.2,33,36,33.25,227,43,8,1,3,35,8,1,52,1,0,4,6.36,6.94,6.41,6.26,4.55,1.67
김창훈,0.02,1,0,1,0,0,0,0,0,0,0,1.2,1,1,1,8,3,1,0,0,0,0,0,2,0,0,0,5.4,5.4,5.4,5.02,0.78,1.8
이대호,0.01,1,0,1,0,0,0,0,0,0,1,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0
조무근,0.01,2,0,2,2,0,0,0,0,0,0,2,1,1,1.5,9,2,1,0,0,1,0,0,1,0,0,0,4.5,4.5,6.75,6.28,4.08,1.5
강윤구,-0.01,29,0,29,6,0,0,0,0,0,0,21.1,13,17,15.3,97,25,6,1,0,6,1,0,27,2,0,0,5.48,7.17,6.45,6.24,1.64,1.45
정성종,-0.03,5,0,5,4,0,0,0,0,0,0,4.1,2,4,4,21,4,1,0,0,4,0,0,5,1,0,0,4.15,8.31,8.31,7.73,3.76,1.85
김대우,-0.12,10,0,10,3,0,0,0,0,0,1,10,5,5,8.3,43,6,2,1,0,8,0,0,8,0,0,4,4.5,4.5,7.47,7.2,4.26,1.4
나원탁,-0.13,7,0,7,6,0,0,0,0,0,0,6,6,7,7,34,9,1,0,1,5,2,0,8,0,0,0,9,10.5,10.5,10.58,6.05,2.33
진명호,-0.14,16,0,16,4,0,0,0,0,0,0,16.1,11,12,12.9,80,23,4,0,1,9,2,0,11,1,0,1,6.06,6.61,7.11,7.1,4.92,1.96
이강준,-0.15,13,0,13,4,0,0,0,0,0,1,9.2,11,11,9.25,57,9,0,0,1,20,0,0,6,0,0,1,10.24,10.24,8.61,8.01,9.88,3
문경찬,-0.17,38,0,38,18,0,0,1,2,0,1,40.1,26,27,33.05,184,51,11,0,7,13,1,1,31,1,1,2,5.8,6.02,7.37,6.9,4.63,1.59
진승현,-0.2,10,0,10,3,0,0,0,0,0,0,9,9,9,9.2,48,12,2,0,2,7,1,0,11,1,0,1,9,9,9.2,8.6,6.13,2.11
최영환,-0.2,1,1,0,0,0,0,0,1,0,0,2.2,6,6,5.5,18,8,2,0,0,1,1,0,1,0,0,0,20.25,20.25,18.56,17.27,5.17,3.38
이승헌,-0.21,1,1,0,0,0,0,0,1,0,0,0.2,4,4,4,8,3,2,0,0,3,0,0,1,0,0,1,54,54,54,50.24,13.98,9
김민기,-0.24,1,0,1,0,0,0,0,0,0,0,0.2,5,5,5.35,8,6,2,0,1,1,0,0,0,0,0,0,67.5,67.5,72.23,67.2,26.28,10.5
최건,-0.3,5,0,5,1,0,0,0,0,0,0,2.1,6,8,6.45,20,7,3,0,0,6,0,0,3,0,0,0,23.14,30.86,24.88,23.65,8.54,5.57
이민석,-0.34,27,1,26,1,0,0,1,1,0,5,33.2,22,27,27.3,167,43,8,0,4,19,2,1,37,4,0,3,5.88,7.22,7.3,7,4.29,1.84
김유영,-0.95,68,0,68,7,0,0,6,2,0,13,51,32,34,42.3,254,73,15,1,4,30,3,2,44,1,0,4,5.65,6,7.46,7.11,4.44,2.02
