Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
켈리,5.89,30,30,0,0,0,0,13,8,0,0,177,62,64,63.15,744,160,25,0,12,60,11,3,142,7,1,7,3.15,3.25,3.21,3.38,3.76,1.24
수아레즈,4.72,23,22,1,0,0,0,10,2,0,0,115.1,28,33,33,473,91,16,2,4,41,4,0,126,6,0,2,2.18,2.58,2.58,2.75,2.66,1.14
정우영,2.72,70,0,70,6,0,0,7,3,2,27,65,16,16,19.6,263,43,9,0,0,26,8,1,41,3,0,2,2.22,2.22,2.71,2.83,3.76,1.06
고우석,2.63,63,0,63,61,0,0,1,5,30,0,58,14,15,16.9,240,47,10,1,3,23,3,5,68,1,0,1,2.17,2.33,2.62,2.75,2.63,1.21
이민호,2.37,25,22,3,0,0,0,8,9,0,0,115,55,58,54.75,477,89,17,0,13,45,14,1,100,3,0,6,4.3,4.54,4.28,4.52,4.53,1.17
김대유,2.01,64,0,64,3,0,0,4,1,0,24,50.2,12,13,15.1,209,32,1,0,2,15,9,0,56,2,0,2,2.13,2.31,2.68,2.83,2.94,0.93
임찬규,1.88,17,17,0,0,0,0,1,8,0,0,90.2,39,45,42.05,387,76,9,3,7,41,3,1,67,4,0,5,3.87,4.47,4.17,4.5,4.31,1.29
이정용,1.72,66,0,66,5,0,0,3,3,0,15,69.2,23,25,28.2,284,55,13,2,4,23,1,1,74,3,0,0,2.97,3.23,3.64,3.8,2.82,1.12
진해수,0.98,50,0,50,9,0,0,1,0,0,5,44.1,12,17,16.85,188,41,4,0,2,18,3,1,39,2,0,1,2.44,3.45,3.42,3.78,3.5,1.33
정찬헌,0.9,12,12,0,0,0,0,6,2,0,0,58,26,29,29,249,69,12,2,5,12,2,0,31,1,0,2,4.03,4.5,4.5,4.98,4.2,1.4
임준형,0.81,6,4,2,1,0,0,1,0,0,0,23,8,8,6.95,94,24,5,0,0,4,3,0,21,0,0,1,3.13,3.13,2.72,3.12,2.43,1.22
송은범,0.81,35,0,35,2,0,0,2,2,0,4,37.1,17,18,16.1,155,34,7,0,1,13,2,1,19,1,0,4,4.1,4.34,3.88,4.02,4.06,1.26
백승현,0.68,16,0,16,3,0,0,0,0,0,1,16.2,4,4,4.05,66,13,2,0,0,4,2,0,10,0,0,0,2.16,2.16,2.19,2.31,3.38,1.02
이상영,0.63,21,9,12,8,0,0,1,1,0,0,50,24,28,27.5,228,48,8,0,7,32,8,0,30,3,0,3,4.32,5.04,4.95,5.21,6.41,1.6
김윤식,0.61,35,3,32,0,0,0,7,4,0,1,66.2,33,37,37.55,301,65,9,2,3,36,6,2,56,3,2,0,4.46,5,5.07,5.35,4.11,1.52
최성훈,0.57,46,0,46,11,0,0,1,1,0,3,40.2,11,14,19.8,179,40,7,1,2,19,1,1,33,4,0,0,2.43,3.1,4.38,4.71,3.85,1.45
배재준,0.38,15,6,9,4,0,0,2,2,0,0,32.2,15,17,19.05,151,42,10,0,1,13,3,0,23,4,0,1,4.13,4.68,5.25,5.31,3.89,1.68
차우찬,0.33,5,5,0,0,0,0,2,1,0,0,22.1,13,14,12.45,99,16,3,0,2,13,3,0,12,2,0,0,5.24,5.64,5.02,5.1,5.71,1.3
함덕주,0.32,16,3,13,3,0,0,1,2,0,1,21,10,11,10,98,20,2,1,2,13,3,1,18,2,0,2,4.29,4.71,4.29,4.75,5.12,1.57
채지선,0.2,14,0,14,7,0,0,0,0,0,0,17.1,6,8,9.2,87,15,5,0,0,20,0,0,18,2,2,2,3.12,4.15,4.78,5.06,4.75,2.02
김지용,0.17,3,0,3,2,0,0,0,0,0,0,4,0,0,0,16,2,2,0,0,1,1,0,5,0,0,0,0,0,0,0,2.19,0.75
류원석,0.12,6,0,6,1,0,0,0,0,0,0,6,4,4,2.45,28,1,1,0,0,9,1,0,8,1,0,0,6,6,3.68,3.86,5.6,1.67
김진수,0.04,3,0,3,2,0,0,0,0,0,0,2.1,1,1,1,9,2,1,0,0,0,0,0,2,0,0,0,3.86,3.86,3.86,4.42,1.62,0.86
고효준,-0.01,3,0,3,0,0,0,0,0,0,0,2.1,1,1,1.5,10,3,0,1,0,0,0,0,1,0,0,0,3.86,3.86,5.79,6.63,2.7,1.29
최동환,-0.03,8,0,8,1,0,0,0,0,0,0,5.2,6,6,3.95,28,6,1,0,0,4,2,0,2,0,0,0,9.53,9.53,6.27,6.94,6.17,1.76
김태형,-0.04,2,0,2,0,0,0,0,0,0,0,1,3,3,1.45,6,0,0,0,0,2,1,0,1,0,0,0,27,27,13.05,12.36,10.57,2
오석주,-0.04,9,0,9,5,0,0,0,0,0,0,8.1,6,6,6.5,38,9,1,0,0,6,0,0,7,0,0,0,6.48,6.48,7.02,7.55,3.9,1.8
이상규,-0.06,7,0,7,4,0,0,0,0,0,0,6,6,6,5.65,29,8,2,0,1,2,1,0,4,1,0,0,9,9,8.48,8.73,5.63,1.67
이찬혁,-0.07,1,0,1,1,0,0,0,0,0,0,1,2,2,2,6,1,1,0,0,2,0,0,2,0,0,1,18,18,18,19.06,4.97,3
이우찬,-0.16,15,5,10,2,0,0,0,1,0,0,34,21,25,23.8,161,36,3,1,3,25,1,0,27,3,0,0,5.56,6.62,6.3,7.08,5.2,1.79
김대현,-0.33,4,0,4,2,0,0,0,0,0,0,3.2,5,8,7.15,23,7,4,0,2,3,1,0,4,1,0,0,12.27,19.64,17.55,17.98,10.91,2.73
손주영,-0.4,7,6,1,1,0,0,1,3,0,0,26.2,25,25,24.3,127,31,7,2,4,20,1,0,21,0,0,1,8.44,8.44,8.2,9.19,6.02,1.91
