Name	War	G	GS	GR	GF	CG	SHO	W	L	S	HD	IP	ER	R	Rra	TBF	H	2B	3B	HR	BB	HP	IB	SO	ROE	BK	wild pitch	ERA	RA9	rRA9	rRA9pf	FIP	WHIP
뷰캐넌	6.29	30	30	0	1	1	0	12	8	0	0	188	53	71	69.95	784	174	25	2	4	43	6	1	139	13	1	7	2.54	3.4	3.35	3.25	3.05	1.15
원태인	4.43	26	26	0	0	0	0	7	7	0	0	150	54	61	59.95	634	157	26	1	15	34	6	2	102	4	2	6	3.24	3.66	3.6	3.58	4.17	1.27
백정현	2.92	18	18	0	0	0	0	7	5	0	0	100.2	41	44	42.1	419	100	19	2	6	30	0	2	61	1	1	5	3.67	3.93	3.76	3.63	3.91	1.29
수아레즈	2.55	19	19	0	0	0	0	4	7	0	0	108	47	54	51.05	479	129	19	1	3	32	2	0	88	10	0	6	3.92	4.5	4.25	4.09	3.12	1.49
오승환	0.99	58	1	57	49	0	0	4	5	30	2	62.2	24	26	32	264	57	11	1	9	15	2	1	44	5	0	0	3.45	3.73	4.6	4.5	4.59	1.15
와이드너	0.94	10	9	1	0	0	0	3	3	0	0	53.1	27	30	28.8	236	61	9	0	3	17	3	0	42	4	0	2	4.56	5.06	4.86	4.63	3.71	1.46
이승현	0.69	60	0	60	8	0	0	4	4	0	14	60	24	29	32.45	264	68	12	1	5	15	0	1	42	5	0	2	3.6	4.35	4.87	4.78	3.81	1.38
이호성	0.65	5	2	3	1	0	0	1	0	0	0	17	5	5	5	71	11	4	1	1	10	0	0	11	1	0	1	2.65	2.65	2.65	2.47	4.76	1.24
김대우	0.39	44	5	39	5	0	0	0	2	0	4	64	32	37	39.9	277	66	9	1	7	22	3	1	49	3	0	1	4.5	5.2	5.61	5.47	4.4	1.38
이재익	0.29	51	0	51	5	0	0	1	3	0	11	41	18	19	24.5	181	46	5	1	3	17	0	3	26	3	0	3	3.95	4.17	5.38	5.2	4.27	1.54
문용익	0.28	14	0	14	7	0	0	1	0	0	0	13	6	6	5.5	59	8	1	0	0	12	2	0	12	0	0	5	4.15	4.15	3.81	3.62	4.88	1.54
우규민	0.27	56	0	56	4	0	0	3	1	0	13	43	23	25	25.25	188	55	9	0	3	5	3	0	28	1	0	0	4.81	5.23	5.28	5.16	3.63	1.4
이재희	0.15	2	1	1	0	0	0	0	0	0	0	8	3	3	3	33	4	1	0	1	5	0	0	5	0	0	1	3.38	3.38	3.38	3.52	5.71	1.13
홍원표	0.13	3	0	3	0	0	0	0	0	0	0	3.2	1	1	0.5	15	2	0	0	0	2	0	0	1	0	0	0	2.45	2.45	1.23	1.22	4.86	1.09
이승현	0.07	48	0	48	12	0	0	1	5	5	7	43.1	24	26	27.2	199	41	6	0	6	29	2	1	37	4	0	2	4.98	5.4	5.65	5.47	5.51	1.62
박권후	0.01	4	0	4	2	0	0	0	0	0	0	2.2	1	2	2	13	4	0	0	1	1	0	0	0	0	1	0	3.38	6.75	6.75	6.31	9.47	1.88
최채흥	-0.02	15	14	1	0	0	0	1	7	0	0	63.1	47	52	46.85	295	90	13	3	9	16	3	1	33	6	1	1	6.68	7.39	6.66	6.55	5.12	1.67
김서준	-0.03	8	1	7	5	0	0	0	1	0	1	7.2	6	6	5.15	39	9	2	0	0	6	2	0	2	0	0	3	7.04	7.04	6.05	5.8	6.43	1.96
황동재	-0.11	7	7	0	0	0	0	0	5	0	0	31.2	25	27	25.8	155	40	14	1	6	21	2	0	27	1	0	0	7.11	7.67	7.33	7.06	6.22	1.93
최충연	-0.12	7	0	7	3	0	0	0	0	0	0	9.1	5	8	9.05	47	10	1	0	3	7	3	0	8	1	1	0	4.82	7.71	8.73	8.31	8.85	1.82
김시현	-0.13	2	0	2	2	0	0	0	0	0	0	3	4	5	5	17	6	1	0	2	2	0	0	2	1	0	0	12	15	15	14.11	12.18	2.67
최지광	-0.13	22	0	22	4	0	0	2	0	0	1	17.1	10	10	13.75	82	17	2	0	4	9	1	0	18	1	0	0	5.19	5.19	7.14	6.69	5.79	1.5
박세웅	-0.15	2	0	2	0	0	0	0	0	0	0	0.2	2	2	2.35	6	1	0	0	1	3	0	0	1	0	0	0	27	27	31.73	29.85	31.9	6
허윤동	-0.3	7	1	6	3	0	0	0	1	0	0	10.2	12	12	12.7	60	16	7	0	0	12	0	0	8	1	0	0	10.13	10.13	10.72	10.64	5.46	2.63
노건우	-0.31	16	0	16	1	0	0	0	1	0	1	12.1	10	11	12.65	65	22	3	0	3	5	1	0	12	1	0	1	7.3	8.03	9.23	9.12	5.82	2.19
이상민	-0.31	23	0	23	4	0	0	2	1	0	1	18	17	17	15.3	83	32	3	1	2	3	0	0	17	0	0	0	8.5	8.5	7.65	7.29	3.33	1.94
장필준	-0.38	17	3	14	5	0	0	1	1	0	1	19.1	17	17	18.2	96	28	5	3	2	12	2	0	11	0	0	0	7.91	7.91	8.47	8.25	5.9	2.07
홍정우	-0.4	36	1	35	5	0	0	2	3	0	3	36	30	31	27.7	166	36	3	1	5	21	3	2	22	4	0	2	7.5	7.75	6.93	6.69	5.95	1.58
양창섭	-0.43	15	4	11	1	0	0	0	3	0	2	28.2	29	29	27.8	141	45	5	1	7	16	1	1	12	0	0	2	9.1	9.1	8.73	8.54	7.55	2.13
김태훈	-0.6	63	0	63	16	0	0	5	7	3	8	55.2	45	48	42.2	268	65	17	1	7	37	3	3	36	2	0	1	7.28	7.76	6.82	6.58	5.9	1.83
최하늘	-0.85	3	2	1	1	0	0	0	2	0	0	6.1	14	14	14.35	40	14	6	0	2	5	2	0	3	0	0	0	19.89	19.89	20.39	20.69	9.85	3
