Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
ºäÄ³³Í,6.29,30,30,0,1,1,0,12,8,0,0,188,53,71,69.95,784,174,25,2,4,43,6,1,139,13,1,7,2.54,3.4,3.35,3.25,3.05,1.15,6.65,2.06,3.23,0.19,17.7,5.5,12.2,0.291,70,2.85,3.93,-0.51,59.25,67.87,71.12,0.241,0.287,0.298,0.585,2984,99.5,15.9,3.81,21,70,12,40,3,2,0,94,4.5,17,13,56.7,0,0,5,2,40,6.27,99.47,56.67,2.95,6.29,0,0,0,0,0,0,0,0,,0,0,0,0,15,7,0,0,,5,2,40,,,,,0.291,584,56,4.5,36.4,40.9,3,1.4,1.6,9.8,1063,1031,969,913,1465,969
¿øÅÂÀÎ,4.43,26,26,0,0,0,0,7,7,0,0,150,54,61,59.95,634,157,26,1,15,34,6,2,102,4,2,6,3.24,3.66,3.6,3.58,4.17,1.27,6.12,2.04,3,0.9,16.1,5.4,10.7,0.301,77.3,3.06,4.11,-0.93,75.66,74.71,97.28,0.268,0.313,0.393,0.706,2521,97,16.8,3.98,17,65.4,5,19.2,4,1,0,74,4.4,12,13,48,0,2,9,2,22.2,5.77,96.96,52.62,1.76,4.43,0,0,0,0,0,0,0,0,,0,0,0,0,12,9,0,0,,9,2,22.2,,,,,0.301,472,40.2,5.3,51.2,56.5,3.3,0.7,5.4,8.3,1063,1031,969,913,1465,969
¹éÁ¤Çö,2.92,18,18,0,0,0,0,7,5,0,0,100.2,41,44,42.1,419,100,19,2,6,30,0,2,61,1,1,5,3.67,3.93,3.76,3.63,3.91,1.29,5.45,2.68,2.03,0.54,14.6,7.2,7.4,0.298,70.5,3.27,4.51,-0.24,85.59,75.8,91.21,0.264,0.316,0.372,0.688,1589,88.3,15.8,3.79,8,44.4,3,16.7,6,0,2,54,4.8,11,7,61.1,0,1,7,4,57.1,5.59,88.28,51.17,1.13,2.92,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,0,0,,7,4,57.1,,,,,0.298,315,48.2,5.8,44.2,50,1.8,1,3.7,7,1063,1031,969,913,1465,969
¼ö¾Æ·¹Áî,2.55,19,19,0,0,0,0,4,7,0,0,108,47,54,51.05,479,129,19,1,3,32,2,0,88,10,0,6,3.92,4.5,4.25,4.09,3.12,1.49,7.33,2.67,2.75,0.25,18.4,6.7,11.7,0.362,68.6,2.86,4,0.8,91.46,85.35,72.83,0.299,0.345,0.368,0.713,1881,99,17.4,3.93,10,52.6,6,31.6,3,1,0,74,6.2,7,12,36.8,3,0,7,5,71.4,5.68,99,49.37,0.63,2.55,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,0,0,,7,5,71.4,,,,,0.362,348,50.4,4.2,42.3,46.5,3.1,1.1,1.8,6.2,1063,1031,969,913,1465,969
¿À½ÂÈ¯,0.99,58,1,57,49,0,0,4,5,30,2,62.2,24,26,32,264,57,11,1,9,15,2,1,44,5,0,0,3.45,3.73,4.6,4.5,4.59,1.15,6.32,2.15,2.93,1.29,16.7,5.7,11,0.254,78.7,2.96,4.08,-1.15,80.49,93.79,107.29,0.238,0.286,0.404,0.69,1027,17.7,16.4,3.89,0,0,0,0,1,0,0,20,36,0,1,0,0,0,2,1,50,5,73,51,-0.02,0.06,12,1,12,30,2,4,0,4,88.9,3,1,2,0,22,13,28,12,42.9,2,1,50,1.01,16.74,1.66,0.93,0.254,189,47.8,4.9,46.3,51.2,1,0.9,8.7,8.8,1063,1031,969,913,1465,969
¿ÍÀÌµå³Ê,0.94,10,9,1,0,0,0,3,3,0,0,53.1,27,30,28.8,236,61,9,0,3,17,3,0,42,4,0,2,4.56,5.06,4.86,4.63,3.71,1.46,7.09,2.87,2.47,0.51,17.8,7.2,10.6,0.343,66.2,3.12,4.13,0.84,106.39,96.62,86.69,0.289,0.346,0.374,0.72,907,90.7,17,3.84,5,55.6,1,11.1,1,0,0,35,6.1,5,4,55.6,0,1,6,2,33.3,5.7,97.22,47.67,-0.01,0.9,0,0,1,0,0,0,0,0,,0,0,0,0,3,4,0,0,,6,2,33.3,2,32,0.97,0.04,0.343,169,46.6,6.3,45.4,51.7,1.7,0.9,3.3,9.8,1063,1031,969,913,1465,969
ÀÌ½ÂÇö60,0.69,60,0,60,8,0,0,4,4,0,14,60,24,29,32.45,264,68,12,1,5,15,0,1,42,5,0,2,3.6,4.35,4.87,4.78,3.81,1.38,6.3,2.25,2.8,0.75,15.9,5.7,10.2,0.317,71.1,2.91,4.17,-0.21,84.06,99.77,89.07,0.278,0.318,0.396,0.714,1077,18,18,4.08,0,,0,,0,0,0,31,,0,0,,0,0,22,5,22.7,,,,,,12,1,16,0,14,1,0,1,93.3,0,0,1,0,15,12,28,12,42.9,22,5,22.7,1,17.95,1.1,0.69,0.317,199,40.1,5.8,52.2,58,1.9,0.7,4.2,7.4,1063,1031,969,913,1465,969
ÀÌÈ£¼º,0.65,5,2,3,1,0,0,1,0,0,0,17,5,5,5,71,11,4,1,1,10,0,0,11,1,0,1,2.65,2.65,2.65,2.47,4.76,1.24,5.82,5.29,1.1,0.53,15.5,14.1,1.4,0.213,80,4.12,5.23,-2.11,61.81,51.42,111.04,0.19,0.304,0.345,0.649,272,54.4,16,3.83,0,0,0,0,2,0,1,7,6.3,1,1,50,0,0,0,0,,5,87,53.5,0.25,0.43,0,0,2,0,0,0,0,0,,0,0,0,0,1,1,0,0,,0,0,,2.33,32.67,0.41,0.22,0.213,47,44,0,52,52,4,0.8,3.8,9.1,1063,1031,969,913,1465,969
±è´ë¿ì,0.39,44,5,39,5,0,0,0,2,0,4,64,32,37,39.9,277,66,9,1,7,22,3,1,49,3,0,1,4.5,5.2,5.61,5.47,4.4,1.38,6.89,3.09,2.23,0.98,17.7,7.9,9.7,0.309,66.7,3.18,4.23,0.1,105.08,114.02,102.73,0.273,0.335,0.405,0.74,1083,24.6,16.9,3.91,0,0,0,0,2,0,0,27,11.6,2,3,40,1,1,15,5,33.3,4.2,71.6,45.2,-0.18,0.2,7,1,13,0,4,0,3,3,57.1,0,1,0,2,8,9,25,12,48,15,5,33.3,1.1,18.59,0.85,0.2,0.309,191,40.9,9.4,47.3,56.7,2.5,0.7,6.1,9.1,1063,1031,969,913,1465,969
ÀÌÀçÀÍ,0.29,51,0,51,5,0,0,1,3,0,11,41,18,19,24.5,181,46,5,1,3,17,0,3,26,3,0,3,3.95,4.17,5.38,5.2,4.27,1.54,5.71,3.73,1.53,0.66,14.4,9.4,5,0.326,74.6,3.46,4.8,-0.32,92.26,108.51,99.68,0.288,0.354,0.388,0.742,696,13.6,17,3.85,0,,0,,0,0,0,12,,0,0,,0,0,28,10,35.7,,,,,,19,1,7,0,11,1,0,1,91.7,0,1,0,0,9,12,31,19,61.3,28,10,35.7,0.8,13.65,0.92,0.29,0.326,132,58.7,3.6,37.7,41.3,0,1.4,5.3,10.9,1063,1031,969,913,1465,969
¹®¿ëÀÍ,0.28,14,0,14,7,0,0,1,0,0,0,13,6,6,5.5,59,8,1,0,0,12,2,0,12,0,0,5,4.15,4.15,3.81,3.62,4.88,1.54,8.31,8.31,1,0,20.3,20.3,0,0.25,72.7,4.92,5.4,-0.73,97,75.49,113.95,0.182,0.379,0.205,0.584,222,15.9,17.1,3.76,0,,0,,0,0,0,5,,0,0,,0,0,5,3,60,,,,,,3,0,2,0,0,0,0,0,,0,0,0,0,1,2,4,2,50,5,3,60,0.93,15.86,0.44,0.28,0.25,32,60.6,0,36.4,36.4,3,1.7,0,12.5,1063,1031,969,913,1465,969
¿ì±Ô¹Î,0.27,56,0,56,4,0,0,3,1,0,13,43,23,25,25.25,188,55,9,0,3,5,3,0,28,1,0,0,4.81,5.23,5.28,5.16,3.63,1.4,5.86,1.05,5.6,0.63,14.9,2.7,12.2,0.354,64.4,2.9,3.93,1.19,112.41,107.71,84.73,0.316,0.339,0.42,0.759,733,13.1,17,3.9,0,,0,,0,0,0,14,,0,0,,0,0,30,15,50,,,,,,8,1,7,0,13,2,0,2,86.7,0,2,0,0,14,11,39,16,41,30,15,50,0.77,13.09,1.33,0.27,0.354,147,33.6,9.9,54.6,64.5,2,0.5,3.1,7.3,1063,1031,969,913,1465,969
