name	G	GS	IP	ERA	W	L	QS	QS%	QS+	QS+%	QH	TL	CW	RS	RS9	start W	start L	W%	start BW	start BL	start BQ	start BQS	start BQS%	IP/GS	P/GS	AGS	starter waa	starter war
뷰캐넌	30	30	188	2.54	12	8	21	70	12	40	3	2	0	94	4.5	17	13	56.7	0	0	5	2	40	6.27	99.47	56.67	2.95	6.29
원태인	26	26	150	3.24	7	7	17	65.4	5	19.2	4	1	0	74	4.4	12	13	48	0	2	9	2	22.2	5.77	96.96	52.62	1.76	4.43
백정현	18	18	100.2	3.67	7	5	8	44.4	3	16.7	6	0	2	54	4.8	11	7	61.1	0	1	7	4	57.1	5.59	88.28	51.17	1.13	2.92
수아레즈	19	19	108	3.92	4	7	10	52.6	6	31.6	3	1	0	74	6.2	7	12	36.8	3	0	7	5	71.4	5.68	99	49.37	0.63	2.55
와이드너	10	9	51.1	4.56	2	3	5	55.6	1	11.1	1	0	0	35	6.1	5	4	55.6	0	1	6	2	33.3	5.7	97.22	47.67	-0.01	0.9
이호성	5	2	10	2.7	1	0	0	0	0	0	2	0	1	7	6.3	1	1	50	0	0	0	0		5	87	53.5	0.25	0.43
김대우	44	5	21	4.29	0	0	0	0	0	0	2	0	0	27	11.6	2	3	40	1	1	15	5	33.3	4.2	71.6	45.2	-0.18	0.2
오승환	58	1	5	5.4	0	1	0	0	0	0	1	0	0	20	36	0	1	0	0	0	2	1	50	5	73	51	-0.02	0.06
최채흥	15	14	62	6.53	1	7	2	14.3	0	0	3	0	0	38	5.5	3	11	21.4	0	1	11	10	90.9	4.43	81.71	39.57	-1.12	-0.02
이재희	2	1	4	6.75	0	0	0	0	0	0	1	0	0	5	11.3	1	0	100	0	0	0	0		4	78	46	-0.11	-0.04
홍정우	36	1	1.2	16.2	0	0	0	0	0	0	1	0	0	15	81	0	1	0	0	0	22	17	77.3	1.67	42	37	-0.09	-0.06
허윤동	7	1	3	12	0	1	0	0	0	0	0	0	0	6	18	0	1	0	0	0	4	0	0	3	58	31	-0.15	-0.09
황동재	7	7	31.2	7.11	0	5	0	0	0	0	4	0	0	8	2.3	0	7	0	0	0	5	2	40	4.52	91.29	39	-0.68	-0.11
장필준	17	3	6	12	0	1	0	0	0	0	2	0	0	8	12	1	2	33.3	0	0	3	2	66.7	2	45.67	38.33	-0.28	-0.17
김서준	8	1	1	45	0	1	0	0	0	0	0	0	0	6	54	0	1	0	0	0	3	3	100	1	48	22	-0.26	-0.25
최하늘	3	2	5.2	15.88	0	2	0	0	0	0	1	0	0	2	3.2	0	2	0	0	0	2	1	50	2.83	65	26	-0.44	-0.34
양창섭	15	4	16.1	12.12	0	3	0	0	0	0	2	0	0	17	9.4	1	3	25	0	0	5	3	60	4.08	83	25.25	-0.95	-0.66
문용익	14	0	0		0	0	0		0		0	0	0	5		0	0		0	0	5	3	60					
홍원표	3	0	0		0	0	0		0		0	0	0	2		0	0		0	0	1	1	100					
최충연	7	0	0		0	0	0		0		0	0	0	1		0	0		0	0	0	0						
이승현	48	0	0		0	0	0		0		0	0	0	10		0	0		0	0	21	7	33.3					
박권후	4	0	0		0	0	0		0		0	0	0	3		0	0		0	0	1	0	0					
우규민	56	0	0		0	0	0		0		0	0	0	14		0	0		0	0	30	15	50					
이상민	23	0	0		0	0	0		0		0	0	0	13		0	0		0	0	13	9	69.2					
김시현	2	0	0		0	0	0		0		0	0	0	0		0	0		0	0	0	0						
김태훈	63	0	0		0	0	0		0		0	0	0	35		0	0		0	0	39	17	43.6					
박세웅	2	0	0		0	0	0		0		0	0	0	0		0	0		0	0	2	0	0					
이승현	60	0	0		0	0	0		0		0	0	0	31		0	0		0	0	22	5	22.7					
최지광	22	0	0		0	0	0		0		0	0	0	11		0	0		0	0	13	1	7.7					
이재익	51	0	0		0	0	0		0		0	0	0	12		0	0		0	0	28	10	35.7					
노건우	16	0	0		0	0	0		0		0	0	0	9		0	0		0	0	8	3	37.5					
