name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
박준표,50,51.2,1.57,7,1,17,2,14,6,11,5,0,5,77.3,1,4,1,0,22,8,34,6,17.6,7,3,42.9,1.03,15.86,1.75,2.33
전상현,47,47.2,2.45,2,2,9,1,7,15,13,2,0,2,93.3,2,1,1,0,19,4,19,2,10.5,3,1,33.3,1.01,16.85,1.68,1.45
홍상삼,57,48,5.06,4,5,8,0,12,0,17,1,0,1,94.4,0,7,1,0,15,14,47,10,21.3,44,13,29.5,0.84,16.89,1.45,0.9
정해영,47,38.1,3.29,5,4,10,1,5,1,11,3,0,3,80,0,4,2,0,9,9,41,12,29.3,17,3,17.6,0.82,14.49,1.58,0.87
김기훈,15,26,4.5,0,0,4,0,6,0,1,0,0,0,100,0,1,0,0,2,6,9,4,44.4,10,1,10,1.73,30.6,0.32,0.35
문경찬,25,24,5.25,0,2,4,0,1,10,0,2,0,2,83.3,0,0,0,0,8,5,2,1,50,0,0,,0.96,15.2,1.5,0.22
박정수,7,7.1,3.68,0,0,0,0,3,0,1,0,0,0,100,0,0,0,0,1,1,6,0,0,1,1,100,1.05,16,0.46,0.2
홍건희,10,12,6,0,0,3,1,3,0,0,0,0,0,,0,0,0,0,0,2,5,1,20,1,1,100,1.2,18.7,0.87,0.07
황인준,3,4,4.5,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,1,50,0,0,,1.33,22.67,0.12,0.05
황윤호,1,0.1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,,0.33,4,,0.01
김승범,1,1,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,17,0.03,-0.01
이준영,48,23.2,5.32,0,2,15,3,0,0,13,2,0,2,86.7,0,4,2,0,11,12,50,15,30,26,9,34.6,0.49,10.25,1.37,-0.03
김재열,14,17.1,7.27,0,1,1,0,7,0,2,0,0,0,100,0,1,0,0,3,1,7,0,0,11,6,54.5,1.24,24.86,0.64,-0.04
서덕원,11,12.2,8.53,0,0,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,3,0,0,1.15,20.91,0.04,-0.04
변시원,4,5,3.6,1,0,1,0,2,0,0,0,0,0,,0,0,0,0,1,1,4,3,75,3,0,0,1.25,23.5,0.36,-0.09
남재현,8,15.2,4.02,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,1,6,4,66.7,1,0,0,1.96,39.25,0.39,-0.09
차명진,1,0.1,99.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3,3,100,0.33,24,0.01,-0.14
김현수,11,16.2,9.18,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,2,3,8,4,50,14,2,14.3,1.52,31.55,0.13,-0.33
김명찬,21,8.2,6.23,0,1,8,1,0,0,1,1,1,2,33.3,0,1,1,1,0,8,20,8,40,18,4,22.2,0.41,9.57,1.21,-0.37
김현준,15,14.1,12.56,1,0,3,0,3,0,1,0,0,0,100,0,0,0,0,2,0,7,3,42.9,6,4,66.7,0.96,19.53,0.46,-0.49
양승철,14,25,8.28,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,2,3,16,4,25,10,3,30,1.79,35,0.7,-0.52
박진태,12,18.2,13.02,0,0,1,0,5,0,0,0,0,0,,0,0,0,0,0,1,9,4,44.4,6,3,50,1.56,32,0.21,-0.64
고영창,48,58,6.83,1,1,9,0,13,1,2,0,0,0,100,0,0,0,0,3,5,37,20,54.1,21,4,19,1.21,19.08,0.56,-0.75
장현식,25,25,9,3,2,3,0,8,0,6,2,1,3,66.7,0,0,1,1,7,9,16,7,43.8,19,10,52.6,1,18.48,1.41,-1.02
임기영,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,13,0,0,,18,11,61.1,,,,
가뇽,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,12,0,0,,20,7,35,,,,
양현종,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,14,0,0,,24,13,54.2,,,,
이민우,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,15,0,0,,11,5,45.5,,,,
브룩스,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,4,0,0,,14,2,14.3,,,,
