Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
브룩스,7.18,23,23,0,1,1,1,11,4,0,0,151.1,42,43,42.15,586,131,18,0,4,24,3,0,130,8,1,3,2.5,2.56,2.51,2.56,2.72,1.02,7.73,1.43,5.42,0.24,22.2,4.1,18.1,0.302,75.7,2.46,3.23,-0.22,51.86,48.56,56.37,0.238,0.272,0.292,0.564,2218,96.4,14.7,3.79,16,69.6,9,39.1,4,0,0,95,5.7,15,8,65.2,0,0,14,2,14.3,6.58,96.43,60.26,4.48,7.18,0,0,0,0,0,0,0,0,,0,0,0,0,16,4,0,0,,14,2,14.3,,,,,0.302,420,66.9,2.6,29.1,31.7,1.4,2.1,2.9,16,,,,,,
양현종,3.9,31,31,0,0,0,0,11,10,0,0,172.1,90,99,92.85,746,180,40,4,13,64,5,0,149,6,0,7,4.7,5.17,4.85,4.74,3.97,1.42,7.78,3.34,2.33,0.68,20,8.6,11.4,0.33,64.9,3.18,4.03,0.73,97.58,89.77,82.47,0.271,0.338,0.402,0.74,2950,95.2,17.1,3.95,15,48.4,3,9.7,6,0,0,123,6.4,15,16,48.4,0,0,24,13,54.2,5.56,95.16,48.58,0.84,3.9,0,0,0,0,0,0,0,0,,0,0,0,0,13,14,0,0,,24,13,54.2,,,,,0.33,506,42.6,5.7,48.1,53.8,3.6,0.8,4.6,7.8,,,,,,
가뇽,3.83,28,28,0,0,0,0,11,8,0,0,159.2,77,86,82.6,702,162,33,8,7,64,9,0,141,9,0,13,4.34,4.85,4.66,4.61,3.73,1.42,7.95,3.61,2.2,0.4,20.1,9.1,11,0.326,66.2,3.3,4.08,0.61,90.11,87.31,77.36,0.264,0.338,0.378,0.716,2809,100.3,17.6,4,13,46.4,3,10.7,4,0,0,82,4.6,18,10,64.3,0,0,20,7,35,5.7,100.32,49.5,0.99,3.83,0,0,0,0,0,0,0,0,,0,0,0,0,11,12,0,0,,20,7,35,,,,,0.326,475,45.1,4.5,45.5,50,4.9,0.9,2.9,8,,,,,,
임기영,2.42,25,25,0,0,0,0,9,10,0,0,127.2,73,80,74.15,559,152,26,3,12,33,9,0,106,3,1,3,5.15,5.64,5.23,5.1,4.06,1.45,7.47,2.33,3.21,0.85,19,5.9,13.1,0.354,64.4,3.05,3.83,1.09,106.84,96.68,84.24,0.3,0.35,0.434,0.784,2224,89,17.4,3.98,7,28,1,4,8,0,0,83,5.9,13,12,52,0,0,18,11,61.1,5.11,88.96,46,0.15,2.42,0,0,0,0,0,0,0,0,,0,0,0,0,6,13,0,0,,18,11,61.1,,,,,0.354,395,42.6,6.6,47.7,54.3,3.2,0.8,5.4,3.3,,,,,,
박준표,2.33,50,0,50,15,0,0,7,1,6,11,51.2,9,16,17.55,205,41,3,0,3,8,0,2,44,6,0,2,1.57,2.79,3.06,3.01,2.92,0.95,7.67,1.39,5.5,0.52,21.5,3.9,17.6,0.257,73.3,2.3,3.29,-1.35,32.55,56.97,60.56,0.211,0.241,0.273,0.514,793,15.9,15.3,3.87,0,,0,,0,0,0,40,,0,0,,0,0,7,3,42.9,,,,,,17,2,14,6,11,5,0,5,77.3,1,4,1,0,22,8,34,6,17.6,7,3,42.9,1.03,15.86,1.75,2.33,0.257,148,61.4,7.2,29.4,36.6,2,1.7,5.4,12.2,,,,,,
전상현,1.45,47,0,47,24,0,0,2,2,15,13,47.2,13,21,21,198,35,6,1,4,22,0,0,64,4,0,2,2.45,3.97,3.97,4.01,3.07,1.2,12.08,4.15,2.91,0.76,32.3,11.1,21.2,0.295,70.6,2.17,2.85,-0.61,50.96,75.89,63.69,0.207,0.292,0.325,0.617,792,16.9,16.6,4,0,,0,,0,0,0,14,,0,0,,0,0,3,1,33.3,,,,,,9,1,7,15,13,2,0,2,93.3,2,1,1,0,19,4,19,2,10.5,3,1,33.3,1.01,16.85,1.68,1.45,0.295,105,33.9,5.4,58.9,64.3,1.8,0.5,5.6,2.9,,,,,,
홍상삼,0.9,57,0,57,4,0,0,4,5,0,17,48,27,27,26.3,229,32,11,0,5,54,3,0,61,0,0,8,5.06,5.06,4.93,4.81,5.74,1.79,11.44,10.13,1.13,0.94,26.6,23.6,3.1,0.257,75.6,4.57,5.03,-0.68,105.1,91.08,119.14,0.188,0.39,0.341,0.731,963,16.9,20.1,4.21,0,,0,,0,0,0,39,,0,0,,0,0,44,13,29.5,,,,,,8,0,12,0,17,1,0,1,94.4,0,7,1,0,15,14,47,10,21.3,44,13,29.5,0.84,16.89,1.45,0.9,0.257,105,49.5,6.3,42.3,48.6,1.8,1,9.3,9.4,,,,,,
정해영,0.87,47,0,47,14,0,0,5,4,1,11,38.1,14,15,18.9,172,41,5,1,2,24,2,2,32,1,0,7,3.29,3.52,4.44,4.53,4.47,1.7,7.51,5.64,1.33,0.47,18.6,14,4.7,0.365,81.3,3.95,4.84,-1.18,68.24,85.82,92.8,0.297,0.401,0.391,0.792,681,14.5,17.8,3.96,0,,0,,0,0,0,22,,0,0,,0,0,17,3,17.6,,,,,,10,1,5,1,11,3,0,3,80,0,4,2,0,9,9,41,12,29.3,17,3,17.6,0.82,14.49,1.58,0.87,0.365,107,45.6,2.6,49.1,51.8,2.6,0.9,3.4,7.3,,,,,,
김기훈,0.26,22,7,15,6,0,0,0,4,0,1,52,31,35,36.05,238,58,11,1,8,31,2,0,39,3,0,3,5.37,6.06,6.24,6.39,5.92,1.71,6.75,5.37,1.26,1.39,16.4,13,3.4,0.325,70,4.21,5,-0.55,111.39,121.07,122.86,0.293,0.389,0.48,0.869,1001,45.5,19.3,4.21,0,0,0,0,4,0,0,32,11.1,1,6,14.3,0,0,10,1,10,3.71,77.43,40.71,-0.55,-0.09,4,0,6,0,1,0,0,0,100,0,1,0,0,2,6,9,4,44.4,10,1,10,1.73,30.6,0.32,0.35,0.325,154,38,4.2,56,60.2,1.8,0.6,8,5.2,,,,,,
문경찬,0.22,25,0,25,20,0,0,0,2,10,0,24,14,15,15.35,109,29,5,1,6,6,2,0,26,0,0,0,5.25,5.63,5.76,5.55,5.3,1.46,9.75,2.25,4.33,2.25,23.9,5.5,18.3,0.333,75.9,2.46,3.2,-0.05,108.99,105.17,109.93,0.29,0.339,0.54,0.879,380,15.2,15.8,3.49,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,,4,0,1,10,0,2,0,2,83.3,0,0,0,0,8,5,2,1,50,0,0,,0.96,15.2,1.5,0.22,0.333,69,28,8,61.3,69.3,2.7,0.4,11.5,10.3,,,,,,
박정수,0.2,7,0,7,3,0,0,0,0,0,1,7.1,3,3,2.65,28,5,2,1,1,4,1,0,5,0,0,0,3.68,3.68,3.25,3.42,6.03,1.23,6.14,4.91,1.25,1.23,17.9,14.3,3.6,0.235,77.8,4.49,4.97,-2.35,76.44,64.7,125.12,0.217,0.357,0.522,0.879,112,16,15.3,4,0,,0,,0,0,0,5,,0,0,,0,0,1,1,100,,,,,,0,0,3,0,1,0,0,0,100,0,0,0,0,1,1,6,0,0,1,1,100,1.05,16,0.46,0.2,0.235,17,44.4,0,55.6,55.6,0,0.8,10,0,,,,,,
홍건희,0.07,10,0,10,7,0,0,0,0,0,0,12,8,8,8.15,48,11,2,2,3,2,0,0,9,0,0,0,6,6,6.11,5.99,5.61,1.08,6.75,1.5,4.5,2.25,18.8,4.2,14.6,0.242,55.6,2.74,3.65,0.39,124.56,113.41,116.5,0.244,0.277,0.578,0.855,187,18.7,15.6,3.9,0,,0,,0,0,0,5,,0,0,,0,0,1,1,100,,,,,,3,1,3,0,0,0,0,0,,0,0,0,0,0,2,5,1,20,1,1,100,1.2,18.7,0.87,0.07,0.242,33,45.9,2.7,48.6,51.4,2.7,0.9,15.8,0,,,,,,
황인준,0.05,3,0,3,2,0,0,0,0,0,0,4,2,2,2.5,18,6,1,0,1,2,0,0,1,0,0,0,4.5,4.5,5.63,5.41,7.9,2,2.25,4.5,0.5,2.25,5.6,11.1,-5.6,0.385,85.7,5.05,6.07,-3.4,93.42,102.5,163.91,0.4,0.471,0.667,1.138,68,22.7,17,3.78,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,1,50,0,0,,1.33,22.67,0.12,0.05,0.385,13,46.7,6.7,46.7,53.3,0,0.9,12.5,16.7,,,,,,
김현수,0.02,15,4,11,3,0,0,1,2,0,0,32.1,26,27,28.4,167,41,7,3,3,31,2,0,19,2,0,1,7.24,7.52,7.91,7.84,6.79,2.23,5.29,8.63,0.61,0.84,11.4,18.6,-7.2,0.346,67.1,5.84,6.26,0.44,150.25,148.6,141.05,0.313,0.448,0.481,0.929,622,41.5,19.2,3.72,0,0,0,0,2,0,0,9,5.2,2,2,50,0,0,14,2,14.3,3.92,68.75,46.25,0.07,0.35,0,0,5,0,0,0,0,0,,0,0,0,0,2,3,8,4,50,14,2,14.3,1.52,31.55,0.13,-0.33,0.346,110,33.9,7.8,56.5,64.3,1.7,0.5,4.1,0,,,,,,
황윤호,0.01,1,0,1,1,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,,4.19,5.4,-4,0,0,82.94,0,0,0,0,4,4,12,4,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,,0.33,4,,0.01,0,1,0,100,0,100,0,0,0,,,,,,,
김승범,-0.01,1,0,1,0,0,0,0,0,0,0,1,1,1,1,5,1,0,0,0,2,0,0,0,0,0,1,9,9,9,8.85,10.2,3,0,18,0,0,0,40,-40,0.333,66.7,10.32,10.2,-1.2,186.84,167.61,211.65,0.333,0.6,0.333,0.933,17,17,17,3.4,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,17,0.03,-0.01,0.333,3,33.3,0,66.7,66.7,0,0.5,0,0,,,,,,
이민우,-0.01,22,22,0,0,0,0,6,10,0,0,106,80,87,84.6,486,129,20,4,11,47,6,0,67,8,0,4,6.79,7.39,7.18,7.33,5.2,1.66,5.69,3.99,1.43,0.93,13.8,9.7,4.1,0.336,56.9,4.08,4.91,1.59,141.01,138.82,107.95,0.306,0.378,0.451,0.829,1831,83.2,17.3,3.77,6,27.3,2,9.1,4,0,0,67,5.7,8,14,36.4,0,0,11,5,45.5,4.82,83.23,40.73,-1.9,-0.01,0,0,0,0,0,0,0,0,,0,0,0,0,4,15,0,0,,11,5,45.5,,,,,0.336,351,45.4,5.5,45.1,50.5,4.1,0.9,5.9,8.5,,,,,,
이준영,-0.03,48,0,48,1,0,0,0,2,0,13,23.2,14,14,17.05,113,31,5,1,1,13,0,0,22,1,0,3,5.32,5.32,6.48,6.38,3.88,1.86,8.37,4.94,1.69,0.38,19.5,11.5,8,0.395,69.8,3.5,4.44,1.45,110.53,120.9,80.48,0.313,0.393,0.414,0.807,492,10.3,20.8,4.35,0,,0,,0,0,0,7,,0,0,,0,0,26,9,34.6,,,,,,15,3,0,0,13,2,0,2,86.7,0,4,2,0,11,12,50,15,30,26,9,34.6,0.49,10.25,1.37,-0.03,0.395,76,38.5,1.3,57.7,59,2.6,0.7,2.2,12.9,,,,,,
김재열,-0.04,14,0,14,3,0,0,0,1,0,2,17.1,14,16,12.75,89,23,6,0,3,12,3,1,13,1,0,0,7.27,8.31,6.62,7.04,6.68,2.02,6.75,6.23,1.08,1.56,14.6,13.5,1.1,0.351,64.7,4.76,5.27,0.59,150.91,133.29,138.75,0.319,0.432,0.528,0.96,348,24.9,20.1,3.91,0,,0,,0,0,0,4,,0,0,,0,0,11,6,54.5,,,,,,1,0,7,0,2,0,0,0,100,0,1,0,0,3,1,7,0,0,11,6,54.5,1.24,24.86,0.64,-0.04,0.351,57,41,6.6,52.5,59,0,0.7,8.3,4.3,,,,,,
서덕원,-0.04,11,0,11,8,0,0,0,0,0,0,12.2,12,12,12,59,14,2,0,5,4,3,0,6,0,0,1,8.53,8.53,8.53,8.32,9.22,1.42,4.26,2.84,1.5,3.55,10.2,6.8,3.4,0.22,64.3,4.7,4.99,-0.7,177.01,157.56,191.44,0.275,0.356,0.608,0.964,230,20.9,18.2,3.9,0,,0,,0,0,0,6,,0,0,,0,0,3,0,0,,,,,,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,3,0,0,1.15,20.91,0.04,-0.04,0.22,41,26.1,15.2,58.7,73.9,0,0.4,14.7,0,,,,,,
