Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
브룩스,7.18,23,23,0,1,1,1,11,4,0,0,151.1,42,43,42.15,586,131,18,0,4,24,3,0,130,8,1,3,2.5,2.56,2.51,2.56,2.72,1.02
양현종,3.9,31,31,0,0,0,0,11,10,0,0,172.1,90,99,92.85,746,180,40,4,13,64,5,0,149,6,0,7,4.7,5.17,4.85,4.74,3.97,1.42
가뇽,3.83,28,28,0,0,0,0,11,8,0,0,159.2,77,86,82.6,702,162,33,8,7,64,9,0,141,9,0,13,4.34,4.85,4.66,4.61,3.73,1.42
임기영,2.42,25,25,0,0,0,0,9,10,0,0,127.2,73,80,74.15,559,152,26,3,12,33,9,0,106,3,1,3,5.15,5.64,5.23,5.1,4.06,1.45
박준표,2.33,50,0,50,15,0,0,7,1,6,11,51.2,9,16,17.55,205,41,3,0,3,8,0,2,44,6,0,2,1.57,2.79,3.06,3.01,2.92,0.95
전상현,1.45,47,0,47,24,0,0,2,2,15,13,47.2,13,21,21,198,35,6,1,4,22,0,0,64,4,0,2,2.45,3.97,3.97,4.01,3.07,1.2
홍상삼,0.9,57,0,57,4,0,0,4,5,0,17,48,27,27,26.3,229,32,11,0,5,54,3,0,61,0,0,8,5.06,5.06,4.93,4.81,5.74,1.79
정해영,0.87,47,0,47,14,0,0,5,4,1,11,38.1,14,15,18.9,172,41,5,1,2,24,2,2,32,1,0,7,3.29,3.52,4.44,4.53,4.47,1.7
김기훈,0.26,22,7,15,6,0,0,0,4,0,1,52,31,35,36.05,238,58,11,1,8,31,2,0,39,3,0,3,5.37,6.06,6.24,6.39,5.92,1.71
문경찬,0.22,25,0,25,20,0,0,0,2,10,0,24,14,15,15.35,109,29,5,1,6,6,2,0,26,0,0,0,5.25,5.63,5.76,5.55,5.3,1.46
박정수,0.2,7,0,7,3,0,0,0,0,0,1,7.1,3,3,2.65,28,5,2,1,1,4,1,0,5,0,0,0,3.68,3.68,3.25,3.42,6.03,1.23
홍건희,0.07,10,0,10,7,0,0,0,0,0,0,12,8,8,8.15,48,11,2,2,3,2,0,0,9,0,0,0,6,6,6.11,5.99,5.61,1.08
황인준,0.05,3,0,3,2,0,0,0,0,0,0,4,2,2,2.5,18,6,1,0,1,2,0,0,1,0,0,0,4.5,4.5,5.63,5.41,7.9,2
김현수,0.02,15,4,11,3,0,0,1,2,0,0,32.1,26,27,28.4,167,41,7,3,3,31,2,0,19,2,0,1,7.24,7.52,7.91,7.84,6.79,2.23
황윤호,0.01,1,0,1,1,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
김승범,-0.01,1,0,1,0,0,0,0,0,0,0,1,1,1,1,5,1,0,0,0,2,0,0,0,0,0,1,9,9,9,8.85,10.2,3
이민우,-0.01,22,22,0,0,0,0,6,10,0,0,106,80,87,84.6,486,129,20,4,11,47,6,0,67,8,0,4,6.79,7.39,7.18,7.33,5.2,1.66
이준영,-0.03,48,0,48,1,0,0,0,2,0,13,23.2,14,14,17.05,113,31,5,1,1,13,0,0,22,1,0,3,5.32,5.32,6.48,6.38,3.88,1.86
김재열,-0.04,14,0,14,3,0,0,0,1,0,2,17.1,14,16,12.75,89,23,6,0,3,12,3,1,13,1,0,0,7.27,8.31,6.62,7.04,6.68,2.02
서덕원,-0.04,11,0,11,8,0,0,0,0,0,0,12.2,12,12,12,59,14,2,0,5,4,3,0,6,0,0,1,8.53,8.53,8.53,8.32,9.22,1.42
변시원,-0.09,4,0,4,0,0,0,1,0,0,0,5,2,4,5.55,25,8,1,0,0,3,0,0,1,1,0,0,3.6,7.2,9.99,9.55,5.36,2.2
남재현,-0.09,8,0,8,5,0,0,0,0,0,0,15.2,7,12,14.25,79,20,5,1,1,11,1,0,8,3,0,0,4.02,6.89,8.19,7.83,5.85,1.98
차명진,-0.14,1,0,1,0,0,0,0,0,0,0,0.1,5,5,3.45,6,3,0,0,0,0,2,0,0,0,0,0,99.99,99.99,93.15,87.66,22.6,9
김명찬,-0.37,21,0,21,3,0,0,0,1,0,1,8.2,6,7,9.4,54,13,3,0,2,12,2,0,11,1,0,4,6.23,7.27,9.76,10.08,8.58,2.88
양승철,-0.44,15,1,14,2,0,0,0,0,0,0,28.2,25,26,26.35,144,41,9,0,4,24,3,0,13,2,0,3,7.85,8.16,8.27,8.51,7.44,2.27
김현준,-0.49,15,0,15,4,0,0,1,0,0,1,14.1,20,20,19.35,76,20,5,2,2,13,1,1,12,0,0,0,12.56,12.56,12.15,11.47,6.37,2.3
박진태,-0.64,12,0,12,4,0,0,0,0,0,0,18.2,27,27,27.35,105,32,7,0,9,16,4,0,14,1,0,0,13.02,13.02,13.19,12.72,11.18,2.57
고영창,-0.75,48,0,48,12,0,0,1,1,1,2,58,44,46,53.85,275,88,19,0,3,17,5,2,23,5,2,6,6.83,7.14,8.36,8.45,4.74,1.81
장현식,-1.6,28,3,25,2,0,0,3,4,0,6,31.1,39,41,39.45,159,52,13,1,7,16,2,0,22,1,0,8,11.2,11.78,11.33,11.63,6.68,2.17
