Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
장민재,0.74,26,0,26,9,0,0,1,1,0,0,29,10,10,12.75,138,46,7,0,2,7,1,0,17,0,0,5,3.1,3.1,3.96,3.88,4.41,1.83,5.28,2.17,2.43,0.62,12.3,5.1,7.2,0.404,86.3,3.73,4.53,-1.31,62.78,71.21,90.66,0.362,0.397,0.465,0.862,509,19.6,17.6,3.69,0,,0,,0,0,0,11,,0,0,,0,0,6,1,16.7,,,,,,5,0,8,0,0,0,1,1,0,0,0,0,0,3,3,16,7,43.8,6,1,16.7,1.12,19.58,0.58,0.74,0.404,109,39.8,2.7,52.2,54.9,5.3,0.7,3.2,13
김서현,0.71,37,0,37,5,0,0,1,2,0,10,38.1,16,20,20.15,178,31,6,2,0,32,4,0,43,2,0,3,3.76,4.7,4.73,4.93,4.31,1.64,10.1,7.51,1.34,0,24.2,18,6.2,0.316,70.1,4.39,4.66,-0.55,76,90.35,88.53,0.22,0.379,0.291,0.67,699,18.9,18.2,3.93,0,,0,,0,0,0,39,,0,0,,0,0,15,6,40,,,,,,6,0,8,0,10,1,0,1,90.9,0,0,0,0,8,7,20,6,30,15,6,40,1.04,18.89,1,0.71,0.316,98,47.5,7.1,42.4,49.5,3,1,0,0
김민우,0.62,3,3,0,0,0,0,1,0,0,0,12.1,3,3,3,49,7,0,0,2,6,0,0,13,1,0,0,2.19,2.19,2.19,2.44,5,1.05,9.49,4.38,2.17,1.46,26.5,12.2,14.3,0.179,100,3.17,3.69,-2.81,44.29,44.71,102.84,0.163,0.265,0.302,0.567,186,62,15.1,3.8,1,33.3,1,33.3,2,0,0,7,5.1,1,2,33.3,0,0,1,0,0,4.11,62,58.67,0.41,0.62,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,1,0,0,,,,,0.179,28,36.7,13.3,46.7,60,3.3,0.6,11.1,28.6
이상규,0.48,21,3,18,4,0,0,1,4,0,0,32,20,20,18.95,149,39,7,1,5,15,1,1,27,0,0,1,5.63,5.63,5.33,5.29,5.4,1.69,7.59,4.22,1.8,1.41,18.1,10.1,8.1,0.343,72.9,3.66,4.43,0.22,113.8,97.08,111.07,0.298,0.374,0.481,0.855,614,29.2,19.2,4.12,0,0,0,0,2,0,0,8,9.4,0,3,0,0,0,7,3,42.9,2.56,53.67,36.67,-0.2,-0.06,3,0,10,0,0,1,0,1,0,0,0,0,0,1,6,6,1,16.7,7,3,42.9,1.35,25.17,0.74,0.54,0.343,99,39.6,13.2,41.5,54.7,5.7,0.7,8.6,7.7
김기중,0.33,27,11,16,4,0,0,5,4,0,0,59,43,44,42.6,286,83,12,1,8,27,6,0,39,2,0,2,6.56,6.71,6.5,6.56,5.89,1.86,5.95,4.12,1.44,1.22,13.6,9.4,4.2,0.366,68.6,4.4,4.9,0.67,132.7,120.28,121.18,0.333,0.407,0.486,0.893,1090,40.4,18.5,3.81,1,9.1,0,0,7,0,0,49,11.7,6,5,54.5,0,0,18,2,11.1,3.42,64.91,39.91,-0.78,-0.11,3,0,7,0,0,0,0,0,,0,0,0,0,7,10,4,0,0,18,2,11.1,1.33,23.5,0.64,0.44,0.366,205,44.4,7,43.9,50.9,4.7,0.9,7.3,8.4
장시환,0.28,30,0,30,2,0,0,2,2,0,2,33.1,19,27,22.05,156,34,6,1,3,22,1,0,28,5,0,0,5.13,7.29,5.95,5.96,5.31,1.68,7.56,5.94,1.27,0.81,17.9,14.1,3.8,0.313,56.6,4.33,4.94,-0.18,103.78,109.39,109.15,0.266,0.373,0.398,0.771,640,21.3,19.2,4.1,0,,0,,0,0,0,24,,0,0,,0,0,13,9,69.2,,,,,,4,0,9,0,2,0,0,0,100,0,0,0,0,5,6,8,0,0,13,9,69.2,1.11,21.33,0.76,0.28,0.313,99,54.3,2.9,40,42.9,2.9,1.3,6.7,11.8
페냐,0.26,9,9,0,0,0,0,3,5,0,0,37.1,26,28,27.3,171,41,6,0,6,20,0,0,29,1,0,1,6.27,6.75,6.58,6.62,5.83,1.63,6.99,4.82,1.45,1.45,17,11.7,5.3,0.302,62.3,4.04,4.77,0.44,126.8,121.49,119.87,0.275,0.357,0.436,0.793,702,78,18.8,4.11,2,22.2,0,0,3,0,0,25,6,3,6,33.3,0,0,2,1,50,4.15,78,43.67,-0.41,0.26,0,0,0,0,0,0,0,0,,0,0,0,0,4,5,0,0,,2,1,50,,,,,0.302,116,37.7,3.3,54.1,57.4,4.9,0.7,8.6,4.9
김승일,0.12,3,0,3,1,0,0,0,0,0,0,3,1,1,0.3,13,4,1,0,0,0,1,0,2,0,0,1,3,3,0.9,0.9,3.57,1.33,6,0,,0,15.4,0,15.4,0.4,80,3.76,3.55,-0.57,60.69,16.48,73.31,0.333,0.385,0.417,0.802,54,18,18,4.15,0,,0,,0,0,0,0,,0,0,,0,0,2,1,50,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,50,1,18,0.22,0.12,0.4,10,10,0,90,90,0,0.1,0,0
남지민,0.12,2,0,2,1,0,0,0,0,0,0,4,0,0,1.2,17,2,1,0,0,2,1,0,3,0,0,1,0,0,2.7,2.7,4.65,1,6.75,4.5,1.5,0,17.6,11.8,5.9,0.182,100,4.78,4.69,-4.65,0,49.44,95.58,0.143,0.294,0.214,0.508,70,35,17.5,4.12,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,4,2,50,0,0,,2,35,0.13,0.12,0.182,11,18.2,0,72.7,72.7,9.1,0.3,0,0
김범수,0.08,39,0,39,6,0,0,0,0,0,4,34,20,20,25.1,157,33,2,0,11,20,5,1,38,2,0,3,5.29,5.29,6.64,6.53,7.44,1.56,10.06,5.29,1.9,2.91,24.2,12.7,11.5,0.268,88.4,3.68,4.02,-2.15,107.1,119.73,153.03,0.254,0.372,0.523,0.895,669,17.2,19.7,4.26,0,,0,,0,0,0,16,,0,0,,0,0,17,1,5.9,,,,,,6,0,5,0,4,1,1,2,66.7,0,2,1,1,7,7,16,11,68.8,17,1,5.9,0.87,17.15,0.97,0.08,0.268,82,48.9,3.2,45.7,48.9,2.1,1,23.9,6.1
김규연,0.01,58,1,57,12,0,0,1,0,0,4,59,46,50,46.95,270,66,10,1,6,28,4,1,40,3,0,3,7.02,7.63,7.16,7.05,5.4,1.59,6.1,4.27,1.43,0.92,14.8,10.4,4.4,0.321,53.3,4.29,4.87,1.62,141.96,129.32,110.93,0.287,0.37,0.417,0.787,1029,17.7,17.4,3.81,0,0,0,0,1,0,0,24,100,0,1,0,0,0,28,15,53.6,1,24,35,-0.17,-0.15,17,0,14,0,4,1,1,2,66.7,0,1,0,0,5,9,30,9,30,28,15,53.6,1.02,17.63,0.56,0.16,0.321,187,48.5,3,43.4,46.5,5.1,1,6.5,10.6
조동욱,0,21,8,13,6,0,0,1,2,0,0,41,29,34,35.9,198,57,10,0,5,14,6,0,32,3,1,1,6.37,7.46,7.88,7.68,5.21,1.73,7.02,3.07,2.29,1.1,16.2,7.1,9.1,0.374,61.4,3.89,4.31,1.15,128.78,140.8,107.14,0.331,0.393,0.477,0.87,754,35.9,18.4,3.81,1,12.5,0,0,4,0,0,33,10.7,3,4,42.9,0,0,10,2,20,3.46,60.63,42.5,-0.34,0.15,2,0,2,0,0,0,0,0,,0,0,0,0,2,6,8,5,62.5,10,2,20,1.03,20.69,0.26,-0.15,0.374,139,39.7,4.8,48.6,53.4,6.8,0.7,6.4,5.3
배민서,-0.08,1,0,1,0,0,0,0,0,0,0,1.2,3,3,3,11,4,1,0,0,3,0,0,1,0,0,0,16.2,16.2,16.2,16.17,8.28,4.2,5.4,16.2,0.33,0,9.1,27.3,-18.2,0.571,57.1,8.36,7.58,7.92,327.73,296.64,170.21,0.5,0.636,0.625,1.261,41,41,24.6,3.73,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,0,0,1.67,41,0.09,-0.08,0.571,7,71.4,0,28.6,28.6,0,2.5,0,0
김도빈,-0.11,1,1,0,0,0,0,0,1,0,0,0.1,2,2,2,5,1,0,0,0,3,0,0,1,0,0,0,54,54,54,54,24.6,12,27,81,0.33,0,20,60,-40,1,50,24.8,10.2,29.4,1092.44,990.53,505.74,0.5,0.8,0.5,1.3,20,20,60,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0.33,20,39,-0.12,-0.11,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,2,0,0,,,,,1,1,0,0,100,100,0,0,0,0
이충호,-0.12,3,0,3,0,0,0,0,0,0,0,2.1,1,1,3.05,13,4,1,0,0,3,0,0,3,0,0,0,3.86,3.86,11.76,11.02,4.97,3,11.57,11.57,1,0,23.1,23.1,0,0.571,85.7,5.06,5.4,-1.11,78.03,202.14,102.19,0.4,0.538,0.5,1.038,45,15,19.3,3.46,0,,0,,0,0,0,0,,0,0,,0,0,3,0,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,7,4,57.1,3,0,0,0.78,15,1.24,-0.12,0.571,7,57.1,0,42.9,42.9,0,1.3,0,0
장지수,-0.14,13,0,13,7,0,0,0,0,0,0,14,17,18,14.75,75,23,5,2,0,10,2,2,11,1,0,2,10.93,11.57,9.48,9.15,4.45,2.36,7.07,6.43,1.1,0,14.7,13.3,1.3,0.442,48.6,4.59,5.24,6.48,221.09,167.82,91.47,0.365,0.467,0.508,0.975,284,21.8,20.3,3.79,0,,0,,0,0,0,2,,0,0,,0,0,7,6,85.7,,,,,,1,0,3,0,0,0,0,0,,0,0,0,0,0,1,3,0,0,7,6,85.7,1.08,21.85,0.22,-0.14,0.442,52,42.3,5.8,50,55.8,1.9,0.8,0,4.3
윤대경,-0.26,7,0,7,1,0,0,0,0,0,0,7.2,9,9,10.2,40,10,3,0,1,6,1,1,7,0,0,0,10.57,10.57,11.97,11.77,6.3,2.09,8.22,7.04,1.17,1.17,17.5,15,2.5,0.36,50,4.93,5.1,4.27,213.74,215.91,129.51,0.345,0.425,0.552,0.977,149,21.3,19.4,3.73,0,,0,,0,0,0,3,,0,0,,0,0,3,1,33.3,,,,,,1,0,2,0,0,0,0,0,,0,0,0,0,0,1,4,3,75,3,1,33.3,1.1,21.29,0.47,-0.26,0.36,25,19.2,0,80.8,80.8,0,0.2,4.8,0
이태양,-0.5,10,1,9,3,0,0,0,2,0,0,9.1,12,13,14.2,48,17,3,0,4,2,0,0,2,1,0,0,11.57,12.54,13.69,13.89,9.43,2.04,1.93,1.93,1,3.86,4.2,4.2,0,0.325,46.2,4.49,5.4,2.14,234.09,254.86,193.83,0.37,0.396,0.696,1.092,180,18,19.3,3.75,0,0,0,0,0,0,0,8,100,0,1,0,0,0,2,0,0,0.67,34,19,-0.31,-0.3,0,0,2,0,0,0,0,0,,0,0,0,0,0,2,4,2,50,2,0,0,0.96,16.22,0.66,-0.2,0.325,40,43.2,4.5,47.7,52.3,4.5,0.8,17.4,5.9
한승주,-0.95,18,0,18,6,0,0,0,2,0,0,22,28,31,30.15,120,45,6,1,2,10,3,0,14,2,0,1,11.45,12.68,12.33,12.5,5.52,2.5,5.73,4.09,1.4,0.82,11.7,8.3,3.3,0.483,49.1,4.57,5,5.93,231.73,229.2,113.53,0.433,0.492,0.567,1.059,457,25.4,20.8,3.81,0,,0,,0,0,0,9,,0,0,,0,0,5,3,60,,,,,,4,0,8,0,0,0,0,0,,0,0,0,0,1,3,13,1,7.7,5,3,60,1.22,25.39,0.57,-0.95,0.483,89,51.6,2.2,44.1,46.2,2.2,1.1,4.7,8.9
정우람,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,4.2,99.99,,,,,0,0,0,1,100,4.2,5.4,-4.2,0,0,86.33,1,1,1,2,4,4,,4,0,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,0,4,48,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,,,,,1,1,100,0,0,0,0,,,0
