Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
류현진,4.44,28,28,0,0,0,0,10,8,0,0,158.1,68,78,76.95,679,182,22,1,12,33,3,0,135,10,0,1,3.87,4.43,4.37,4.41,3.67,1.36,7.67,1.88,4.09,0.68,19.9,4.9,15,0.346,69.7,2.87,3.6,0.19,78.2,80.84,75.54,0.287,0.323,0.381,0.704,2599,92.8,16.4,3.83,16,57.1,5,17.9,3,0,0,96,5.5,16,11,59.3,0,0,5,2,40,5.65,92.82,50.54,1.62,4.44,0,0,0,0,0,0,0,0,,0,0,0,0,16,10,0,0,,5,2,40,,,,,0.346,492,51.4,4.7,40,44.7,3.9,1.1,5.3,12.1
주현상,3.13,65,0,65,51,0,0,8,4,23,2,71.1,21,22,24.75,267,52,8,2,9,8,1,0,64,0,0,1,2.65,2.78,3.12,3.09,3.85,0.84,8.08,1.01,8,1.14,24,3,21,0.238,81.3,2.46,2.88,-1.2,53.6,56.66,79.13,0.206,0.232,0.36,0.592,1074,16.5,15.1,4.02,0,,0,,0,0,0,19,,0,0,,0,0,5,1,20,,,,,,15,0,18,23,2,6,0,6,80.6,2,0,1,0,28,9,31,6,19.4,5,1,20,1.1,16.52,1.57,3.13,0.238,181,32,11.3,53.1,64.4,3.6,0.5,7.2,7.7
와이스,2.92,16,16,0,0,0,0,5,5,0,0,91.2,38,43,41.95,384,77,13,5,8,29,3,0,98,7,0,6,3.73,4.22,4.12,4.06,3.65,1.16,9.62,2.85,3.38,0.79,25.5,7.6,18,0.284,67.3,2.7,3.24,0.08,75.48,74.5,74.98,0.223,0.286,0.358,0.644,1463,91.4,16,3.81,11,68.8,3,18.8,2,0,0,51,5,8,8,50,0,0,11,2,18.2,5.73,91.44,55.25,1.29,2.92,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,0,0,,11,2,18.2,,,,,0.284,243,49.6,5.9,41.7,47.6,2.8,1,6.6,7.8
문동주,1.77,21,21,0,0,0,0,7,7,0,0,111.1,64,71,69.6,502,148,25,3,14,38,4,1,96,4,1,8,5.17,5.74,5.63,5.61,4.71,1.67,7.76,3.07,2.53,1.13,19.1,7.6,11.6,0.388,70,3.32,4.01,0.46,104.67,102.99,96.82,0.327,0.382,0.488,0.87,1899,90.4,17.1,3.78,7,33.3,2,9.5,5,0,0,83,6.7,11,10,52.4,0,0,5,2,40,5.3,90.43,44.29,-0.21,1.77,0,0,0,0,0,0,0,0,,0,0,0,0,7,13,0,0,,5,2,40,,,,,0.388,345,48.9,4.1,45.1,49.2,1.9,1,7.8,8.8
바리아,1.69,20,19,1,0,0,0,6,7,0,0,92.2,53,58,56.6,405,114,20,1,10,18,0,0,83,7,0,6,5.15,5.63,5.5,5.39,3.85,1.42,8.06,1.75,4.61,0.97,20.5,4.4,16,0.357,62.7,2.67,3.47,1.3,104.14,98.92,79.08,0.299,0.328,0.436,0.764,1602,80.1,17.3,3.96,3,15.8,0,0,7,0,0,52,5.3,11,8,57.9,0,0,9,2,22.2,4.61,80.26,45.95,-0.12,1.43,0,0,1,0,0,0,0,0,,0,0,0,0,8,10,1,0,0,9,2,22.2,5,77,1.44,0.26,0.357,291,46.5,5.6,44.2,49.8,3.6,0.9,6.6,7
산체스,1.48,11,11,0,0,0,0,2,3,0,0,53.1,25,28,25.8,245,60,9,1,2,21,10,1,56,4,1,2,4.22,4.73,4.35,4.43,3.82,1.52,9.45,3.54,2.67,0.34,22.9,8.6,14.3,0.374,71.6,3.47,3.69,0.4,85.35,81.35,78.58,0.283,0.373,0.363,0.736,960,87.3,18,3.92,2,18.2,1,9.1,6,0,0,26,4.4,4,7,36.4,0,0,11,5,45.5,4.85,87.27,49,0.53,1.48,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,0,0,,11,5,45.5,,,,,0.374,155,52.5,7,39.2,46.2,1.3,1.1,2.7,5
황준서,1.24,36,11,25,6,0,0,2,8,0,1,72,43,44,44.05,341,80,16,0,9,51,5,0,70,1,1,3,5.38,5.5,5.51,5.42,5.67,1.82,8.75,6.38,1.37,1.13,20.5,15,5.6,0.348,74.8,4.29,4.73,-0.29,108.74,99.51,116.51,0.287,0.401,0.441,0.842,1412,39.2,19.6,4.14,1,9.1,0,0,7,0,0,45,8.4,3,8,27.3,0,0,19,7,36.8,4.36,83.45,46.91,0.34,1.2,3,0,5,0,1,0,1,1,50,0,0,0,1,4,8,13,7,53.8,19,7,36.8,0.96,19.76,0.52,0.05,0.348,204,41.4,6,49.8,55.8,2.8,0.7,7.5,11.3
박상원,1.11,65,0,65,9,0,0,3,3,2,16,66.2,34,38,38.25,278,57,18,0,2,22,7,0,65,3,0,8,4.59,5.13,5.16,5.12,3.47,1.19,8.78,2.97,2.95,0.27,23.4,7.9,15.5,0.304,57.8,3.19,3.54,1.12,92.86,93.93,71.28,0.232,0.31,0.329,0.639,1115,17.2,16.7,4.01,0,,0,,0,0,0,37,,0,0,,0,0,21,12,57.1,,,,,,15,0,13,2,16,2,2,4,81.8,0,2,0,2,18,10,30,11,36.7,21,12,57.1,1.03,17.15,1.12,1.11,0.304,181,50.5,4.9,41.3,46.2,3.3,1.1,2.4,3.5
이민우,0.99,64,0,64,7,0,0,2,1,1,10,55,23,25,31.35,235,56,10,2,5,23,1,0,49,2,0,1,3.76,4.09,5.13,4.97,4.41,1.44,8.02,3.76,2.13,0.82,20.9,9.8,11.1,0.333,75.3,3.42,4.07,-0.64,76.14,91.21,90.59,0.277,0.346,0.421,0.767,989,15.5,18,4.21,0,,0,,0,0,0,39,,0,0,,0,0,15,2,13.3,,,,,,12,0,8,1,10,2,0,2,84.6,1,0,2,0,12,12,40,15,37.5,15,2,13.3,0.86,15.45,1.07,0.99,0.333,153,45.7,6.8,43.8,50.6,3.7,0.9,6.1,5.4
한승혁,0.94,70,0,70,4,0,0,5,5,0,19,62.2,35,39,37.1,289,63,7,1,2,38,6,2,64,2,0,6,5.03,5.6,5.33,5.27,4.2,1.61,9.19,5.46,1.68,0.29,22.1,13.1,9,0.347,65.4,3.91,4.32,0.82,101.69,96.76,86.4,0.264,0.374,0.326,0.7,1210,17.3,19.3,4.19,0,,0,,0,0,0,39,,0,0,,0,0,33,16,48.5,,,,,,14,0,9,0,19,5,0,5,79.2,0,3,2,0,18,15,25,12,48,33,16,48.5,0.9,17.29,1.19,0.94,0.347,176,51.9,5,39.2,44.2,3.9,1.2,2.5,14.3
