Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
김도윤,0,1,0,0,100,100,0,0,0,
유재유,0.182,11,30.8,0,69.2,69.2,0,0.4,22.2,0
문대원,0.2,5,16.7,0,66.7,66.7,16.7,0.3,25,0
이현승,0.238,63,39.1,4.7,51.6,56.3,4.7,0.7,2.8,12.5
최세창,0.25,4,50,0,50,50,0,1,0,0
이형범,0.25,8,75,0,25,25,0,3,0,0
이승진,0.266,143,43,2.7,52.3,55,2,0.8,3.7,7.3
권휘,0.267,60,45.9,8.2,42.6,50.8,3.3,0.9,0,0
곽빈,0.281,253,31.3,9.7,56.3,66,2.6,0.5,4,5.1
최원준,0.295,492,34.1,6.6,56.3,63,2.9,0.5,4.6,3.1
이영하,0.301,239,52.2,3.6,41.5,45.1,2.8,1.2,7.9,3.7
김민규,0.302,182,35.6,7.9,52.9,60.7,3.7,0.6,7.8,9.4
미란다,0.305,406,37.1,7.1,53.6,60.7,2.1,0.6,4.3,11.9
김명신,0.307,215,51.3,2.2,42.9,45.1,3.5,1.1,5.9,5.6
장원준,0.312,61,59.7,4.5,34.3,38.8,1.5,1.5,3.8,10
박소준,0.32,206,41.6,4.8,50.7,55.5,2.9,0.8,2.6,7.2
최승용,0.327,52,35.7,5.4,55.4,60.7,3.6,0.6,8.8,0
김강률,0.327,159,49.1,6.1,43.6,49.7,1.2,1,2.5,11.1
홍건희,0.328,189,51.5,5.2,43.3,48.5,0,1.1,3.2,9.2
윤명준,0.336,149,46.8,5.7,46.2,51.9,1.3,0.9,3.7,7.5
박웅,0.343,35,65.7,0,34.3,34.3,0,1.9,0,8.3
박치국,0.346,55,65.1,6.3,28.6,34.9,0,1.9,9.1,19
현도훈,0.348,23,41.7,0,58.3,58.3,0,0.7,7.1,0
로켓,0.349,364,60.4,3.5,34.8,38.2,1.3,1.6,3.5,7.6
남호,0.375,8,50,0,50,50,0,1,0,0
이교훈,0.379,29,35.5,0,64.5,64.5,0,0.6,10,7.7
유희관,0.387,251,40.2,1.9,54.5,56.4,3.4,0.7,6.7,11.2
조제영,0.395,43,38.6,2.3,50,52.3,9.1,0.7,4.3,0
박정수,0.396,48,45.1,5.9,47.1,52.9,2,0.9,11.1,13.6
고봉재,0.571,7,25,0,62.5,62.5,12.5,0.4,20,20
