Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
다카하시,3.28,7,11.29,2.95,3.83,0.98,27.4,7.1,20.2,0.416,71.4,4.91,5.4,5.4,5.4,3.28,2.08,2.97,1.63,110.47,110.39,73.84,0.309,0.371,0.416,0.787,661,94.4,18,3.93
브룩스,3.29,13,6.35,1.85,3.44,0.46,16.5,4.8,11.7,0.349,73.1,3.35,3.92,3.7,3.77,3.29,2.76,3.99,0.06,75.3,77.11,74.03,0.298,0.332,0.381,0.713,1219,93.8,15.6,3.66
박건우,3.33,3,9,3,3,0,27.3,9.1,18.2,0.333,100,0,0,0,0,3.33,3.41,3.22,-3.33,0,0,75.01,0.222,0.364,0.222,0.586,46,15.3,15.3,4.18
한승혁,3.54,8,6.47,3.8,1.7,0,16.5,9.7,6.8,0.343,59.5,4.56,5.7,5.51,5.53,3.54,3.62,4.58,1.02,102.69,112.93,79.72,0.281,0.363,0.36,0.723,404,50.5,17.1,3.92
최정용,3.77,1,0,0,,0,0,0,0,0.5,100,0,0,41.85,44.31,3.77,4.11,5.4,-3.77,0,905.35,84.76,0.5,0.5,1.5,2,10,10,30,5
황윤호,3.77,1,0,0,,0,0,0,0,0.5,50,0,13.5,22.95,21.79,3.77,3.94,5.4,-3.77,0,445.19,84.76,0.5,0.5,0.5,1,20,20,30,5
멩덴,3.9,21,7.8,2.63,2.97,0.9,20.7,7,13.7,0.285,73.3,3.6,3.97,3.9,3.95,3.9,2.81,3.75,-0.3,81.01,80.73,87.78,0.242,0.305,0.371,0.676,1977,94.1,16.5,3.94
임기영,3.96,28,7.59,2.65,2.87,0.88,19.5,6.8,12.7,0.307,66.3,4.88,5,4.64,4.54,3.96,2.89,3.88,0.92,109.86,92.84,89.12,0.262,0.322,0.39,0.712,2522,90.1,16.5,3.81
이의리,3.96,19,8.84,5.32,1.66,0.57,23,13.9,9.2,0.259,71.4,3.61,3.99,3.9,3.79,3.96,3.29,4.3,-0.35,81.29,77.45,89.21,0.204,0.318,0.29,0.608,1643,86.5,17.4,4.07
장현식,4.06,69,9.39,4.93,1.9,0.82,23.8,12.5,11.3,0.305,82.4,3.29,3.29,3.45,3.48,4.06,3.07,4.04,-0.78,73.96,71.01,91.45,0.238,0.34,0.344,0.684,1307,18.9,17,3.89
정해영,4.27,64,6.75,3.86,1.75,0.69,18,10.3,7.7,0.242,85.1,2.2,2.48,3.14,3.1,4.27,3.45,4.47,-2.07,49.6,63.32,96.16,0.21,0.302,0.318,0.62,1094,17.1,16.7,4.02
이준영,4.51,50,6.56,4.79,1.37,0.76,16.4,11.9,4.4,0.248,53.3,5.55,6.31,6.23,6.47,4.51,3.58,4.87,1.04,124.92,132.26,101.48,0.221,0.312,0.324,0.636,645,12.9,18.1,4.06
전상현,4.57,15,5.54,4.15,1.33,0.69,13.6,10.2,3.4,0.326,75,3.46,4.15,3.57,3.6,4.57,3.8,4.99,-1.11,77.89,73.63,102.94,0.288,0.362,0.404,0.766,247,16.5,19,4.19
고영창,4.72,24,2.31,3.86,0.6,0,5.6,9.3,-3.7,0.337,54.8,5.79,7.33,7.08,6.92,4.72,4.8,5.84,1.07,130.19,141.42,106.17,0.316,0.393,0.379,0.772,412,17.2,17.7,3.81
홍상삼,5.18,49,8.25,4.75,1.74,1.5,20.6,11.9,8.8,0.276,76.6,4.75,4.75,6.55,6.49,5.18,3.31,4.35,-0.43,106.89,132.51,116.58,0.248,0.346,0.451,0.797,606,12.4,16.8,3.79
윤중현,5.46,30,3.59,3.38,1.06,0.76,8.8,8.3,0.5,0.295,73,3.92,4.79,4.64,4.76,5.46,4.54,5.34,-1.54,88.19,97.26,122.95,0.284,0.368,0.378,0.746,1415,47.2,17.1,3.79
박진태,5.47,59,6.23,4.99,1.25,0.83,14.8,11.8,3,0.305,67,5.95,6.09,6.22,6.12,5.47,4.46,5.05,0.48,133.98,125.12,123.12,0.272,0.386,0.384,0.77,1261,21.4,19.4,4.13
김현준,5.66,19,8.7,5.49,1.58,1.83,22.9,14.5,8.4,0.244,66.7,5.49,5.95,5.4,5.19,5.66,3.35,4.39,-0.17,123.57,106.04,127.44,0.221,0.338,0.412,0.75,367,19.3,18.7,4.42
서덕원,5.81,24,6.61,3.86,1.71,1.93,16.2,9.5,6.8,0.287,55,7.44,7.71,8,7.84,5.81,3.39,4.59,1.63,167.39,160.19,130.71,0.277,0.342,0.515,0.857,620,25.8,19,4.19
김재열,5.93,24,4.96,4.96,1,1.1,11.8,11.8,0,0.233,72.7,3.86,4.96,5.39,5.45,5.93,4.6,5.4,-2.08,86.79,111.36,133.53,0.231,0.34,0.364,0.704,568,23.7,17.4,3.74
박준표,5.99,32,5.06,4.78,1.06,0.84,11.4,10.8,0.6,0.358,68.8,5.91,6.75,6.33,6.37,5.99,4.98,5.32,-0.09,132.9,130.21,134.9,0.326,0.436,0.481,0.917,571,17.8,17.8,3.61
이민우,6.17,16,4.42,4.9,0.9,1.26,10.2,11.3,-1.1,0.345,59.2,8.05,8.37,8.09,8.28,6.17,4.6,5.53,1.89,181.2,169.17,138.77,0.329,0.415,0.506,0.921,1039,64.9,18.2,3.78
장민기,6.3,21,8.49,11.19,0.76,0.39,19.3,25.4,-6.1,0.214,77.8,3.47,4.24,5.69,5.51,6.3,5.9,6.14,-2.83,78.12,112.57,141.85,0.169,0.411,0.273,0.684,496,23.6,21.3,4.35
