Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
김광현,0.301,505,46.2,5.2,46.7,51.9,1.9,0.9,4.1,7.4
오원석,0.316,466,47.3,7.9,43.4,51.2,1.5,0.9,4.5,7.6
엘리아스,0.318,402,43.8,6.7,46.9,53.6,2.6,0.8,5.4,7.9
맥카티,0.31,368,45.1,5.2,45.9,51.2,3.7,0.9,5.1,8.1
문승원,0.353,357,51.2,4.3,43.4,47.7,1.1,1.1,6.7,8
노경은,0.307,241,44,4.4,46.8,51.2,4.8,0.9,3.1,5.1
박종훈,0.292,236,53.8,6.1,37.7,43.7,2.4,1.2,7.4,11.7
서진용,0.299,201,51.9,4.3,41.3,45.7,2.4,1.1,3.2,6.3
최민준,0.352,193,49.8,3.4,42.4,45.9,4.4,1.1,7.4,6.7
이로운,0.341,176,43,4.8,51.1,55.9,1.1,0.8,6.7,7.5
고효준,0.317,145,40.4,6.6,49.7,56.3,3.3,0.7,3.5,10.2
송영진,0.303,142,53.7,4,41.6,45.6,0.7,1.2,4.4,10.9
백승건,0.296,115,37.9,6.5,52.4,58.9,3.2,0.6,9.6,4.9
이건욱,0.287,108,37.8,6.3,49.5,55.9,6.3,0.7,0,0
임준섭,0.41,105,57.8,0,38.5,38.5,3.7,1.5,2.4,0
신헌민,0.391,46,37.5,12.5,43.8,56.3,6.3,0.7,3.7,5.3
박민호,0.35,40,32.5,7.5,60,67.5,0,0.5,0,7.1
조성훈,0.417,24,37.5,8.3,54.2,62.5,0,0.6,0,10
정성곤,0.375,16,36.8,0,63.2,63.2,0,0.6,16.7,0
이기순,0.25,8,22.2,22.2,55.6,77.8,0,0.3,14.3,0
서상준,0.2,5,60,0,20,20,20,3,0,100
서동민,0,2,0,0,100,100,0,0,0,
한두솔,0.5,2,0,0,100,100,0,0,0,0
김주온,1,2,50,0,50,50,0,1,0,0
김주한,1,1,0,0,100,100,0,0,50,0
