Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
맥카티,3.63,24,8.03,3.12,2.58,0.69,21.4,8.3,13.1,0.31,71.8,3.39,4.02,3.93,3.85,3.63,2.78,3.83,-0.24,79.76,80.87,85.36,0.252,0.315,0.36,0.675,2246,93.6,17.3,4.14
박민호,3.78,10,3.6,0.9,4,0,8.5,2.1,6.4,0.35,82.4,0.9,2.7,2.7,2.7,3.78,3.9,4.63,-2.88,21.16,56.66,88.85,0.318,0.362,0.341,0.703,167,16.7,16.7,3.55
노경은,3.81,76,7.05,3.9,1.81,0.43,18.2,10.1,8.1,0.307,75.9,3.58,3.58,3.95,3.92,3.81,3.3,4.43,-0.23,84.13,82.41,89.57,0.253,0.337,0.347,0.684,1396,18.4,16.8,3.91
이건욱,4.01,27,7.22,5.82,1.24,0,18.3,14.8,3.6,0.287,77.6,2.09,3.03,3.89,3.76,4.01,4.08,4.97,-1.91,49.25,78.91,94.27,0.228,0.349,0.279,0.628,716,26.5,18.5,4.24
고효준,4.03,73,10.24,6.52,1.57,0.47,25.2,16,9.2,0.317,70,4.5,4.81,4.62,4.48,4.03,3.47,4.3,0.47,105.8,94.1,94.64,0.232,0.363,0.289,0.652,1214,16.6,20.9,4.63
엘리아스,4.09,22,6.37,2.26,2.82,0.82,17,6,10.9,0.318,74.7,3.7,3.97,3.89,3.78,4.09,3.07,4.09,-0.39,87,79.35,96.09,0.278,0.328,0.397,0.725,2123,96.5,16.2,3.87
임준섭,4.12,41,7.16,5.24,1.37,0.28,16.8,12.3,4.5,0.41,61.9,5.79,6.89,6.65,6.58,4.12,3.81,4.86,1.66,136.03,138.12,96.91,0.336,0.421,0.405,0.826,666,16.2,20.4,4.3
김광현,4.19,30,6.36,3.74,1.7,0.59,16.7,9.8,6.9,0.301,72.7,3.53,4.01,3.89,3.89,4.19,3.48,4.58,-0.66,82.96,81.78,98.41,0.261,0.332,0.362,0.694,2798,93.3,16.6,3.92
서진용,4.27,69,7.89,6.04,1.31,0.37,19.7,15.1,4.6,0.299,83.9,2.59,2.71,2.8,2.8,4.27,3.84,4.85,-1.68,60.87,58.74,100.39,0.239,0.361,0.295,0.656,1259,18.2,17.2,3.87
신헌민,4.47,11,6,4.5,1.33,0.75,12.9,9.7,3.2,0.391,62.5,6,7.5,7.76,7.28,4.47,3.57,5.01,1.53,141.07,152.95,105,0.345,0.41,0.509,0.919,237,21.5,19.8,3.82
