Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
이로운,4.65,50,8.12,4.53,1.79,1.09,19.4,10.8,8.6,0.341,66.7,5.62,6.09,6.41,6.16,4.65,3.29,4.37,0.97,132.1,129.42,109.38,0.289,0.366,0.444,0.81,1107,22.1,19.2,4.13
최민준,4.68,53,5.55,2.85,1.95,1.05,14.1,7.3,6.9,0.352,77.6,4.2,4.35,5.21,5.1,4.68,3.36,4.58,-0.48,98.75,107.14,109.98,0.319,0.37,0.468,0.838,1025,19.3,17.1,3.91
송영진,4.76,17,7.23,5.89,1.23,0.57,17.3,14.1,3.2,0.303,58.7,5.7,6.65,6.59,6.5,4.76,4.07,5.02,0.95,134.11,136.57,111.86,0.257,0.366,0.369,0.735,871,51.2,18.4,3.96
문승원,4.84,50,5.57,3,1.86,1.03,13.6,7.3,6.3,0.353,69.1,5.23,5.74,5.52,5.34,4.84,3.56,4.65,0.39,122.93,112.06,113.86,0.319,0.377,0.47,0.847,1793,35.9,17.1,3.74
오원석,4.9,28,5.48,4.29,1.28,0.68,13.6,10.6,2.9,0.316,65.2,5.23,5.72,5.49,5.31,4.9,4.08,5.05,0.32,122.86,111.6,115.32,0.283,0.367,0.389,0.756,2564,91.6,17.7,3.96
한두솔,5.05,1,18,9,2,0,33.3,16.7,16.7,0.5,66.7,9,9,9,8.57,5.05,5.14,3.4,3.95,211.6,180.08,118.71,0.25,0.5,0.75,1.25,26,26,26,4.33
조성훈,5.08,2,5.14,5.14,1,0,11.8,11.8,0,0.417,68.8,6.43,6.43,6.43,6.12,5.08,5.17,5.4,1.35,151.14,128.63,119.39,0.357,0.471,0.393,0.864,137,68.5,19.6,4.03
백승건,5.52,25,6.87,4.03,1.71,1.66,17.1,10,7.1,0.296,70.8,4.97,5.68,5.15,5.01,5.52,3.41,4.55,-0.55,116.94,105.31,129.79,0.273,0.345,0.447,0.792,656,26.2,17.3,3.86
박종훈,6.35,18,6.3,6.75,0.93,0.9,14.7,15.7,-1,0.292,68.3,6.19,6.41,6.37,6.1,6.35,5.22,5.53,-0.16,145.48,128.11,149.31,0.26,0.412,0.392,0.804,1587,88.2,19.8,4.15
서상준,7.85,2,13.5,22.5,0.6,0,23.1,38.5,-15.4,0.2,50,0,13.5,13.5,12.38,7.85,7.87,7.25,-7.85,0,259.97,184.55,0.125,0.462,0.125,0.587,55,27.5,27.5,4.23
이기순,9.45,2,9,12,0.75,3,18.8,25,-6.3,0.25,66.7,9,9,9,8.57,9.45,5.59,6.15,-0.45,211.6,180.08,222.16,0.273,0.438,0.545,0.983,63,31.5,21,3.94
서동민,10.65,2,9,27,0.33,0,16.7,50,-33.3,0,100,0,0,0,0,10.65,10.74,9.4,-10.65,0,0,250.38,0,0.5,0,0.5,23,11.5,23,3.83
정성곤,12.62,6,6.23,14.54,0.43,4.15,10.3,24.1,-13.8,0.375,50,10.38,18.69,20.46,19.23,12.62,7.25,7.06,-2.23,244.15,403.87,296.67,0.381,0.536,0.81,1.346,122,20.3,28.2,4.21
김주온,14.95,1,27,27,1,0,20,20,0,1,25,81,81,58.05,63.4,14.95,15.08,5.4,66.05,1904.39,1331.51,351.47,0.667,0.8,0.667,1.467,14,14,42,2.8
김주한,15003.8,1,,,0,,0,33.3,-33.3,1,0,99.99,99.99,85.64,81.82,15003.8,3192.45,9.4,-14903.81,2350.87,1718.22,352756,1,1,2.5,3.5,16,16,,5.33
