Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
김광현,4.19,30,30,0,0,0,0,9,8,0,0,168.1,66,75,72.75,713,163,30,0,11,70,2,0,119,9,0,5,3.53,4.01,3.89,3.89,4.19,1.38
엘리아스,3.36,22,21,1,1,0,0,8,6,0,0,131.1,54,58,56.8,548,140,22,1,12,33,6,1,93,5,0,0,3.7,3.97,3.89,3.78,4.09,1.32
맥카티,3.3,24,24,0,0,0,0,9,5,0,0,130,49,58,56.8,543,124,19,2,10,45,1,0,116,6,1,4,3.39,4.02,3.93,3.85,3.63,1.3
서진용,2.96,69,0,69,61,0,0,5,4,42,0,73,21,22,22.7,325,63,6,0,3,49,4,6,64,1,0,5,2.59,2.71,2.8,2.8,4.27,1.53
노경은,1.89,76,0,76,6,0,0,9,5,2,30,83,33,33,36.45,357,78,13,2,4,36,4,5,65,4,0,8,3.58,3.58,3.95,3.92,3.81,1.37
오원석,1.41,28,27,1,1,1,0,8,10,0,0,144.2,84,92,88.25,648,158,22,2,11,69,9,0,88,10,0,11,5.23,5.72,5.49,5.31,4.9,1.57
문승원,0.84,50,12,38,4,0,0,5,8,1,9,105,61,67,64.45,479,138,27,1,12,35,6,1,65,8,0,3,5.23,5.74,5.52,5.34,4.84,1.65
고효준,0.82,73,0,73,7,0,0,4,1,0,13,58,29,31,29.8,262,49,3,0,3,42,3,0,66,3,0,4,4.5,4.81,4.62,4.48,4.03,1.57
이건욱,0.72,27,1,26,10,0,0,1,0,0,0,38.2,9,13,16.7,169,31,7,0,0,25,2,2,31,2,0,2,2.09,3.03,3.89,3.76,4.01,1.45
최민준,0.35,53,0,53,6,0,0,5,3,1,7,60,28,29,34.7,262,75,10,2,7,19,1,1,37,2,0,2,4.2,4.35,5.21,5.1,4.68,1.57
백승건,0.34,25,2,23,3,0,0,2,2,0,3,38,21,24,21.75,170,41,5,0,7,17,0,0,29,2,0,0,4.97,5.68,5.15,5.01,5.52,1.53
박종훈,0.28,18,16,2,0,0,0,2,6,0,0,80,55,57,56.65,382,77,13,1,8,60,19,0,56,4,0,2,6.19,6.41,6.37,6.1,6.35,1.71
박민호,0.28,10,0,10,1,0,0,0,0,0,0,10,1,3,3,47,14,1,0,0,1,2,0,4,1,0,0,0.9,2.7,2.7,2.7,3.78,1.5
서동민,0.05,2,0,2,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,10.65,3
조성훈,0.02,2,2,0,0,0,0,0,1,0,0,7,5,5,5,34,10,1,0,0,4,2,0,4,0,0,0,6.43,6.43,6.43,6.12,5.08,2
한두솔,-0.01,1,0,1,1,0,0,0,0,0,0,1,1,1,1,6,1,0,1,0,1,1,0,2,0,0,0,9,9,9,8.57,5.05,2
김주한,-0.02,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,2,0,0,1,1,0,0,0,0,0,0,99.99,99.99,85.64,81.82,15003.8,99.99
이기순,-0.03,2,0,2,1,0,0,0,0,0,0,3,3,3,3,16,3,0,0,1,4,0,0,3,0,0,0,9,9,9,8.57,9.45,2.33
신헌민,-0.06,11,0,11,11,0,0,0,0,0,0,12,8,10,10.35,62,19,6,0,1,6,0,1,8,3,0,0,6,7.5,7.76,7.28,4.47,2.08
서상준,-0.06,2,0,2,1,0,0,0,0,0,0,2,0,3,3,13,1,0,0,0,5,0,0,3,1,0,1,0,13.5,13.5,12.38,7.85,3
송영진,-0.08,17,9,8,1,0,0,3,3,0,0,47.1,30,35,34.65,220,46,9,1,3,31,2,0,38,5,2,8,5.7,6.65,6.59,6.5,4.76,1.63
이로운,-0.08,50,0,50,14,0,0,6,1,0,5,57.2,36,39,41.05,268,67,13,1,7,29,1,2,52,4,0,3,5.62,6.09,6.41,6.16,4.65,1.66
김주온,-0.11,1,0,1,0,0,0,0,0,0,0,0.1,3,3,2.15,5,2,0,0,0,1,1,0,1,0,0,1,81,81,58.05,63.4,14.95,9
임준섭,-0.21,41,0,41,11,0,0,0,2,0,4,32.2,21,25,24.15,155,44,6,0,1,19,1,1,26,1,0,2,5.79,6.89,6.65,6.58,4.12,1.93
정성곤,-0.36,6,0,6,3,0,0,0,0,0,0,4.1,5,9,9.85,29,8,3,0,2,7,0,0,3,1,0,0,10.38,18.69,20.46,19.23,12.62,3.46
