name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
김광현,30,30,168.1,3.53,9,8,16,53.3,6,20,5,2,0,73,3.9,13,15,46.4,2,3,8,4,50,5.61,93.27,51.33,1.2,4.19
맥카티,24,24,130,3.39,9,5,13,54.2,4,16.7,5,1,2,76,5.3,15,9,62.5,1,2,15,3,20,5.42,93.58,53.04,0.99,3.3
엘리아스,22,21,124.1,3.91,8,6,12,57.1,7,33.3,4,0,1,58,4.2,12,9,57.1,3,2,2,2,100,5.92,97.24,50.48,0.75,2.96
오원석,28,27,139,5.31,7,10,7,25.9,2,7.4,7,1,1,74,4.8,14,12,53.8,2,2,10,7,70,5.15,91.63,44.48,-1.28,1.19
박종훈,18,16,77,5.61,2,6,4,25,1,6.3,5,0,0,38,4.4,7,9,43.8,0,1,13,1,7.7,4.81,93.94,45.13,-0.76,0.61
문승원,50,12,63.1,6.11,3,6,4,33.3,3,25,0,0,0,65,9.2,5,7,41.7,0,0,25,9,36,5.28,88.92,41.58,-0.95,0.18
조성훈,2,2,7,6.43,0,1,0,0,0,0,1,0,0,0,0,1,1,50,0,0,0,0,,3.5,68.5,40.5,-0.1,0.02
이건욱,27,1,4,6.75,0,0,0,0,0,0,1,0,0,21,47.3,1,0,100,0,0,5,1,20,4,65,39,-0.12,-0.04
백승건,25,2,6.2,6.75,0,0,0,0,0,0,1,0,0,21,28.4,2,0,100,0,0,14,6,42.9,3.33,58,41.5,-0.18,-0.06
송영진,17,9,35.2,6.31,3,3,1,11.1,0,0,5,0,0,40,10.1,6,3,66.7,1,0,4,3,75,3.96,71.78,43.44,-0.84,-0.21
정성곤,6,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,3,1,33.3,,,,,
서동민,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
신헌민,11,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,0,0,,,,,,
박민호,10,0,0,,0,0,0,,0,,0,0,0,9,,0,0,,0,0,8,0,0,,,,,
서상준,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
고효준,73,0,0,,0,0,0,,0,,0,0,0,35,,0,0,,0,0,28,11,39.3,,,,,
서진용,69,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,1,0,0,,,,,
김주한,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
한두솔,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
이기순,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
노경은,76,0,0,,0,0,0,,0,,0,0,0,46,,0,0,,0,0,26,8,30.8,,,,,
최민준,53,0,0,,0,0,0,,0,,0,0,0,28,,0,0,,0,0,20,4,20,,,,,
임준섭,41,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,27,10,37,,,,,
김주온,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,2,66.7,,,,,
이로운,50,0,0,,0,0,0,,0,,0,0,0,46,,0,0,,0,0,13,4,30.8,,,,,
