Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
김광현,4.19,30,30,0,0,0,0,9,8,0,0,168.1,66,75,72.75,713,163,30,0,11,70,2,0,119,9,0,5,3.53,4.01,3.89,3.89,4.19,1.38,6.36,3.74,1.7,0.59,16.7,9.8,6.9,0.301,72.7,3.48,4.58,-0.66,82.96,81.78,98.41,0.261,0.332,0.362,0.694,2798,93.3,16.6,3.92,16,53.3,6,20,5,2,0,73,3.9,13,15,46.4,2,3,8,4,50,5.61,93.27,51.33,1.2,4.19,0,0,0,0,0,0,0,0,,0,0,0,0,15,11,0,0,,8,4,50,,,,,0.301,505,46.2,5.2,46.7,51.9,1.9,0.9,4.1,7.4
엘리아스,3.36,22,21,1,1,0,0,8,6,0,0,131.1,54,58,56.8,548,140,22,1,12,33,6,1,93,5,0,0,3.7,3.97,3.89,3.78,4.09,1.32,6.37,2.26,2.82,0.82,17,6,10.9,0.318,74.7,3.07,4.09,-0.39,87,79.35,96.09,0.278,0.328,0.397,0.725,2123,96.5,16.2,3.87,12,57.1,7,33.3,4,0,1,58,4.2,12,9,57.1,3,2,2,2,100,5.92,97.24,50.48,0.75,2.96,0,0,1,0,0,0,0,0,,0,0,0,0,11,8,0,0,,2,2,100,7,81,0.69,0.4,0.318,402,43.8,6.7,46.9,53.6,2.6,0.8,5.4,7.9
맥카티,3.3,24,24,0,0,0,0,9,5,0,0,130,49,58,56.8,543,124,19,2,10,45,1,0,116,6,1,4,3.39,4.02,3.93,3.85,3.63,1.3,8.03,3.12,2.58,0.69,21.4,8.3,13.1,0.31,71.8,2.78,3.83,-0.24,79.76,80.87,85.36,0.252,0.315,0.36,0.675,2246,93.6,17.3,4.14,13,54.2,4,16.7,5,1,2,76,5.3,15,9,62.5,1,2,15,3,20,5.42,93.58,53.04,0.99,3.3,0,0,0,0,0,0,0,0,,0,0,0,0,13,7,0,0,,15,3,20,,,,,0.31,368,45.1,5.2,45.9,51.2,3.7,0.9,5.1,8.1
서진용,2.96,69,0,69,61,0,0,5,4,42,0,73,21,22,22.7,325,63,6,0,3,49,4,6,64,1,0,5,2.59,2.71,2.8,2.8,4.27,1.53,7.89,6.04,1.31,0.37,19.7,15.1,4.6,0.299,83.9,3.84,4.85,-1.68,60.87,58.74,100.39,0.239,0.361,0.295,0.656,1259,18.2,17.2,3.87,0,,0,,0,0,0,12,,0,0,,0,0,1,0,0,,,,,,17,1,7,42,0,6,0,6,87.5,2,0,1,0,37,8,8,1,12.5,1,0,0,1.06,18.25,1.76,2.96,0.299,201,51.9,4.3,41.3,45.7,2.4,1.1,3.2,6.3
노경은,1.89,76,0,76,6,0,0,9,5,2,30,83,33,33,36.45,357,78,13,2,4,36,4,5,65,4,0,8,3.58,3.58,3.95,3.92,3.81,1.37,7.05,3.9,1.81,0.43,18.2,10.1,8.1,0.307,75.9,3.3,4.43,-0.23,84.13,82.41,89.57,0.253,0.337,0.347,0.684,1396,18.4,16.8,3.91,0,,0,,0,0,0,46,,0,0,,0,0,26,8,30.8,,,,,,25,3,24,2,30,7,2,9,78,0,6,3,2,38,16,42,14,33.3,26,8,30.8,1.09,18.37,1.72,1.89,0.307,241,44,4.4,46.8,51.2,4.8,0.9,3.1,5.1
오원석,1.41,28,27,1,1,1,0,8,10,0,0,144.2,84,92,88.25,648,158,22,2,11,69,9,0,88,10,0,11,5.23,5.72,5.49,5.31,4.9,1.57,5.48,4.29,1.28,0.68,13.6,10.6,2.9,0.316,65.2,4.08,5.05,0.32,122.86,111.6,115.32,0.283,0.367,0.389,0.756,2564,91.6,17.7,3.96,7,25.9,2,7.4,7,1,1,74,4.8,14,12,53.8,2,2,10,7,70,5.15,91.63,44.48,-1.28,1.19,0,0,1,0,0,0,1,1,0,0,0,0,0,12,14,0,0,,10,7,70,5.67,90,1.03,0.22,0.316,466,47.3,7.9,43.4,51.2,1.5,0.9,4.5,7.6
문승원,0.84,50,12,38,4,0,0,5,8,1,9,105,61,67,64.45,479,138,27,1,12,35,6,1,65,8,0,3,5.23,5.74,5.52,5.34,4.84,1.65,5.57,3,1.86,1.03,13.6,7.3,6.3,0.353,69.1,3.56,4.65,0.39,122.93,112.06,113.86,0.319,0.377,0.47,0.847,1793,35.9,17.1,3.74,4,33.3,3,25,0,0,0,65,9.2,5,7,41.7,0,0,25,9,36,5.28,88.92,41.58,-0.95,0.18,12,1,14,1,9,2,1,3,76.9,0,1,0,0,12,16,21,5,23.8,25,9,36,1.1,19.11,1.15,0.66,0.353,357,51.2,4.3,43.4,47.7,1.1,1.1,6.7,8
고효준,0.82,73,0,73,7,0,0,4,1,0,13,58,29,31,29.8,262,49,3,0,3,42,3,0,66,3,0,4,4.5,4.81,4.62,4.48,4.03,1.57,10.24,6.52,1.57,0.47,25.2,16,9.2,0.317,70,3.47,4.3,0.47,105.8,94.1,94.64,0.232,0.363,0.289,0.652,1214,16.6,20.9,4.63,0,,0,,0,0,0,35,,0,0,,0,0,28,11,39.3,,,,,,20,3,8,0,13,2,1,3,81.3,0,3,0,1,18,10,50,9,18,28,11,39.3,0.79,16.63,1.15,0.82,0.317,145,40.4,6.6,49.7,56.3,3.3,0.7,3.5,10.2
이건욱,0.72,27,1,26,10,0,0,1,0,0,0,38.2,9,13,16.7,169,31,7,0,0,25,2,2,31,2,0,2,2.09,3.03,3.89,3.76,4.01,1.45,7.22,5.82,1.24,0,18.3,14.8,3.6,0.287,77.6,4.08,4.97,-1.91,49.25,78.91,94.27,0.228,0.349,0.279,0.628,716,26.5,18.5,4.24,0,0,0,0,1,0,0,21,47.3,1,0,100,0,0,5,1,20,4,65,39,-0.12,-0.04,4,0,10,0,0,0,0,0,,0,0,0,0,2,3,16,9,56.3,5,1,20,1.33,25.04,0.32,0.77,0.287,108,37.8,6.3,49.5,55.9,6.3,0.7,0,0
최민준,0.35,53,0,53,6,0,0,5,3,1,7,60,28,29,34.7,262,75,10,2,7,19,1,1,37,2,0,2,4.2,4.35,5.21,5.1,4.68,1.57,5.55,2.85,1.95,1.05,14.1,7.3,6.9,0.352,77.6,3.36,4.58,-0.48,98.75,107.14,109.98,0.319,0.37,0.468,0.838,1025,19.3,17.1,3.91,0,,0,,0,0,0,28,,0,0,,0,0,20,4,20,,,,,,12,2,16,1,7,3,2,5,61.5,0,1,0,2,11,15,26,12,46.2,20,4,20,1.13,19.34,1.3,0.35,0.352,193,49.8,3.4,42.4,45.9,4.4,1.1,7.4,6.7
