Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
최승용,5.39,15,7.86,4.91,1.6,1.47,19.3,12,7.2,0.327,77.8,3.93,4.91,6.11,6.31,5.39,3.55,4.53,-1.47,93.88,136.95,128.89,0.286,0.378,0.486,0.864,340,22.7,18.5,4.1
김민규,5.7,31,6.23,4.47,1.39,1.44,14.9,10.7,4.2,0.302,67.5,6.07,6.39,6.06,6.32,5.7,3.92,4.9,0.37,145.12,137.23,136.21,0.282,0.366,0.445,0.811,1009,32.5,17.9,3.85
이교훈,5.71,11,8.64,3.24,2.67,2.16,18.6,7,11.6,0.379,50,10.8,10.8,11.39,12.43,5.71,2.99,4,5.09,258.16,269.65,136.51,0.351,0.395,0.595,0.99,166,15.1,19.9,3.86
이영하,5.73,35,6.06,6.52,0.93,1.03,14.6,15.7,-1.1,0.301,64.3,6.29,6.64,6.52,6.78,5.73,4.45,5.53,0.56,150.41,147.11,136.96,0.273,0.387,0.424,0.811,1381,39.5,17.6,3.79
유희관,6.07,15,3.29,3.43,0.96,1.43,7.3,7.6,-0.3,0.387,64.2,7.71,8.14,7.94,8.44,6.07,4.32,5.44,1.64,184.4,183.27,145.13,0.384,0.431,0.563,0.994,1184,78.9,18.8,3.77
최세창,6.09,1,0,6.75,0,0,0,20,-20,0.25,100,0,0,0,0,6.09,6.18,7.8,-6.09,0,0,145.62,0.25,0.4,0.25,0.65,17,17,12.8,3.4
장원준,6.65,32,3.86,8.68,0.44,0.48,8.4,18.9,-10.5,0.312,64.1,6.75,7.23,6.87,7.66,6.65,6.1,6.66,0.1,161.35,166.18,159.06,0.29,0.444,0.377,0.821,390,12.2,20.9,4.11
조제영,6.91,6,4.22,8.44,0.5,0.84,8.3,16.7,-8.3,0.395,57.1,10.97,10.97,11.69,11.82,6.91,5.92,6.4,4.06,262.19,256.58,165.11,0.367,0.483,0.49,0.973,228,38,21.4,3.8
현도훈,7.19,5,9.35,13.5,0.69,1.04,19.6,28.3,-8.7,0.348,47.6,12.46,12.46,10.7,11.24,7.19,5.91,6.44,5.27,297.87,243.83,171.96,0.29,0.478,0.419,0.897,208,41.6,24,4.52
이형범,8.87,4,6.75,16.88,0.4,0,12.5,31.3,-18.8,0.25,75,0,6.75,11.31,11.29,8.87,8.91,7.65,-8.87,0,245.11,211.95,0.2,0.5,0.2,0.7,68,17,25.5,4.25
고봉재,12.69,1,0,0,,6.75,0,0,0,0.571,25,27,27,27,24.28,12.69,3.98,5.4,14.31,645.39,526.94,303.38,0.625,0.625,1,1.625,30,30,22.5,3.75
유재유,14.81,4,2.7,13.5,0.2,5.4,5.3,26.3,-21.1,0.182,83.3,10.8,10.8,14.04,13.44,14.81,7.82,7.93,-4.01,258.16,291.59,353.93,0.308,0.474,0.769,1.243,80,20,24,4.21
문대원,15.47,2,6.75,13.5,0.5,6.75,11.1,22.2,-11.1,0.2,100,6.75,6.75,9.11,9.12,15.47,6.71,6.73,-8.72,161.35,197.88,369.71,0.286,0.444,0.714,1.158,44,22,33,4.89
