Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
김도윤,-1.23,1,18,0,,0,66.7,0,66.7,0,,0,0,0,0,-1.23,-1.18,-2.6,1.23,0,0,-29.48,0,0,0,0,17,17,17,5.67
미란다,2.42,28,11.66,3.27,3.57,0.57,31.7,8.9,22.8,0.305,81.5,2.33,2.54,2.5,2.73,2.42,1.75,2.66,-0.09,55.74,59.22,57.94,0.212,0.282,0.299,0.581,2918,104.2,16.8,4.12
홍건희,2.62,65,9.93,3.27,3.04,0.36,27.1,8.9,18.2,0.328,78.4,2.78,2.78,3.28,3.36,2.62,2.21,3.22,0.17,66.57,72.97,62.51,0.239,0.306,0.313,0.619,1272,19.6,17.1,4.2
이현승,2.8,38,7.71,2.31,3.33,0.39,22.2,6.7,15.6,0.238,76.2,1.93,2.31,2.57,2.84,2.8,2.38,3.53,-0.87,46.1,61.53,66.89,0.195,0.244,0.256,0.5,339,8.9,14.5,3.77
로켓,3.34,21,8.13,3.05,2.67,0.36,20.7,7.8,13,0.349,79.3,2.98,3.19,3.11,3.35,3.34,2.93,3.84,-0.36,71.13,72.73,79.8,0.277,0.348,0.358,0.706,2019,96.1,16.3,3.74
김강률,3.68,50,7.14,4.36,1.64,0.35,17.8,10.9,7,0.327,84.4,2.09,2.61,3.12,3.32,3.68,3.31,4.57,-1.59,49.97,71.97,88.05,0.271,0.351,0.357,0.708,838,16.8,16.2,3.64
박치국,3.99,23,8.18,4.5,1.82,0.82,21.1,11.6,9.5,0.346,73.3,4.09,4.5,5.09,5.14,3.99,2.96,4.26,0.11,97.79,111.62,95.26,0.273,0.371,0.416,0.787,345,15,15.7,3.63
최원준,4.01,29,6.42,2.1,3.05,0.85,16.8,5.5,11.3,0.295,76.3,3.3,3.69,3.54,3.75,4.01,3,4.04,-0.71,78.81,81.44,95.87,0.26,0.31,0.396,0.706,2677,92.3,16.9,3.98
박웅,4.13,10,5.4,3.09,1.75,0,14.3,8.2,6.1,0.343,63.2,5.4,5.4,6.06,6.48,4.13,4.19,4.67,1.27,129.08,140.6,98.65,0.286,0.388,0.357,0.745,179,17.9,15.3,3.65
김명신,4.15,58,5.78,1.88,3.07,0.81,14.9,4.8,10,0.307,65.5,4.3,4.97,5.41,5.79,4.15,3.18,4.2,0.15,102.75,125.75,99.28,0.279,0.324,0.426,0.75,1092,18.8,16.3,3.78
권휘,4.36,24,6.64,6.2,1.07,0,16.3,15.2,1.1,0.267,81.3,2.66,2.66,4.09,4.58,4.36,4.45,5.27,-1.71,63.48,99.45,104.27,0.219,0.352,0.26,0.612,407,17,20,4.42
박소준,4.65,22,4.98,4.37,1.14,0.45,12,10.6,1.5,0.32,60.8,5.73,6.34,6.31,6.69,4.65,4.16,5.22,1.09,137.01,145.22,111.03,0.292,0.369,0.381,0.75,1083,49.2,18.2,3.95
윤명준,4.69,45,5.12,3.94,1.3,0.59,12.5,9.6,2.9,0.336,67.1,4.73,5.52,5.21,5.58,4.69,4.01,5.05,0.04,113.06,121.06,112.03,0.303,0.381,0.389,0.77,760,16.9,16.6,3.65
곽빈,5.04,21,8.76,7.21,1.22,0.64,21.1,17.4,3.7,0.281,74.8,4.1,4.56,4.21,4.32,5.04,4.3,4.95,-0.93,98.12,93.68,120.42,0.221,0.378,0.346,0.724,1877,89.4,19,4.13
이승진,5.11,47,5.21,5.77,0.9,0.56,13.3,14.8,-1.4,0.266,71.4,3.91,4.47,3.61,3.76,5.11,4.47,5.57,-1.2,93.47,81.67,122.14,0.238,0.357,0.308,0.665,834,17.7,17.3,3.97
박정수,5.37,9,9.42,3.77,2.5,1.88,20.3,8.1,12.2,0.396,38.5,11.3,12.56,12.24,12.54,5.37,2.99,3.94,5.93,270.16,272.22,128.4,0.338,0.405,0.554,0.959,305,33.9,21.3,4.12
남호,5.38,5,6.75,10.13,0.67,0,15.4,23.1,-7.7,0.375,50,10.13,10.13,6.75,7.58,5.38,5.47,6.32,4.75,242.02,164.42,128.59,0.3,0.462,0.4,0.862,56,11.2,21,4.31
