Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
양선률,0,2,66.7,0,33.3,33.3,0,2,100,0
윤희상,0.143,7,28.6,0,71.4,71.4,0,0.4,0,0
정수민,0.244,45,26.7,6.7,57.8,64.4,8.9,0.4,0,0
김정빈,0.256,125,35.1,7.6,55.7,63.4,1.5,0.6,6,8.1
서진용,0.26,158,43.4,5.2,49.1,54.3,2.3,0.8,11.7,3.8
박민호,0.264,148,48.1,3.2,46.8,50,1.9,1,5.1,7
이건욱,0.267,352,34.6,9.9,52.2,62.1,3.3,0.6,4.9,2.9
김태훈,0.283,187,46.2,5.6,45.6,51.3,2.6,0.9,8,4.9
문승원,0.29,424,42.8,4.8,50.7,55.4,1.8,0.8,5.3,5.1
박종훈,0.299,441,47.5,7.4,42.2,49.7,2.8,1,6.2,4.1
김세현,0.316,117,45.7,7.8,45.7,53.5,0.8,0.9,10.1,2.3
김택형,0.318,66,48.6,2.8,45.8,48.6,2.8,1,14.3,3.8
서동민,0.32,25,33.3,11.1,55.6,66.7,0,0.5,11.1,0
조영우,0.321,262,38.2,6.2,53.5,59.6,2.2,0.6,7.3,3.1
김주한,0.325,163,50.6,4.1,43.5,47.6,1.8,1.1,8.6,6.7
이태양,0.331,151,36.4,6.2,54.3,60.5,3.1,0.6,7.1,1.8
정영일,0.333,75,49.4,6,42.2,48.2,2.4,1,15,6.5
신재웅,0.333,63,35.3,7.4,57.4,64.7,0,0.5,11.4,0
오원석,0.333,33,61.8,5.9,26.5,32.4,5.9,1.9,9.1,25
핀토,0.337,532,53,3.6,41.2,44.8,2.2,1.2,7.7,8.1
박희수,0.338,71,43.4,9.2,44.7,53.9,2.6,0.8,9.8,7.1
백승건,0.345,87,40,5.3,51.6,56.8,3.2,0.7,13,8.1
킹엄,0.375,40,52.4,2.4,38.1,40.5,7.1,1.3,5.9,12.5
하재훈,0.378,45,43.8,6.3,47.9,54.2,2.1,0.8,7.7,5.3
김주온,0.38,108,36.5,6.1,53.9,60,3.5,0.6,7.2,10.9
이원준,0.391,64,38.8,10.4,49.3,59.7,1.5,0.7,7.5,3.6
강지광,0.462,13,40,6.7,53.3,60,0,0.7,11.1,0
김찬호,0.5,8,66.7,0,33.3,33.3,0,2,33.3,0
윤강민,0.8,5,60,0,40,40,0,1.5,0,0
